,osc12_5.csv,osc1_5.csv,osc3_5.csv,osc6_5.csv,osc9_5.csv,average
1991M01,-0.004526696563263635,0.0035074443518694366,-6.059406444130881e-05,-0.0008460986443517399,-0.002248443617070341,-0.0008348777074515177
1991M02,-0.005227416668732902,-0.0026565751764741834,-0.0028121284291864465,0.0009113230468447904,-0.0038047683083372915,-0.0027179131071772065
1991M03,-0.005031515397872918,0.0023051878414558358,-0.0017710347969777068,0.0007523238297063275,-0.0025635194644135564,-0.0012617115976204037
1991M04,-0.005124318283910946,-0.0024925848362985573,-0.0033705767307086803,0.0003050344881711732,-0.0035415105847270622,-0.002844791189494815
1991M05,-0.005086355479827214,-0.002474665136641419,-0.0009694477954341751,0.0002360996310049354,-0.007333739102388343,-0.0031256215766572435
1991M06,-0.004808213716496851,0.0020523741553499023,0.002494048602166392,-0.0006217908202050099,-0.0041125508348487,-0.0009992265228068533
1991M07,-0.004707101438529561,0.002027799320783038,0.004352931836411014,-0.00020106789634500482,-0.003215081903167727,-0.0003485040161696481
1991M08,-0.0047376332526094765,-0.0018829361543196753,-0.00034789953236678134,-0.0009838066372627196,-0.00446628116739408,-0.002483711348790547
1991M09,-0.004987476818951397,-0.002095880911169495,-0.0033022267941473053,-0.0005499334798318126,-0.00461461769758644,-0.00311002714033729
1991M10,-0.004587390070532272,0.0012042213226226154,-0.0009096820373678189,-0.0013445832331658867,-0.0036905256459963008,-0.0018655919328879327
1991M11,-0.004548036520891464,0.001221688686165992,0.0009791799024063868,-0.0014017374642559168,-0.002028535255809717,-0.0011554881304769438
1991M12,-0.004580616430758711,-0.0016251538018517326,0.002446029397429099,-0.00024734938654359553,-0.002351352196328515,-0.001271688483610691
1992M01,-0.004487455364607533,-0.0017916455963514727,-0.0018405729405728249,-0.00010033257748401922,-0.002492025632280772,-0.002142406422259324
1992M02,-0.004795705754433712,0.0011685033957013371,-0.0019516914201362296,-0.0014255924672385563,-0.0023438225041299563,-0.001869661750047423
1992M03,-0.004717520369162754,-0.0017394991599531387,-0.002660632190351616,-0.0012076172656863642,-0.0048512807666348644,-0.0030353099503577477
1992M04,-0.004809714582375384,-0.001970096838821076,-0.0029730858777175058,0.0010216124171390283,-0.005400587387150434,-0.002826374453785074
1992M05,-0.004775454388975279,-0.001966430064793724,-0.0031585114413048045,0.001166648647522224,-0.004425627787765244,-0.002631875007063365
1992M06,-0.00430373841359271,0.0007130431551207344,-0.0011186167040608585,0.0005514504848853753,-0.0031360254176189322,-0.0014587773790532782
1992M07,-0.004242498507789784,0.0011591901377483375,0.0022962000414654122,-0.001204747115449298,-0.0029616765491322413,-0.0009907063986315148
1992M08,-0.004627536836252617,-0.0017991919707816763,-0.00021950298628384312,-0.00041408682104081794,-0.0043062286593229734,-0.0022733094547363855
