,sup12_buy.csv,sup12_sell.csv,sup3_buy.csv,sup3_sell.csv,sup6_buy.csv,sup6_sell.csv,sup9_buy.csv,sup9_sell.csv,average
1991M01,0.001317708853886641,-0.003576196331111256,-0.004473702403407009,-0.0018680323308642736,-0.0014354472060321387,-0.0031563406769489826,0.0007786130637306224,-0.003930321643110475,-0.0020429648342321087
1991M02,0.0018996713065517088,-0.003053611712749808,0.0040997751066823435,-0.0006979163953265096,-0.0007143679461514276,-0.0022857131829778737,0.0012692078749975202,-0.0032086134898140803,-0.0003364460548485158
1991M03,0.0023828443571592495,-0.0026256385009651427,0.004968248828774228,0.00027370623075500394,-0.00012023025647832104,-0.0015692303213133206,0.0016750169502433698,-0.002615697107291494,0.0002961275226104466
1991M04,0.0011241679068306363,-0.003514754500215758,0.0016142728671149284,-0.003039059012672431,0.0005090429450448596,-0.0032415823732955553,0.0006305973155801368,-0.00392150731410855,-0.0012298527707152165
1991M05,-0.0020727217151152,-0.005998299036354704,-0.004466484572563633,-0.00908061263289558,0.00048204167987153483,-0.007747403333791961,-0.00208969764791256,-0.0074868483577866345,-0.004807503202068592
1991M06,-0.0021241712707392012,-0.004171647481122368,-0.0045533874678843796,-0.003138023672803511,0.00038913447356456795,-0.004089848770742038,-0.002125981381976911,-0.004669283717017614,-0.0030604011610901823
1991M07,-0.002530457149935675,-0.004389873312131709,-0.0030968391002996684,-0.0037930011911244802,-0.00011130125681764729,-0.0045367944173513065,-0.0010220626395908818,-0.0050013027800378165,-0.0030602039809111475
1991M08,-0.001780813903546381,-0.0035010334898463087,0.003989989946432675,-0.0015965841985906598,0.0007162443288941511,-0.002940557309015727,0.002166711968924127,-0.0037229289026973547,-0.0008336214449306848
1991M09,-0.0013594773332104744,-0.003145221125238526,0.004336630340303264,-0.0008119452053448181,0.0011762704118294985,-0.0023540173947906983,0.002481968123875044,-0.0032350247587127675,-0.00036385211766118474
1991M10,-1.2628313381139386e-06,-0.0033859380035576704,0.0028529879399032372,-0.0015352813379347293,0.002043194855492719,-0.0028491154741121963,0.0021372434466138844,-0.0036055992212461413,-0.0005429713282723762
1991M11,0.0025138194149052643,-0.0037667404842233777,0.001758232801918697,-0.003909006676905449,0.004130225313454487,-0.0036004275273983223,0.0016413232386845848,-0.004177993085092518,-0.0006763208755820793
1991M12,0.001637575762514689,-0.004368524720909879,0.0001405946215769457,-0.004535331767809498,0.003069969598759387,-0.004753533422214211,0.0009119347463618513,-0.005067083623234237,-0.0016205498506193692
