,flt12_buy.csv,flt12_sell.csv,flt1_buy.csv,flt3_buy.csv,flt3_sell.csv,flt6_buy.csv,flt6_sell.csv,flt9_buy.csv,flt9_sell.csv,average
1991M01,-0.004082790274675086,-0.0037993315109134725,-0.016126451584215818,-0.009060057573509875,-0.007803603843146174,-0.0061990368395855415,-0.0036629147924080205,-0.0067723547929548255,-0.0033415435991898655,-0.006760898312288741
1991M02,-0.006438145151686682,-0.004120639063706778,-0.008174528146903096,-0.008771895828236094,-0.005821818185089745,-0.006225167339011591,-0.005052782762960593,-0.006844441715154175,-0.003960583427782089,-0.0061566668467256495
1991M03,-0.006578910144872026,-0.0037701938858119973,0.0028355174048810376,-0.0044280984213710545,-0.003282501392262516,-0.004550793570403567,-0.003774152921539216,-0.005422218132734426,-0.002839750117687068,-0.0035345667979778702
1991M04,-0.007660830285962536,-0.004262782262999939,-0.011047562048105412,-0.007888981700293063,-0.0010997751662727164,-0.005885906781374573,-0.004192853113155451,-0.0065319479388932615,-0.0037800585378506093,-0.005816744203878618
1991M05,-0.008791163688734782,-0.004867180188084627,-0.013416827082278277,-0.010866796565534898,-0.006087827894725353,-0.007182477030584036,-0.0045866832107683,-0.007673693283057979,-0.004948930474685336,-0.007602397713161509
1991M06,-0.00955449176700968,-0.005384530271498959,-0.01545186692286226,-0.011895200119712658,-0.012314796587666384,-0.00791130194097065,-0.007662747670158158,-0.00841835592697318,-0.006345532242087871,-0.0094376470498822
1991M07,-0.010518343661435666,-0.006286407506240923,-0.018002268696204905,-0.013201042598597338,-0.015619782406352173,-0.008836528645904035,-0.008290574622014345,-0.009360169922389184,-0.007419258159816676,-0.010837152913217248
1991M08,-0.007834589983683287,-0.005889744494436922,0.0018212091199850543,-0.005258881228534173,-0.007954960748919557,-0.005619648413379138,-0.006868908083830033,-0.006625896168983519,-0.005853541946903428,-0.005564995772076111
1991M09,-0.004462525678201535,-0.0043952702286595945,0.022335868945251813,0.004654076498274497,0.009717622577831042,-0.0015843899484725907,-0.0009284870667792739,-0.0032026554677889022,-0.0031207562580017937,0.0021126092637170735
1991M10,-0.005664463598600369,-0.004677684998878249,-0.01244540728356824,0.00037543915463086885,-0.001680578105129163,-0.0031938273470085415,-0.001486281384266333,-0.004479727891155968,-0.003056518592424371,-0.004034338894044485
