,sup12_buy.csv,sup12_sell.csv,sup3_buy.csv,sup3_sell.csv,sup6_buy.csv,sup6_sell.csv,sup9_buy.csv,sup9_sell.csv,average
1991M01,-0.003799331510913477,-0.004082790274675082,-0.0078036038431461945,-0.00906005757350986,-0.0036629147924080226,-0.006199036839585535,-0.003341543599189863,-0.006772354792954816,-0.005590204153297856
1991M02,-0.004120639063706774,-0.0064381451516866825,-0.0058218181850897294,-0.008771895828236082,-0.005052782762960596,-0.006225167339011586,-0.003960583427782092,-0.0068444417151541665,-0.005904434184203463
1991M03,-0.0037701938858119973,-0.006578910144872026,-0.0032825013922625147,-0.004428098421371067,-0.003774152921539205,-0.004550793570403573,-0.0028397501176870643,-0.005422218132734425,-0.004330827323335234
1991M04,-0.004262782262999946,-0.0076608302859625345,-0.0010997751662726947,-0.00788898170029308,-0.004192853113155451,-0.00588590678137458,-0.003780058537850609,-0.006531947938893262,-0.0051628919733502695
1991M05,-0.004867180188084632,-0.008791163688734775,-0.006087827894725349,-0.010866796565534888,-0.004586683210768302,-0.00718247703058403,-0.004948930474685341,-0.007673693283057972,-0.006875594042021911
1991M06,-0.005384530271498961,-0.009554491767009673,-0.01231479658766638,-0.011895200119712658,-0.007662747670158161,-0.007911301940970648,-0.006345532242087879,-0.008418355926973176,-0.008685869565759693
1991M07,-0.0062864075062409285,-0.01051834366143566,-0.015619782406352176,-0.013201042598597328,-0.00829057462201435,-0.008836528645904026,-0.007419258159816675,-0.009360169922389172,-0.009941513440343788
1991M08,-0.0058897444944369225,-0.007834589983683289,-0.007954960748919567,-0.005258881228534188,-0.006868908083830041,-0.005619648413379143,-0.005853541946903424,-0.00662589616898352,-0.006488271383583761
1991M09,-0.004395270228659591,-0.0044625256782015316,0.009717622577831023,0.004654076498274513,-0.0009284870667792653,-0.0015843899484725894,-0.0031207562580017945,-0.0032026554677889014,-0.0004152981964747672
1991M10,-0.004677684998878249,-0.005664463598600372,-0.0016805781051291587,0.0003754391546308541,-0.0014862813842663426,-0.0031938273470085467,-0.0030565185924243737,-0.004479727891155972,-0.0029829553453540204
1991M11,-0.004249485918185316,-0.005327369562227363,-0.0006063709895182917,-0.0004200067645745891,0.00115466265722941,-0.0028124234080919974,-0.0027197508280079547,-0.0041485237905334055,-0.002391158575488689
1991M12,-0.004210893478760393,-0.005281208185498392,-0.0006274204045009142,-0.005701640611617265,0.0011273347219086418,-0.0027958771579842953,-0.0026986274177265923,-0.004117309872165251,-0.0030382053007930575
