,osc12_5.csv,osc1_5.csv,osc3_5.csv,osc6_5.csv,osc9_5.csv,average
1991M01,-0.002984459306441426,0.009928086850506598,0.003396081301970749,0.00037655382618865304,-0.0041328130987963035,0.0013166899146856543
1991M02,-2.1970392486175133e-05,0.010082612122555743,0.01161596671705951,0.004791581712706235,-0.0001878192041179401,0.005256074191143474
1991M03,0.0019568990911499502,0.01020654326418638,0.011758944828473287,0.007335444060277798,0.005830252536438707,0.007417616756105225
1991M04,-0.0008684855443227991,-0.009311239297167692,0.0017720314823963246,0.0032003096601477743,0.002113975615131134,-0.0006186816167630517
1991M05,-0.0019809443528655078,-0.009561499012861963,-0.004839544423093128,0.0020972566450359045,0.0007218809362773467,-0.0027125700415014694
1991M06,-0.0002903752913674656,0.009506777993219133,-0.009008093793594813,0.0017685915314362838,0.001493744741426533,0.0006941290362239342
1991M07,-0.0006725207128732823,-0.009364373084948875,-0.008503401751682124,-0.0005577043455028416,0.000887430697414017,-0.003642113839518621
1991M08,0.001930415512314142,0.009191753627615134,0.005747068371335852,6.430422179532717e-05,0.004401878567000592,0.00426708406001221
1991M09,0.0021784795921808223,-0.008842833844892036,0.004378612818378955,-0.0020912195748246367,0.0036181299296866674,-0.00015176621589404557
1991M10,0.0029344627716383423,0.008984482056364597,0.008946647057187224,0.0016347376848540257,0.002902681326179454,0.0050806021792447285
1991M11,0.003931818485315847,-0.008542457279645773,0.004625811140011189,0.0057580862553153565,0.0007878383298506372,0.0013122193861694511
1991M12,0.0034249038286199296,-0.008416566891198763,0.00599804509577085,0.0052359963479586625,-0.0017513702350957297,0.0008982016292109899
1992M01,0.004110241442218431,0.00879181427974416,0.00850639175211094,0.008871799636995074,0.005362508787763454,0.007128551179766412
1992M02,0.0025374199239072,-0.007882409648891819,0.006926391250779604,0.006538506821571628,0.009309877815997009,0.003485957232672725
1992M03,0.0013132694958186957,0.008566310656327632,0.007376209621649046,0.007161944975787172,0.009105752560762124,0.006704697462068934
1992M04,0.0009904826643994027,-0.007732097040576956,-0.007934055622774713,0.0004080624911767779,0.004403319922450315,-0.001972857517065035
1992M05,0.0035310182945798903,0.007940992967562743,-0.006754966484694044,0.0008058991490913943,0.002089060146334986,0.001522400814574994
1992M06,0.004427587559579709,0.008012806707830226,-0.0025778297637986105,0.0022651528873788244,0.004008790906775585,0.0032273016595531466
1992M07,0.0027479501477726802,-0.0075883036153131835,-0.0014381886993299585,-0.002775203226617828,0.00010456440898235289,-0.0017898361969011871
1992M08,0.000999500020742606,0.007540813146739814,-0.001439324814704072,-0.0022499447693556038,0.00048003092432008856,0.0010662149015485667
1992M09,0.00029360249038579665,-0.007450015609165468,-0.0077232058758856265,-0.0030729938073808536,-0.00038092157920927884,-0.0036667068762510856
1992M10,-0.002975314425428005,-0.007803491339651658,-0.008383512250494114,-0.0036001501677120984,-0.006333766229865858,-0.0058192468826303466
1992M11,-0.001937567607968517,0.007266175860135289,-0.005736550356696039,-0.002486140276332648,-0.004594066820806661,-0.0014976298403337153
1992M12,-0.0020541650049331088,-0.007565551932286215,-0.005256870589218593,-0.004503966588234156,-0.004949344076386934,-0.0048659796382118006
1993M01,-0.001499329573992944,0.0070999121378269945,0.007597365100653166,0.0008035369141505657,0.0006480816989817353,0.0029299132555239034
1993M02,-0.0014937959129737678,-0.007037300532515992,0.005541103878538879,0.00035617776953489506,0.00018234034612362587,-0.0004902948902584719
1993M03,-0.00030286676591829986,0.006929130319883521,0.007463128436389509,0.0023641161933354166,0.0005221648412918195,0.003395134604996393
1993M04,0.0009341075640534654,-0.006728638168672479,0.0017029967511555735,0.005262800428561717,0.0016284794204445147,0.0005599491991085583
1993M05,-0.00017169041786028322,-0.0068247001651288676,-0.0012363475312112283,0.0025691707101579827,0.0002008124281224384,-0.0010925509951839915
1993M06,-0.0029978051168520177,-0.007203874238788541,-0.008434263518600792,-0.0001679660291615155,-0.001598648550097663,-0.004080511490700106
1993M07,0.0016303168404946493,0.006715741441284202,0.0006194973528224901,0.00159167263269871,0.004225540079741767,0.0029565536694083636
1993M08,0.0009636405684847211,-0.0063784488594883825,0.0007492940260106183,0.001117763722935412,0.002904281256391762,-0.00012869385713317385
1993M09,0.00142901008596856,0.006442015718005587,0.005050483497207776,0.0004407164523883983,0.003143833802086762,0.0033012119111314174
1993M10,0.0036497944390387893,0.006512182102661708,0.0006771393289680822,0.0014246065443926812,0.0022770325929307236,0.002908151001598397
1993M11,0.005469607121255132,0.007101467744089266,0.008068587095169536,0.004126129670955488,0.005081663707486889,0.005969491067791263
1993M12,0.007009785810742962,0.0074973429709261725,0.008640731722741882,0.007363677343990441,0.0061520598550919466,0.007332719540698682
1994M01,0.0072472788167625875,0.007720531139128217,0.00894802404311331,0.00758518696355803,0.007505307420421244,0.007801265676596678
1994M02,0.007029004526985166,-0.006274207042476271,0.007775839927656435,0.008016371514223545,0.007999677584145914,0.004909337302106959
1994M03,0.004742382303475942,-0.0064998784415211276,-9.002666039741817e-05,0.005089878189404861,0.007917730862782458,0.002232017250748943
1994M04,0.0037576208742524844,-0.006677498173280564,-0.007240032271621961,0.003285280306152735,0.004579989961776617,-0.00045892786054413745
1994M05,0.0037176355472941496,-0.0067241563901198394,-0.0072974225801506675,0.0011157906226548775,0.004401483648978619,-0.0009573338302685723
1994M06,0.004821323234743449,-0.006723246965589004,-0.007285448346732196,-0.001497900511362595,0.0037989482837044505,-0.0013772648610471789
1994M07,0.0023974845315415747,-0.00679610281346587,-0.007380220411954276,-0.004637400491753109,0.0025165405411872194,-0.0027799397288888928
