,sup12_buy.csv,sup12_sell.csv,sup3_buy.csv,sup3_sell.csv,sup6_buy.csv,sup6_sell.csv,sup9_buy.csv,sup9_sell.csv,average
1991M01,0.0019080241582353761,-0.0021185657037897307,0.002261784128916002,-0.0011755098344611158,0.0029562639103612952,-0.0012090510720722926,0.0013368261637023613,-0.003440343349357727,6.492855019177117e-05
1991M02,0.002597965938456508,-0.0015136765480334275,0.004744522428932616,0.0001497417677736785,0.00471053581241728,-0.0004034472306696324,0.002513185284061296,-0.0023492373791672043,0.0013061987592213895
1991M03,0.0033837721211381526,-0.0008809334141222452,0.005045098337373177,0.0013546012654762113,0.005342360740062012,0.000466742151967227,0.004455635065382142,-0.0011789297259603405,0.0022485433176645422
1991M04,0.0024878982233927896,-0.0014913909935819103,0.000978466775434273,-0.0010052935756205874,0.0031058206555667125,-0.0004280673521897774,0.003202373549070045,-0.0023370311379715264,0.0005640970180125024
1991M05,0.0015388210508542259,-0.0026725739987600136,-0.0027960367319751,-0.004986312115779006,0.0010419298089517255,-0.0021023971211713943,0.0017782049898719648,-0.004516237849465819,-0.001589325245934177
1991M06,0.0029369791342277814,-0.002073336634120268,-0.0014862617699402162,-0.001332163438877253,0.0017078488253797703,-0.0012814797014544846,0.0022084547213176288,-0.0034034162429555075,-0.0003404218883028186
1991M07,0.002197890977277348,-0.0026104656380424775,-0.0012776307411493486,-0.0026108496718913457,0.00076702514197726,-0.002057718404259139,0.001569321037376057,-0.004390087686232714,-0.001051564373118045
1991M08,0.0033727082814679144,-0.0014808454341460183,0.004079956400360748,-4.629506549256451e-05,0.002348031202583898,-0.0004928994052478823,0.0026048770013788534,-0.0023068024593787474,0.0010098413151907754
1991M09,0.003971679099202972,-0.0009938283311273447,0.004415167847641294,0.0010850832607431373,0.0031587697613012877,0.00017830283978631273,0.0031385100039052274,-0.0014004241341837973,0.0016941575434086364
1991M10,0.00401322195156337,-0.0009112194090702852,0.00312542962320763,0.00125118794089224,0.004062129124341369,0.0002787922611581055,0.0031857698939047256,-0.001250761865761051,0.001719318690029513
1991M11,0.0033478941632742987,-0.0013269609241987987,0.0014003170907647263,-0.0018453156232356872,0.003099615725560017,-0.00034090252232881987,0.0026121934878632824,-0.002049814126596916,0.0006121284088877628
1991M12,0.003195069211935686,-0.0013896745717304653,0.0011213650018611124,-0.0022509441752281895,0.002922372551820083,-0.00045182496349930224,0.0024865907844681284,-0.002176634465707567,0.0004320399217399358
1992M01,0.0040855911926572525,-0.0006987070446249632,0.003405240348910984,-0.00038264903553541845,0.004120475368832157,0.0005268047741774056,0.003699502948157518,-0.0008701663720479596,0.0017357615225658718
1992M02,0.0036947177567321736,-0.0009173604633809008,0.0020247950541170713,-0.0009486418552010776,0.0033627861794258687,-0.0009184460062517347,0.003179799496889685,-0.0012988239085541644,0.001022353281722115
