,flt12_buy.csv,flt12_sell.csv,flt1_buy.csv,flt3_buy.csv,flt3_sell.csv,flt6_buy.csv,flt6_sell.csv,flt9_buy.csv,flt9_sell.csv,average
1991M01,-0.0035761963311112576,0.001317708853886641,0.002135237128364713,-0.0018680323308642739,-0.004473702403407027,-0.003156340676948988,-0.001435447206032136,-0.00393032164311048,0.0007786130637306259,-0.0015787201717213538
1991M02,-0.0030536117127498113,0.001899671306551714,0.002428299907491091,-0.0006979163953265105,0.004099775106682326,-0.002285713182977879,-0.0007143679461514138,-0.003208613489814086,0.001269207874997528,-2.9252059033004576e-05
1991M03,-0.0026256385009651557,0.002382844357159254,0.0021567616005315486,0.0002737062307549697,0.0049682488287742296,-0.0015692303213133505,-0.00012023025647830976,-0.0026156971072915196,0.0016750169502433767,0.0005028646423794492
1991M04,-0.0035147545002157683,0.0011241679068306372,-0.003510057416997235,-0.0030390590126724184,0.0016142728671149128,-0.0032415823732955696,0.0005090429450448587,-0.003921507314108564,0.0006305973155801376,-0.001483208842524334
1991M05,-0.005998299036354707,-0.0020727217151152,-0.010192691853767548,-0.009080612632895606,-0.00446648457256363,-0.0077474033337919706,0.00048204167987153917,-0.007486848357786643,-0.0020896976479125627,-0.005405857496701815
1991M06,-0.004171647481122383,-0.0021241712707392117,4.915001092549502e-06,-0.003138023672803548,-0.0045533874678843796,-0.0040898487707420675,0.0003891344735645688,-0.0046692837170176395,-0.002125981381976917,-0.0027198104764032255
1991M07,-0.004389873312131717,-0.0025304571499356722,-0.00114956128198172,-0.0037930011911245006,-0.0030968391002996836,-0.004536794417351327,-0.00011130125681764816,-0.005001302780037833,-0.0010220626395908827,-0.0028479103476967763
1991M08,-0.003501033489846302,-0.0017808139035463896,0.002539215568684467,-0.0015965841985906394,0.0039899899464326755,-0.002940557309015717,0.0007162443288941606,-0.0037229289026973517,0.002166711968924134,-0.00045886177675121817
1991M09,-0.003145221125238534,-0.0013594773332104805,0.0015747678375297356,-0.0008119452053448363,0.004336630340303264,-0.002354017394790713,0.0011762704118294994,-0.0032350247587127822,0.0024819681238750445,-0.00014844990041775583
1991M10,-0.003385938003557672,-1.262831338107867e-06,-0.000970731480230154,-0.0015352813379347309,0.0028529879399032555,-0.002849115474112202,0.0020431948554927226,-0.0036055992212461465,0.0021372434466138913,-0.0005905002340454604
1991M11,-0.0037667404842233842,0.0025138194149052643,-0.0016174390003140333,-0.003909006676905452,0.0017582328019186807,-0.0036004275273983353,0.004130225313454479,-0.004177993085092532,0.0016413232386845848,-0.0007808895561078588
1991M12,-0.004368524720909882,0.0016375757625146977,-0.002614747544464811,-0.004535331767809498,0.0001405946215769292,-0.004753533422214214,0.0030699695987593794,-0.005067083623234239,0.0009119347463618583,-0.0017310162610466421
