,sup12_buy.csv,sup12_sell.csv,sup3_buy.csv,sup3_sell.csv,sup6_buy.csv,sup6_sell.csv,sup9_buy.csv,sup9_sell.csv,average
1991M01,-0.005503109509325794,-0.0020251598897534275,-0.009585979575964384,-0.0009815178308841433,-0.008158839326217696,-0.002462622668964421,-0.005130521106610417,-0.0009939182853011123,-0.004355208524127675
1991M02,-0.005639816269248811,-0.0021761307679171856,0.0015062008034173666,-0.0013659408276207139,-0.008133079116334437,-0.002719417034001785,-0.005253485452740146,-0.001171051220649134,-0.003119089985636856
1991M03,-0.006071663714574236,-0.003983865116860647,0.005220263079080981,-0.0019358259400106964,-0.008500034377924306,-0.003127158330132734,-0.005691474794027573,-0.0014639204395715387,-0.0031942099542525944
1991M04,-0.007473841146573849,-0.004740880430884606,0.0032297316180343255,-0.003452479349639429,-0.004917177880163758,-0.004264672169547821,-0.007169454616266894,-0.002272341864271922,-0.003882639479914244
1991M05,-0.01345929343922645,-0.008162355299072563,-0.003476684940181024,-0.010120188250143622,-0.002848733114220464,-0.009315402881035844,-0.013697244027822176,-0.005809550835322463,-0.008361181598378075
1991M06,-0.0153126565137907,-0.006413509616648273,-0.005261257330502011,-0.005063879059871488,-0.0013656535035542596,-0.005898026878638292,-0.015661778495093433,-0.003970603040978566,-0.007368420554884628
1991M07,-0.013292261287776467,-0.0044671902447066085,-0.002029334401837792,-0.0006882401243567887,-0.0003098635599033039,-0.0027328851984307935,-0.008183560392901584,-0.001973039877090914,-0.0042095468858755316
1991M08,-0.014744156543663895,-0.005583918917645384,0.0023628877589908378,-0.0031703102882211813,-0.0016914341495566773,-0.004535023548003109,-0.0021956930809973966,-0.0031728514712478116,-0.004091312530043077
1991M09,-0.014995938728234758,-0.005698783164906462,0.002430057860496136,-0.003411492994972264,-0.0018916963442050074,-0.0047137845545153385,0.0001892001809587051,-0.0033286741065761257,-0.003927638981494389
1991M10,-0.011381837141863358,-0.006504978864779781,0.0002677901732765879,-0.005061938386811562,-0.0022590704501712867,-0.005944350484572327,-0.0013576684333638529,-0.004202759132568843,-0.004555601590106803
1991M11,-0.003719127922186219,-0.005433647915835118,0.0021017270207809168,-0.0025364786577791974,0.0027884383911265173,-0.004140873433832591,-0.001139632799176872,-0.0030963206539447747,-0.0018969894963559173
1991M12,-0.0031365507538119192,-0.007368992657584227,-0.00044196881218825073,-0.006746619217596114,0.0008527487045718362,-0.007221811056556789,-0.0031447825669505616,-0.005169605811153555,-0.004047197771408698
1992M01,-0.0022291002122515526,-0.004962780674944615,0.0027418913783623287,-0.0011958357277297028,0.001820300715341068,-0.003227412911270001,-0.0009677453280584475,-0.0026340693933447237,-0.0013318440192369558
1992M02,0.001172526067463056,-0.0023111610623587236,0.007304403729686219,0.004408125957794837,0.006870681088045949,0.0008869216080114616,0.006621774592073804,0.00011111923909284992,0.0031330489024761817
1992M03,0.002157132636486839,-0.00184088732319216,0.005820365212552001,0.005382384166483606,0.007895998583647776,0.001598695178069055,0.007801542221924486,0.0005786277623113798,0.0036742323047853727
1992M04,0.00444883234987713,-0.0009296371428032992,0.006723154069242529,0.006018841949940783,0.008620674296127822,0.003046618679063692,0.008952839976164877,0.0015171685728083248,0.004799811593802733
1992M05,0.008572261449481249,-0.0009302565092176702,0.005065289835726918,0.000732594440384204,0.007272789628877428,0.003004041508531563,0.008857757302690476,0.0014928468631433159,0.004258415564952185
1992M06,0.009253757763005825,-0.0007938123674299997,0.005264818780430882,7.9760182136845e-05,0.0073864879556608904,0.003190079418578868,0.008913658904738763,0.0016148963713349491,0.004363705876057128
1992M07,0.01259305005817985,0.0015998697071666016,0.009810906959918955,0.003846998962462089,0.011082005560719286,0.006247041264097045,0.012221902776859885,0.004158943049090142,0.007695089792311731
1992M08,0.009278291499865064,0.001451227895755163,0.005032273240256916,0.0034918957462494373,0.007273296143896876,0.0023773432602791746,0.008855992017473847,0.003976299325278746,0.0052170773911319026
1992M09,0.006847700337814484,-0.0001502968833354346,0.0018295578870366268,-0.0006067969561801753,0.004640531061417933,-0.0010204825814772675,0.006447211241041676,0.0022280361783817244,0.0025269325355874463
1992M10,0.0014375712314422294,-0.004293374455912968,-0.0061808384239315384,-0.011961266614034877,-0.0015485442159281562,-0.009575899480938295,0.0009938610420059165,-0.0027389404216876237,-0.0042334289173731636
