,osc12_5.csv,osc1_5.csv,osc3_5.csv,osc6_5.csv,osc9_5.csv,average
1991M01,-0.005119372332253807,-0.017078660416128412,-0.009243780732782389,-0.003463113060150562,-0.004343402609895668,-0.007849665830242167
1991M02,-0.0048031859523951365,-0.01705022710858784,-0.007406509808012169,-0.005070137985004596,-0.004936209886326671,-0.007853254148065283
1991M03,-0.0035472430175050107,0.010447684369066242,-0.008673963331300535,-0.006392010071390862,-0.0036364258524460968,-0.0023603915807152527
1991M04,-0.0034658018573554385,-0.01651734221647335,-0.0075496557341951515,-0.0066761967835657614,-0.004167131943660901,-0.007675225707050121
1991M05,-0.00343678611445339,-0.016732661480652226,-0.008976704073782638,-0.006564224236521397,-0.005139129267106697,-0.00816990103450327
1991M06,-0.0041511185232834605,-0.017021352437943473,-0.014233199174062995,-0.009304901131298957,-0.006756266997350487,-0.010293367652787874
1991M07,-0.004497529007841061,-0.017398492670644042,-0.0147597195717969,-0.009959984678096685,-0.007603811179293643,-0.010843907421534467
1991M08,-0.004135066669333509,0.009800729330468352,-0.010931655787335175,-0.008216378435823032,-0.006511414851290944,-0.003998757282662862
1991M09,-0.003286561593406718,0.010829633184369164,0.001992918065179544,-0.004114067359109798,-0.004455892297158191,0.00019320599997480013
1991M10,-0.0035986111906118985,-0.01691589456709696,0.0032269437686909454,-0.004400537919113022,-0.0046019775182560415,-0.005258015485277396
1991M11,-0.003858929117978265,0.01012946093998154,0.002931236213706452,-0.003125475963020448,-0.0042374493190780235,0.0003677685507222512
1991M12,-0.003527102774080536,-0.016546640156305546,-0.009087189912569276,-0.0016186953577645505,-0.004441405907492765,-0.007044206821642534
1992M01,-0.004031221501235577,-0.01699322333041321,-0.010876070776545054,-0.0023253607711176735,-0.0050447311123516594,-0.007854121498332634
1992M02,-0.004772706539448213,-0.017912211820616114,-0.014660704994034839,-0.005704719342444952,-0.006187810505781443,-0.009847630640465113
1992M03,-0.004650001166479815,-0.01771475890054841,-0.014477332554410133,-0.009550934759037526,-0.005923263557171359,-0.010463258187529448
1992M04,-0.005055003267351995,-0.017872025196731048,-0.014733005785072393,-0.009983120198736317,-0.006028526354879594,-0.01073433616055427
1992M05,-0.005319566107450406,-0.017893989815465035,-0.014817979986560148,-0.010773822071286703,-0.006619844752365981,-0.011085040546625655
1992M06,-0.00563732861338336,-0.01798426423814933,-0.014984732995135837,-0.011114729929944668,-0.009078840791932842,-0.011759979313709206
1992M07,-0.005271948584690817,0.009942557689840759,-0.0021828159984515223,-0.006923957203998758,-0.006366584948297183,-0.0021605498091195044
1992M08,-0.005135489502803077,0.009786063897362508,0.0013011986165270186,-0.004899177232755001,-0.006358986093564457,-0.0010612780630466017
1992M09,-0.004605272918051172,-0.017065851039345062,0.004362022141398107,-0.005171149687284592,-0.006486240312366856,-0.005793298363129914
1992M10,-0.0043847596448018545,0.00941746520956651,0.004028440577690534,-0.0018215194308033953,-0.005035726000869966,0.0004407801421563655
1992M11,-0.00428251768621365,0.009769093162868052,0.006556492861241691,0.0005993102216756471,-0.003643095300337613,0.0017998566518468255
1992M12,-0.004364093020625882,0.010302242594980561,0.01076282548197758,0.0036901480185539907,-0.0026865740775763097,0.003540909799461987
1993M01,-0.004724299970673962,-0.01631774643660384,0.002380161284055854,-9.981788003428013e-05,-0.003167226757742822,-0.00438578595219981
1993M02,-0.005512780357451967,-0.016170714360487302,-0.0015608836174342226,-0.00054764415605775,-0.0030498467657750733,-0.005368373851441262
1993M03,-0.005365705313205654,-0.01684481178175823,-0.014164889717579694,-0.0032865190003820615,-0.0042547747777106435,-0.008783340118127255
1993M04,-0.005569470742233404,-0.016957094887990274,-0.014353698824942543,-0.0050291632661330285,-0.004744590471542726,-0.009330803638568395
1993M05,-0.005789169495513592,0.00960798318821033,-0.011028973795353322,-0.005520443432332028,-0.004546549349052852,-0.003455430576808293
1993M06,-0.006049966427559348,0.009638945930057503,-0.002442033355244533,-0.006911712624499798,-0.004325459978510643,-0.002018045291151364
1993M07,-0.005426073427055605,0.010708955024325912,0.009508897643551874,-0.002697842836432555,-0.003451467693845232,0.001728493742108879
1993M08,-0.004936387925570863,0.011366778232921131,0.010567546342616165,-0.0011531493115850633,-0.0027638342445910798,0.0026161906187580583
1993M09,-0.0038786569224482166,0.012268423952222222,0.011984790085988354,0.0023418544813163756,-0.001756299038701193,0.0041920225116755085
1993M10,-0.00406986451867199,-0.016546431795019176,0.007802320773341894,0.0018663842271358592,-0.0018715411987992293,-0.0025638265024025284
1993M11,-0.003691214946728502,0.01179196302897376,0.006977627086472633,0.00231325781977144,-0.0014322858107509323,0.003191869435547679
1993M12,-0.0032305760295878007,0.011993665527364868,0.0042080303075606625,0.0029493584650153934,-7.288603919635046e-06,0.003182637933286698
1994M01,-0.0037869107776454724,-0.016083577713761812,-0.0013613175806121234,-9.836088213035447e-05,-0.0014960946513526132,-0.004565252321100476
1994M02,-0.0036706703601795277,0.011157856315184313,-0.003121041292428531,-0.0005967948361674091,-0.00132997478669784,0.0004878750079422012
