,mom1.csv,mom12.csv,mom3.csv,mom6.csv,mom9.csv,average
1991M01,0.0020563737432716753,-0.00026114998762510324,-0.0004355901500553088,0.0002394132140189478,-0.0009969076676855167,0.00012042783038493889
1991M02,0.0031769820618274577,-1.7788139269111895e-05,0.0016045930614533052,0.0010565497087465805,-0.0001401147143936458,0.001136044395672917
1991M03,0.003668113273536287,0.00017146068632050056,0.002464829546647154,0.001572162623285135,0.0011846463030676362,0.0018122424865713426
1991M04,-0.0037736746966919913,-0.0003756372911343308,0.0007717127231495089,0.0010321444306092106,0.000660126782975484,-0.00033706561021842364
1991M05,-0.007071012008604081,-0.000886562688661855,-0.0020297092429670902,0.0005210272862982584,1.1291681171302168e-05,-0.0018909929945526934
1991M06,0.0022112676389922483,-8.34393577378427e-05,-0.0022614715608211744,0.0007691226950641186,0.00034481771511845873,0.00019605942612316171
1991M07,-0.0033367266730001863,-0.00040932316394215674,-0.0021994580232596412,5.546388417092599e-05,-9.339771668968725e-05,-0.001196688338544149
1991M08,0.005354275940415429,0.0004077452379966721,0.0011454039046794198,0.00047741698951808345,0.001170152726306556,0.001710998959783232
1991M09,0.0027996376586939364,0.0007005639132729155,0.0013505884390221606,0.00046604885964586675,0.0014825676440464262,0.001359881302936261
1991M10,0.0004256173289879925,0.0007542909269508899,0.0022797489628098525,0.0009532480912719843,0.0012888945411535862,0.001140359970234861
1991M11,-0.0026974115809267007,0.0007869848309217131,9.51671910433808e-05,0.0013513514716300833,0.0005391632471497517,1.5051031963645617e-05
1991M12,-0.0005502172681701159,0.0006751531743055845,-0.0007649894822210962,0.001002642466138668,5.7849209634234784e-05,8.408761993745505e-05
1992M01,0.004171534706299945,0.0009438373326879448,0.0003062192787980966,0.0019569581056139065,0.001071896394248317,0.0016900891635296417
1992M02,-0.0014549172334416894,0.0005445721231856837,0.0005712578416127953,0.0010996372214104862,0.0016285161079533103,0.0004778132121441172
1992M03,-0.0005040380317475895,0.00021905187509467955,0.0005549680446937046,0.0006969768070849073,0.0012838628985011348,0.0004501643187253674
1992M04,-0.00474055458566702,1.2167217260804772e-05,-0.0018146261919967032,-1.8938746547535624e-05,0.0009747571973771616,-0.0011174390219146585
1992M05,0.000968257595087922,0.000641143766779042,-0.0011309193513089385,0.0004370374059403271,0.0005001460952288519,0.0002831331023454409
1992M06,0.0011974215069425994,0.0005913897964504478,-0.000644331799706314,0.0006686502081919733,0.00035489204233029,0.0004336043508417993
1992M07,-0.0031043194366213306,0.0005146959433053063,-0.00030096280036323033,-0.00024233857469422432,-0.00012106114047728876,-0.0006507972017701536
1992M08,-0.0016586815596769324,-6.393301820553773e-05,-0.0009954453200125004,-0.0002928738959701962,-3.6288336114446594e-05,-0.0006094444259959227
1992M09,-0.002787840704776379,-0.0005532806354211729,-0.0020458885152202753,-0.0006124442877075677,-0.0003514401178531248,-0.0012701788521957038
1992M10,-0.006049638000771495,-0.0012018267662099477,-0.002907823848282951,-0.0009075323365513761,-0.0016580977817172824,-0.0025449837467066104
1992M11,0.0033070239020428797,-0.0005977547363700999,-0.001464444164589297,-0.0005005874790578196,-0.0009479573848951569,-4.074397257389877e-05
1992M12,0.0003335038886612055,-0.0004979140179187163,-0.0006340744081378105,-0.0005663926309327095,-0.0008065399713245245,-0.00043428342793051106
1993M01,0.005258923993014124,-0.0002461373025345675,0.002343360901963997,0.000560853632873094,0.0004842020079347289,0.0016802406466502752
1993M02,0.0027198430115206074,0.000152119920653007,0.002219091282635973,0.0011252820920826887,0.0007463886976106595,0.0013925450009005871
1993M03,0.004081057020643821,0.0005997409114038147,0.0032445033933277186,0.0019981735097468257,0.0011590390198014482,0.0022165027709847252
1993M04,0.0071206907195960996,0.001641998935660167,0.0038795650529138428,0.0036988426293017274,0.002446729635735124,0.003757565394641392
1993M05,0.01047488317157308,0.002589650519050502,0.0062124415571362356,0.004924237168503275,0.00404338702364877,0.005648919887982372
1993M06,-0.00589558860552082,0.0018096181026563529,0.003030100577714241,0.0036733645330678,0.0033540056150180527,0.0011943000445871251
1993M07,0.011821748176193804,0.0032902903879640515,0.0047613737261188215,0.005000851743639628,0.005826642196046734,0.006140181245992608
1993M08,-0.0009170383064471567,0.00321039810520479,0.0016116256011613323,0.004312285430100148,0.0050649175631229315,0.002656437678628409
1993M09,-0.00014373954075944204,0.0033104718397274292,0.003092656187729623,0.0036567249742162303,0.004835780405385739,0.0029503787732599158
1993M10,0.001016868038625475,0.003786603123791546,7.527652129333791e-05,0.0028751583421631225,0.004272659057357201,0.0024053130166461364
1993M11,0.0058301987236032285,0.004185364903798527,0.0021069694952122317,0.002503240959155147,0.004802206778189209,0.003885596171991669
1993M12,0.006121133363854189,0.004864067401459453,0.003978099316948437,0.004176689158615362,0.005225551345711616,0.004873108117317812
1994M01,0.0008924895750030581,0.004391283769675885,0.0038607914803807236,0.002673115178859177,0.004397564687229967,0.0032430489382297622
1994M02,0.0013518273462741989,0.00421096886589902,0.002533306306503073,0.002956062357300753,0.003322862954485707,0.0028750055660925504
1994M03,-0.0005568242255680786,0.0036846783534038394,0.000593817109643748,0.0028206137102573725,0.0038389810459262116,0.0020762531987326186
1994M04,0.0015189847794399988,0.0032165565738606168,0.000790427361215813,0.00286802101421399,0.002572116081682856,0.002193221162082655
1994M05,0.009604259766377037,0.00346419733554076,0.003291913612064465,0.0035815411959748923,0.004061161994482214,0.004800614780887874
1994M06,0.0057963460921543085,0.0045704141462792145,0.005163948759934676,0.0036297125249744725,0.004892419274101191,0.004810568159488772
1994M07,0.012962810872328012,0.005099612961424482,0.0088542606190473,0.005632817313096054,0.006800814669618136,0.007870063287102796
1994M08,0.0021539225396249016,0.005326361443964154,0.006417280773785618,0.00566641921368643,0.006184791036916347,0.00514975500159549
1994M09,0.00752933572086427,0.006258674235454356,0.007072672621729661,0.007045054167553027,0.006527758094937043,0.006886698968107672
1994M10,-0.009212534023119891,0.0045502013771883875,0.00015775784094421196,0.004679947479352868,0.0045556223203753795,0.0009461989989481912
1994M11,0.0005227757601445257,0.003965914460022495,-0.0002919240966571478,0.0033803735385425394,0.0043508432466676005,0.0023855965817440026
1994M12,0.002818600250680869,0.0036751530471265757,-0.0014875015887275867,0.00300681939383552,0.00476125241770992,0.00255486470412506
1995M01,0.0012326494982254192,0.0036516873542532364,0.0015257409277592735,0.001490632516079051,0.004643591776887241,0.002508860414640844
1995M02,0.004526682236705282,0.003993069853454611,0.0027362976648666014,0.0018908110983462826,0.004060489133000285,0.003441469997274612
1995M03,0.001094065668205877,0.004070128774896532,0.002207434552087973,0.0010597968690689674,0.0034176309506094072,0.002369811362973751
1995M04,-0.0010791537578172974,0.003692471505251887,0.001475550383037863,0.0020946306292459944,0.0016177908757299636,0.0015602579270896822
1995M05,0.0007853538049826278,0.0028673099200933706,0.00039521147939004656,0.002110931438558313,0.0014400419828127287,0.0015197697251674175
1995M06,6.471022100791482e-05,0.002318917308806031,9.376980673310919e-05,0.0017059429444203935,0.0005045156735728163,0.0009375711909080528
1995M07,0.005918245212054896,0.0018472442555481077,0.0022120090782215785,0.0024364814407551528,0.0025360742378281215,0.002990010844881571
1995M08,-0.00350380579547564,0.0012307906623032145,0.0008557809385062963,0.0012334833419973244,0.0018972823278891218,0.0003427062950440635
1995M09,-0.000833658499916639,0.0004703973825147821,0.0005584824331925542,0.0009342659496675982,0.0013866387505475342,0.000503225203201166
1995M10,0.005846920405826189,0.001926146755282157,0.0006745114278056794,0.001986719559243636,0.0020815083839420575,0.002503161306419944
1995M11,0.002935350368253735,0.002168996866176471,0.0025619021336256934,0.002305610702149216,0.0019159701027396743,0.002377566034588958
1995M12,-0.0017305148030859214,0.001688050109478292,0.002206385502630908,0.001982563977743809,0.0014863409670758207,0.0011265651507685816
1996M01,0.0013713621032429852,0.0017002584672799568,0.000915285708828454,0.001376813099051707,0.0017992484413615344,0.0014325935639529276
1996M02,0.006516071912422872,0.001995674044008783,0.002053351836365511,0.0028374548821681563,0.0026385885502838748,0.0032082282450498394
1996M03,0.0007056389690691442,0.0019396921416148679,0.0027180612588801733,0.0030035661032008325,0.002684486652640382,0.0022102890250810803
1996M04,0.012702276872884307,0.003413809454173476,0.006278040690965841,0.004214689784067091,0.0038192357802080386,0.00608561051645975
1996M05,0.005022394718437308,0.0038552437985244544,0.005882779519616408,0.0045688009269158345,0.004980612249478161,0.004861966242594433
1996M06,-0.0055659183072614676,0.0030932959369534352,0.0036499859195945773,0.0037221453930694733,0.004044861336731238,0.0017888740558174513
1996M07,-0.003280728613349986,0.002165072869725351,-0.0009854699828406861,0.002932947647587232,0.0027402391801164307,0.0007144122202476683
1996M08,-0.001576830368541162,0.0022514110752075074,-0.0028688795807703324,0.0017928255676773661,0.0021051517060724774,0.0003407356799291713
1996M09,-0.006534480593443976,0.0015898613165704265,-0.0033354104234746195,0.0006978521601500644,0.0013539723786033973,-0.0012456410323189416
1996M10,-0.008984791132944802,0.00015283274646048586,-0.005295263046065384,-0.0023831170356508964,-8.467744638283609e-05,-0.003319003182916686
1996M11,-0.0006485218477634357,-0.00016762903938899508,-0.004892476364595216,-0.0031269501918895484,-0.0009761471588566504,-0.0019623449204987688
1996M12,-0.0014043317323793316,-0.0001715618765393926,-0.003268384359339826,-0.0025522022201336803,-0.0012570751668547816,-0.0017307110710494025
