,osc12_5.csv,osc1_5.csv,osc3_5.csv,osc6_5.csv,osc9_5.csv,average
1991M01,-0.0016520031471478347,0.008131722817749114,-0.0011746149708582775,-0.0013923144813383966,-0.004133078008854394,-4.4057558089957706e-05
1991M02,-0.0009274084886028199,0.00815836703977925,0.0072678834169933905,0.0018897986535491452,-0.001691336481750236,0.0029394608279937457
1991M03,-0.0005127310056547004,0.008207895705663595,0.007357736834796598,0.003122798396871949,0.002057158895953556,0.004046571765526199
1991M04,-0.0018233133781727943,-0.007415603234067394,0.0020790245701938744,0.0015013253320598791,0.0006592636942042256,-0.0009998606031564419
1991M05,-0.0025589871828358805,-0.007638576295964358,-0.0033184311628416834,0.0005680718170579663,-0.0004913974733669422,-0.0026878640595901795
1991M06,-0.0007054454590691697,0.00783670467409176,-0.004204469882932614,0.001012740930298934,0.00026279156958218097,0.0008404643663942182
1991M07,-0.0013029492837918766,-0.007391871941381472,-0.004160816287750916,-0.00024788764696695616,-0.00040759779574090285,-0.0027022245911264248
1991M08,0.0006805869827461279,0.007510109367250097,0.002868103636472482,0.00045169684693980184,0.001814994761567294,0.0026650983189951604
1991M09,0.0012777648567722528,0.007528004043488642,0.003118966004133834,0.00035431654769411264,0.0022533133868448884,0.002906472967786746
1991M10,0.0013892517567441537,0.007415070196633926,0.006646642712748615,0.0012534537639884435,0.0019602999964114347,0.003732943685305314
1991M11,0.001592084173317413,-0.006996241928096487,0.0006980542110853532,0.0024322299828885953,0.0006611656958185911,-0.00032254157299730686
1991M12,0.0013442606599815901,-0.006905464825037265,-0.004667859905221257,0.0016642544046878566,-0.0003463591595504493,-0.0017822337650279054
1992M01,0.0017983249354042302,0.007140769291768009,0.0010483099359860932,0.003969559971406781,0.001597361867667132,0.0031108652004464494
1992M02,0.0009223819763237006,-0.006591588316053632,0.0023437744718536836,0.0020407090948496237,0.0031147095456906145,0.0003659973545327981
1992M03,8.558797759726511e-05,-0.006509899601042816,0.0023048603320556856,0.0006491322337766814,0.002406521910524522,-0.0002127594294177323
1992M04,-0.00021147813362849127,-0.006627462301806646,-0.005970922809850663,-0.0011656269760440875,0.0017132413298995373,-0.00245244977828607
1992M05,0.0014897255088358518,0.006939189533618155,-0.0037889051093544634,7.211200386070694e-05,0.00047149887022662935,0.0010367241614373762
1992M06,0.0012953968329483976,0.006885730282340078,-0.0018188153923805904,0.0007823861426751169,-0.00010889048117055777,0.001407161476882489
1992M07,0.0012237410736740907,-0.006476128940675391,-0.0007019093385617677,-0.002162995780783928,-0.001163835860634511,-0.001856225769396301
1992M08,-0.0006860483706398104,-0.006448166920626236,-0.003239854859014366,-0.0022120936167348507,-0.0009401596905727026,-0.002705264691517593
1992M09,-0.002325103018686039,-0.006470359882781717,-0.005839079309715936,-0.0025839291304892973,-0.0014830424033476543,-0.0037403027490041283
1992M10,-0.003505829204347486,-0.006632531214194381,-0.006079582293574796,-0.002948691474594753,-0.0044416219146167,-0.004721651220265623
1992M11,-0.001735514980623261,0.006614599897654687,-0.002337604590609075,-0.0015777735836833167,-0.0023765543144781192,-0.000282569514347817
1992M12,-0.001462042779309368,0.00653179839817135,-0.0009444828131672548,-0.001851109988679898,-0.0020515277044248457,4.452702251799669e-05
1993M01,-0.0009429990114525281,0.006694693920879713,0.0058551080073654385,0.0007194723984673716,0.0006528061564050813,0.0025958162943330158
1993M02,7.388257962002032e-05,0.006724285318960363,0.005916263207005051,0.0017746293503879212,0.001121002479900734,0.0031220125871748183
1993M03,0.0010753453828241041,0.006815113555960813,0.006062258165900751,0.0032517981380740303,0.0017739021756665264,0.003795683483685245
1993M04,0.003228161252318099,0.007039485858122366,0.006392742096138109,0.006029969684249362,0.0036663505145570685,0.005271341881077001
1993M05,0.004502480708271113,0.007395848941846068,0.006902283714563244,0.006786169181881724,0.0052828428916768385,0.006173925087647797
1993M06,0.0028438300998211135,-0.006379985977772639,0.0031378544172345575,0.004270484034461683,0.003997406980862113,0.0015739179109213659
1993M07,0.0046717352238490216,0.007002526269562444,0.0041216295386004775,0.005146458088421352,0.006284843567587568,0.005445438537604173
1993M08,0.004524053447913056,-0.005768184049171979,0.0020037598238922868,0.004572298892800275,0.005616851208631362,0.002189755864813
1993M09,0.004745871037426267,-0.005707791016893087,0.005031362986131045,0.0041575883615282165,0.005334771990630604,0.002712360671764609
1993M10,0.00574696691587548,0.00683784969816438,-0.002054330058901405,0.003697055650889962,0.005081642572754019,0.003861836955756487
1993M11,0.006168685221364922,0.006996800038032125,0.005836454121027728,0.0034737783179180776,0.005483847103923966,0.005591912960453364
1993M12,0.006684855227772964,0.007158353436830855,0.006884914311661288,0.006088470031447139,0.005840600928502147,0.006531438787242878
1994M01,0.006388224553932356,0.007074523797647959,0.006776279259182783,0.005428523120561751,0.005457907563372638,0.006225091658939498
1994M02,0.0062346140586033395,0.007013532756730129,0.006699476048474825,0.0063021487928292975,0.004820778444778334,0.006214110020283185
1994M03,0.0055947193302406896,-0.005596984170571564,0.001125967967167925,0.005644700535655559,0.006256170218904738,0.00260491477627947
1994M04,0.005268085011470591,0.006869350823267203,0.0022980461795433817,0.005615930397204042,0.005461715628201845,0.005102625607937413
1994M05,0.005750692101316949,0.007172041759120696,0.005677496384762984,0.006253720690592065,0.007212464005289177,0.0064132829882163735
1994M06,0.007846357356427306,0.0072955730518373795,0.0069684089261357555,0.006450334798653617,0.007783345111860708,0.007268803848982953
