,flt12_buy.csv,flt12_sell.csv,flt1_buy.csv,flt3_buy.csv,flt3_sell.csv,flt6_buy.csv,flt6_sell.csv,flt9_buy.csv,flt9_sell.csv,average
1991M01,-0.0026178526697366363,0.004537728752761722,0.005497539766511156,2.2589639237303658e-05,0.005721065916090337,-0.0011620283389368897,0.004766810489729292,-0.0031538140486618324,0.0025491821576347122,0.0017956912960699067
1991M02,-0.00145354381689274,0.006756291255627258,0.005310235004645657,0.002081376564895294,0.007229025495687184,0.0006642837749296021,0.007557021974824449,-0.0012646101588061317,0.004220758150711459,0.003455648693958003
1991M03,-0.00043021979482277565,0.008562126486021938,0.005059498987858004,0.003290247442188688,0.00714534464506425,0.0023263366685643177,0.007599788248128185,0.000431209124718627,0.006800039977671645,0.004531596865043653
1991M04,-0.002016290455847624,0.00538017530044772,-0.008169094688600874,-0.0018003592458555883,-0.0009299556841622625,-0.00034672389047195416,0.0029155291827620325,-0.0022445641822019047,0.003504553417211704,-0.0004118589163020833
1991M05,-0.003505050728008244,0.0032767619701575303,-0.0076771852550000285,-0.005380311953322716,-0.005385116497863828,-0.002766963839081919,0.0003887941979967037,-0.0047047347810628025,0.0017706499660185976,-0.0026647952133518563
1991M06,-0.0033155913803551993,0.0038595736482465734,0.0003176270982199516,-0.002543980206453419,-0.004929393030516094,-0.003131532906862742,0.0005997080821500819,-0.004418946710424096,0.0018942546787777052,-0.0012964756363574711
1991M07,-0.0037370791343274462,0.0030516649827315636,-0.002560015339833038,-0.0033481430538018133,-0.0015842246786171841,-0.004101376502864296,-0.00015090584831857403,-0.005122461578226682,0.0013848444778120131,-0.0017964107417161616
1991M08,-0.0022669849763894178,0.005344804022300783,0.006465091685960994,-0.00027830676350304147,0.0063624409797486715,-0.0013177324650550703,0.0021158211922954378,-0.0027485991554965384,0.0028646243526516567,0.0018379065413903861
1991M09,-0.002361420642770973,0.005058367912269253,-0.000838788236734677,-0.0004995068647892756,0.0033000958952342733,-0.001503509140750715,0.00188858600922203,-0.0033181578484182818,0.0026935327726544996,0.0004910222062129038
1991M10,-0.0017524723260037437,0.0060152144968466815,0.002701704097773282,0.0005636289533018984,0.005036074900060906,-0.0005484532035626433,0.0053121296775777895,-0.002313359626924707,0.0033218898223684994,0.00203737297682644
1991M11,-0.0018286690509310714,0.005756322097706382,-0.000668854568074668,-0.0016693759665183006,0.003359399570905577,-0.0007017972412586538,0.0050237196891783275,-0.0024505457289602695,0.0031692343816883987,0.0011099370204150803
1991M12,-0.0020627883035213438,0.005599140981079795,-0.0004067704812164717,-0.0017364473349128543,0.0031880061497164846,-0.000767657679865732,0.004879602806622251,-0.0024980252732101278,0.0030812798921702744,0.001030704528540253
