,osc12_5.csv,osc1_5.csv,osc3_5.csv,osc6_5.csv,osc9_5.csv,average
1991M01,-0.0016746528102654637,-0.014538452190566667,-0.015123984910705896,-0.00785237816108638,-0.0026231774651785627,-0.008362529107560593
1991M02,-0.003976662043266215,-0.017249833432453763,-0.019016701435685856,-0.001763429252963647,-0.005504167742086032,-0.009502158781291103
1991M03,-0.003923157482468977,-0.016996842141227167,-0.018611995761607027,0.0062756011454007735,-0.005487058248988357,-0.007748690497778152
1991M04,-0.003913808787777275,-0.016811438110360725,-0.018310458296285623,0.009825890911857814,-0.005451456990632774,-0.006932254254639716
1991M05,-0.003875950865029023,-0.016551086881608147,-0.017908580961384528,0.009399564130612372,-0.00513436781783354,-0.006814084479048572
1991M06,-0.004512545966961392,-0.017143206267959035,-0.018707573010647047,0.007010549656968639,-0.005584944113255598,-0.007787543940370888
1991M07,-0.0038933812256165467,0.012122542536298544,-0.004818936145316142,0.0038412677034895364,-0.003391682998664182,0.0007719619740382416
1991M08,-0.0039473192392536,0.012236243174073954,-0.0022170228810139588,-0.006835941661960512,-0.002655688407702029,-0.0006839458031712294
1991M09,-0.003598918153563247,0.012876163570205643,0.010707258252342755,-0.010698813184185849,-0.002044787761523847,0.0014481805446550915
1991M10,-0.0018305881753727764,0.013880849377382827,0.012250505031475324,-0.013008014299917475,-0.0037129176648644114,0.0015159668537406978
1991M11,-0.002685106260863174,-0.016139942445456475,0.004340717225585905,-0.010490716482549239,-0.007265857177863726,-0.0064481810282293415
1991M12,-0.005033893444963115,-0.017555993386877442,-0.00848709805385083,-0.0081804163162492,-0.0057489164596755335,-0.009001263532323224
1992M01,-0.005487134345059375,-0.01802371936112696,-0.017356918611129313,-0.00408387789487359,-0.005284305980961239,-0.010047191238630095
1992M02,-0.00456406670420032,-0.01786714280294608,-0.017151287106565667,-0.0027358126566944616,-0.005186694972886272,-0.009501000848658559
1992M03,-0.004766112326560093,-0.01784445554142442,-0.017134537494576885,0.00108352568979885,-0.00604534081552952,-0.008941384097658414
1992M04,-0.0035212292400888523,0.012992084409362854,0.001903665272498455,0.0028018520194416086,-0.005842955654887143,0.0016666833612653843
1992M05,-0.002704507580777455,0.013585803030427012,0.005882569688079008,-0.0019212998939246943,-0.005972585288385072,0.0017739959910837595
1992M06,-0.0012848744251800128,0.01420277533637768,0.009799021628989137,-0.013034016375472145,-0.005499285868750078,0.0008367240591929164
1992M07,-0.0022074945576440567,-0.01661317411553647,0.0037236845289234863,-0.01571450034864661,-0.00351818599839956,-0.006865934098260642
1992M08,-0.002485731877501363,-0.016497988592916908,-0.0012068975351248908,-0.01531375964103809,-0.004098229812412162,-0.007920521491798681
1992M09,-0.0021220268347619765,0.013513004577061758,-0.0023771292567343703,-0.017272758145309902,-0.007947838370819676,-0.0032413496061128337
1992M10,-0.0027205788727268,0.013338985537067052,0.004954237629853066,-0.014994081390152993,-0.009876096547063238,-0.0018595067286045826
1992M11,-0.0033467312596363874,-0.015739531329876717,-0.005245585948604315,-0.0055999534226491305,-0.008720535593065059,-0.007730467510766321
1992M12,-0.0031118394319603103,-0.016177024694171954,-0.01455383895268924,0.0032670250275024897,-0.008024151110687962,-0.007719965832401396
1993M01,-0.00346014981933555,-0.016571532072112583,-0.015948167419220408,0.003256149287718158,-0.004702972095553317,-0.00748533442370074
1993M02,-0.002826358929411319,0.012157671383773484,-0.010033236066997648,0.00011083995406978298,-0.0035564089627622203,-0.0008294985242655843
1993M03,-0.0018077060644226617,0.012594064691897652,-0.0012608218739045569,0.0006725000492484833,-0.0025418508096699804,0.0015312371986297875
1993M04,-0.002380256465165472,0.01243740549374378,0.00775596702561235,0.0007756059528017251,-0.0035546773224438633,0.0030068089369097036
1993M05,-0.0033380336606537494,-0.01597368895515677,0.0012660314830486921,-0.0020581912229726915,-0.0034186316145940164,-0.004704502794065707
1993M06,-0.005026729446377347,-0.01638867970880452,-0.013293987488211737,-0.0025686079506184543,-0.00020094469167346654,-0.007495789857137103
1993M07,-0.0054231168155157335,-0.016611580441811262,-0.014689366314827744,-0.003828331165366799,8.013658113188195e-05,-0.008094451631277932
1993M08,-0.005077641622679673,0.011979736514686257,-0.012856787756996894,-0.0008697341684010731,-0.0013623905242399915,-0.0016373635115262749
1993M09,-0.006547356365693938,-0.01631139894457657,-0.012779572075345105,0.007826429451712736,-0.0022329625184747716,-0.006008972090475529
1993M10,-0.005975283017619837,0.011271643798942188,-0.006441316488129612,0.0059971135873964606,-0.0044003203208973565,9.036751193836866e-05
1993M11,-0.006741628503543786,-0.015929351418491944,-0.011859851822755616,0.005608703534563702,-0.0013736413815916646,-0.006059153918363862
1993M12,-0.008006947303449152,-0.01666364863461509,-0.013383269228318465,0.004234959477035323,0.000985750728312386,-0.006566630992206999
1994M01,-0.006172370100072891,0.010233643338331596,-0.011075579597167434,0.0007059012938721559,0.0004082806995464685,-0.001180024873098021
1994M02,-0.006935845559271978,-0.016079578543840334,-0.008965074990559522,0.0014799475182550696,0.0001745428282141112,-0.0060652017494405314
1994M03,-0.008892064444245758,-0.016219831636356416,-0.00440752907351607,0.0008607684679240663,-0.000738430829384653,-0.005879417503115766
1994M04,-0.006309187565886396,0.010040360082167313,-0.0012555990356930957,-0.0019838955831526835,-0.003337600965438171,-0.0005691846136006067
1994M05,-0.004689857878389072,0.010614686446631407,0.0025628682321857613,-0.008488510046598088,-0.00483254480864854,-0.0009666716109637062
1994M06,-0.0036689661593958234,0.010892371117846682,0.007643643807181223,-0.016882586222183436,-0.006891407695329421,-0.0017813890303761553
1994M07,-0.0025611547515531916,0.011351925277464064,0.008404776099834059,-0.015713805110963687,-0.00741287238946625,-0.0011862261749370005
1994M08,-0.003523193312308222,-0.015406043669141464,-0.0020015920176612283,-0.011414469311210257,-0.007908122170361253,-0.008050684096136485
1994M09,-0.00399897712902248,-0.015850185845128147,-0.008371996049704225,-0.009971465184294736,-0.009123644689947186,-0.009463253779619355
1994M10,-0.0036848095013034088,0.010430555799553019,-0.01004962683659162,-0.008699245051894922,-0.008657639286117534,-0.004132152975270894
1994M11,-0.0026956464434931267,0.01087647900452901,-0.002058630832922445,-0.0080358569646762,-0.009156943776798302,-0.0022141198026722126
1994M12,-0.0030221016176750454,-0.01533538524596852,-0.0015989758297207009,-0.0041499736002968985,-0.008946855486922575,-0.006610658356116748
1995M01,-0.002658982710891227,0.010101261877290426,-0.001581828245073318,-0.0025916602320714063,-0.007984907491482809,-0.0009432233604456667
1995M02,-0.0020818104090096264,0.010319424290231045,-0.0027223471201025615,-0.007415033329397226,-0.007090799127037992,-0.0017981131390632725
1995M03,-0.0018974479566585102,-0.01486973828151119,0.005276696484664861,-0.011986408781623003,-0.006040454725565032,-0.005903470652138575
1995M04,-0.00017554522644287578,0.010121752230878992,0.007335352518968167,-0.012642423769811673,-0.0064269890733144736,-0.0003575706639443725
