,flt12_buy.csv,flt12_sell.csv,flt1_buy.csv,flt3_buy.csv,flt3_sell.csv,flt6_buy.csv,flt6_sell.csv,flt9_buy.csv,flt9_sell.csv,average
1991M01,-0.0020251598897534293,-0.0055031095093257855,0.00301338202101474,-0.0009815178308841515,-0.009585979575964394,-0.0024626226689644275,-0.008158839326217703,-0.0009939182853011196,-0.005130521106610417,-0.003536476241334076
1991M02,-0.0021761307679171774,-0.005639816269248813,0.002525691415610901,-0.0013659408276207117,0.001506200803417364,-0.002719417034001789,-0.008133079116334443,-0.0011710512206491359,-0.00525348545274015,-0.0024918920521648843
1991M03,-0.003983865116860644,-0.006071663714574228,0.0020587793328058646,-0.0019358259400106964,0.0052202630790809815,-0.00312715833013273,-0.008500034377924303,-0.0014639204395715407,-0.00569147479402757,-0.0026105444779127625
1991M04,-0.004740880430884607,-0.007473841146573861,0.0006463295996742328,-0.003452479349639436,0.00322973161803434,-0.004264672169547832,-0.004917177880163754,-0.0022723418642719303,-0.007169454616266913,-0.0033794206932933066
1991M05,-0.008162355299072561,-0.013459293439226453,-0.005364303541426399,-0.010120188250143597,-0.003476684940181024,-0.009315402881035838,-0.0028487331142204655,-0.005809550835322464,-0.013697244027822192,-0.008028195147605666
1991M06,-0.0064135096166482684,-0.015312656513790702,-0.0007032332615872418,-0.005063879059871488,-0.005261257330502016,-0.005898026878638295,-0.0013656535035542604,-0.003970603040978569,-0.015661778495093415,-0.006627844188962696
1991M07,-0.004467190244706601,-0.013292261287776476,0.003326221730946916,-0.0006882401243567908,-0.002029334401837791,-0.0027328851984307957,-0.00030986355990329957,-0.001973039877090919,-0.008183560392901596,-0.0033722392617841507
1991M08,-0.005583918917645386,-0.014744156543663874,-0.00038983309221542043,-0.003170310288221184,0.0023628877589908256,-0.004535023548003112,-0.0016914341495566825,-0.003172851471247811,-0.0021956930809973966,-0.003680037036951115
1991M09,-0.005698783164906466,-0.014995938728234763,0.0007362208350742948,-0.003411492994972277,0.002430057860496136,-0.0047137845545153515,-0.00189169634420501,-0.0033286741065761344,0.00018920018095870683,-0.0034094323352089847
1991M10,-0.006504978864779783,-0.011381837141863353,-0.0007977343395699332,-0.005061938386811576,0.0002677901732765801,-0.00594435048457234,-0.0022590704501712876,-0.004202759132568855,-0.0013576684333638494,-0.004138060784491599
1991M11,-0.005433647915835119,-0.003719127922186219,0.0015022939699947415,-0.0025364786577791953,0.002101727020780918,-0.004140873433832595,0.0027884383911265173,-0.0030963206539447786,-0.001139632799176879,-0.0015192913334280676
1991M12,-0.007368992657584231,-0.003136550753811926,-0.0023729886235742733,-0.006746619217596127,-0.00044196881218825073,-0.007221811056556799,0.000852748704571844,-0.005169605811153567,-0.003144782566950572,-0.003861174532760434
1992M01,-0.004962780674944609,-0.002229100212251558,0.0026588780264294063,-0.0011958357277296868,0.002741891378362331,-0.0032274129112699968,0.001820300715341075,-0.0026340693933447207,-0.0009677453280584562,-0.0008884304586073572
1992M02,-0.0023111610623587175,0.0011725260674630544,0.006617181055453267,0.004408125957794847,0.007304403729686222,0.0008869216080114681,0.006870681088045953,0.00011111923909285426,0.0066217745920738,0.0035201746972514164
1992M03,-0.0018408873231921608,0.002157132636486833,0.002592371661773111,0.005382384166483603,0.005820365212552001,0.0015986951780690532,0.007895998583647779,0.0005786277623113772,0.007801542221924486,0.0035540255666728984
1992M04,-0.0009296371428033018,0.0044488323498771245,0.003636161102771834,0.006018841949940764,0.006723154069242539,0.003046618679063676,0.008620674296127832,0.0015171685728083161,0.008952839976164893,0.004670517094799297
1992M05,-0.0009302565092176632,0.008572261449481245,0.0017507169304732035,0.0007325944403842053,0.005065289835726929,0.00300404150853157,0.007272789628877438,0.001492846863143318,0.008857757302690483,0.003979782383343415
1992M06,-0.0007938123674299984,0.00925375776300583,0.0020411670537771602,7.976018213684587e-05,0.005264818780430873,0.0031900794185788606,0.007386487955660884,0.0016148963713349487,0.008913658904738756,0.004105646006914907
1992M07,0.0015998697071665999,0.012593050058179862,0.007177041813931589,0.003846998962462083,0.009810906959918967,0.006247041264097043,0.0110820055607193,0.004158943049090142,0.012221902776859894,0.007637528905825054
1992M08,0.0014512278957551604,0.009278291499865067,0.001745215508812384,0.0034918957462494373,0.005032273240256917,0.0023773432602791703,0.007273296143896876,0.003976299325278739,0.00885599201747385,0.004831314959763067
1992M09,-0.00015029688333542852,0.006847700337814483,-0.0016186696157426998,-0.0006067969561801879,0.0018295578870366276,-0.0010204825814772714,0.0046405310614179305,0.0022280361783817296,0.006447211241041679,0.0020663100743285403
1992M10,-0.0042933744559129645,0.0014375712314422312,-0.008015623348469942,-0.011961266614034866,-0.00618083842393154,-0.009575899480938298,-0.001548544215928158,-0.002738940421687621,0.0009938610420059148,-0.004653672743050583
1992M11,-0.006360630916187463,-0.0009562656675783108,-0.003596142974476558,-0.007537635221180724,-0.010042727807782051,-0.007823285747314324,-0.004531293475830823,-0.005211975958843535,-0.0015027911253747321,-0.0052847498771742794
1992M12,-0.003761339454058544,0.0008267662062913092,0.0045423928679944325,0.0006386137419374014,-0.003718268872262025,-0.001918417343899853,-0.0021824444780756055,-0.0016268069407897711,0.00038513963124233146,-0.0007571516268467028
1993M01,-0.004020858478113212,0.00046684103861108824,0.0004798076906361165,-6.280322422607884e-05,0.0029706459283479836,-0.0024076352416060546,-0.0025983367049835244,-0.0019277259239178777,1.4005059261584449e-05,-0.000787339983998886
1993M02,-0.004396552804444727,-2.6740056516129374e-05,0.00016270604378612022,-0.0010305349985673914,0.0030453502293173442,-0.0030915608768163853,-0.0030025280037851015,-0.002351625689493626,-0.0004985880378613576,-0.0012433415771534724
1993M03,-0.0062725504909475665,-0.00221349595494538,-0.0032852634480972738,-0.007095868427828811,-0.00034516862325991923,-0.0062624913742949885,-0.003581669175200362,-0.004357492667338854,-0.0028100342225481885,-0.004024892709384594
1993M04,-0.008229396518014796,-0.005423402987499219,-0.005616953083236028,-0.009503774695471348,-0.004710011847404689,-0.009339678370409523,-0.0019219007303328184,-0.006444644960674487,-0.006301435179024143,-0.006387910930229673
1993M05,-0.007335956761888499,-0.007074811319818716,-0.0027661460458660875,-0.006697396456525705,-0.006526284131308821,-0.007444941913830919,-0.0032515526475325133,-0.005471920950317275,-0.007963110187897016,-0.00605912449055395
