,energy,non-energy,agriculture,beverages,food,raw-materials,metals-minerals,precious-metals
1982M02,,,,,,,,
1982M03,,,,,,,,
1982M04,,,,,,,,
1982M05,,,,,,,,
1982M06,,,,,,,,
1982M07,,,,,,,,
1982M08,,,,,,,,
1982M09,,,,,,,,
1982M10,,,,,,,,
1982M11,0.06554044809160685,-0.6711969772666447,-0.8402987301556003,0.06533836302967419,-0.9962532006079217,-0.5337024325023698,-0.24073873262042958,2.272308335233086
1982M12,-0.3706485989168816,-0.3128489458657004,-0.4243563204273154,0.28584290460782014,-0.6340516737150036,-0.144932019912278,-0.04015583582420792,2.7768393491666465
1983M01,-0.5209374379688688,0.0354451114401483,-0.18719142374424563,0.5770639050279348,-0.47268813108018676,0.0016838916707681217,0.3905757163350909,3.6252216419147354
1983M02,-0.7076536104583537,0.5817996896241497,0.25271447287836085,0.7195912141073924,0.12369147172888234,-0.18786058597437255,1.0498867375533658,3.54335111833896
1983M03,-0.7616706765108132,0.8576422070967602,0.641461307739891,0.45497275447699964,0.6245547174304987,0.24325305063917588,1.0936364450155283,0.20490499278474766
1983M04,-0.4127700845684677,1.2966038238744209,1.2589253942368992,0.47508755713587897,1.3534981147586043,0.5569667931085122,1.2369321092552887,0.4070958797827725
1983M05,-0.3652159129696492,1.5307462375326994,1.5226722235416401,0.8452582578175285,1.5645713459509933,0.5643912118292372,1.4328104420807608,0.5632976575812139
1983M06,-0.15955448476481038,1.2143047927941042,1.198305345248673,1.0380922216855617,1.0244033220443904,0.6766156068050692,1.1068735779837893,-0.5331562489350878
1983M07,-0.03179187404529755,1.1840384663364638,1.2344945726986445,0.7498270164104907,1.156431288182539,0.7666220688733278,1.0204084926144996,-0.725514979930078
1983M08,0.10616143511821201,1.871483017638789,2.325773445116304,0.692833862636159,2.5569471806833923,0.9175241882954074,0.9367000916034108,-0.48295889696249594
1983M09,0.036129264776538876,1.6472906102692886,2.1606527727094162,0.40179670292479047,2.4679361784614446,0.753102542047545,0.6208377481836179,-0.606230189533816
1983M10,-0.04177913558983478,1.2059795386922019,1.7487182263054883,0.6074969794897167,1.7753352922533119,1.1102225707883695,0.11317538788375296,-1.5568721079242793
1983M11,-0.16513827645713788,0.7008891115398337,1.1613512077351378,0.8536394994202814,0.9676737349587524,0.9436708284646126,-0.202049801275031,-1.8157753994244081
1983M12,-0.23321088165159476,0.5130596563058805,0.8357587161835744,1.2342114969927371,0.409194375395511,0.8858824614828679,-0.13050723457377106,-1.336456557919088
1984M01,-0.12415469041206277,0.5529078724693844,0.9480517589003754,1.483078913764091,0.5020298657152129,0.7225297014762699,-0.25781705461561966,-1.9053440264342811
1984M02,-0.053518836441254235,0.20393553314643595,0.45591174434926307,0.9072144828043209,0.14784394927983724,0.42797448681007594,-0.3096965740586039,-0.7748082925383748
1984M03,-0.011605799132862337,0.3434831039500461,0.5851683739215744,0.9161758226227124,0.25694156464706536,0.6511293521238973,-0.2479856844255537,-0.1775153629848485
1984M04,0.00875718501021795,0.198520439263684,0.49712244104693887,0.8915543924258983,0.11302711876169845,0.7795720091338965,-0.4176927394464699,-0.5098193351206896
1984M05,0.004024933304736973,0.3324700771963126,0.8069783228203435,0.867940735507686,0.5845805394824412,0.5839930175960262,-0.7334647041123465,-0.48083745769140057
1984M06,-0.06648525000960714,-0.28057846417931903,-0.09544555128676861,0.1844799992498645,-0.1441742580098147,-0.20298003228614464,-0.7325708497102883,-0.3051397009637634
1984M07,-0.2646287417138718,-1.2862252977037711,-1.4130130045673182,-0.5028248623925898,-1.4624428416262332,-0.8768395763424001,-1.1032368526811387,-1.567375318482678
1984M08,-0.20242071359648833,-1.3570942108685582,-1.5456949839835472,-0.4672766926103607,-1.5695853978216783,-1.2057631627029217,-1.0423862401730566,-1.3344738929665196
1984M09,-0.1597290827963402,-1.4236964168671098,-1.471614747417943,-0.40584921523482426,-1.484261420785505,-1.2499777062500397,-1.3802662987094363,-1.4977030138055476
1984M10,-0.22562082274247353,-1.4525011114131068,-1.639645626430805,-0.614106872465186,-1.554427771468811,-1.5108883808914648,-1.1353483492523024,-1.306533881289762
1984M11,-0.19932286562223825,-1.2759026706450127,-1.7480316560236702,-0.5567542352165716,-1.7469394821608728,-1.4520628938824058,-0.3240905617904694,-0.9427593372342488
1984M12,-0.27521694254461143,-1.4245406893832535,-1.9248493961355295,-0.7380918363830722,-1.8836313424342472,-1.564104895688328,-0.3886922820314422,-1.7251838732795057
1985M01,-0.21262522766528522,-1.1461117423278164,-1.5887660319562682,-0.7297038219382254,-1.3612716149966355,-1.7990273349094055,-0.21999131074161885,-2.1939818770291293
1985M02,0.06899640733446932,-0.79117831746877,-1.184039752882295,-0.6561184785962526,-0.8409990342925231,-1.8080904920057292,0.02728079227980893,-1.907225538689962
1985M03,0.054172054431461426,-0.48503879933592514,-0.6164084701238329,-0.6345291529558973,-0.16967253737592022,-1.4961639314137347,0.14113452371696256,-1.0211878141817867
1985M04,0.022137289453524087,-0.19194445154850354,-0.35812007394350653,-0.5953948543166537,0.011208141923510963,-0.9326058172104182,0.41361968340024086,-0.1490447772308076
1985M05,-0.20712039740770202,-0.40270717827205177,-0.7545763121419288,-0.6798376175175684,-0.5121359460229116,-0.8378283928587908,0.40422198446802793,-0.42559126581236484
1985M06,-0.19375239538323524,-0.7436502425244466,-0.9499690541741069,-0.6639768321455516,-0.8096591188797978,-0.7417383020806221,-0.1169898256443998,-0.3010116900970914
1985M07,-0.15355074251981238,-0.9532881002180699,-1.2197557430268724,-0.6633640595966054,-1.2199739701715762,-0.598360611032441,-0.22940294642934683,-0.1940319044888401
1985M08,-0.04161989427016484,-1.0348208657843396,-1.3067463321321082,-0.5050239584605325,-1.3602863658206883,-0.7697066247058403,-0.28616431752259136,0.5185989781657496
1985M09,-0.05196794571017987,-1.203912813133546,-1.4008319345976696,-0.3809342137387927,-1.4899862109530047,-0.9673098636106502,-0.5566147214275885,0.24569949004245503
1985M10,0.06559835454084292,-1.0861561939433384,-1.2125959351514994,-0.006834422363589203,-1.4783572776084537,-0.7030504546738933,-0.6029263103666667,0.3077526586698068
1985M11,0.2669785032281465,-0.6514979164361852,-0.5374338531319436,0.5607949256083508,-0.9149354032320829,-0.3151622886862916,-0.7513782758466611,0.030908524565947417
1985M12,-0.30590307325658195,0.2125325777677945,0.460802262412786,1.972810528888114,-0.39447475627315276,0.25869907548167465,-0.23103038944774626,-0.1166941538984313
1986M01,-0.2846274743976278,0.6925906647674979,0.9972955249137305,2.6332560131492206,-0.19231969937555315,0.8262653680161869,0.12082846340282138,0.8064459218264798
