,flt12_10_buy,flt12_10_sell,flt12_5_buy,flt12_5_sell,flt1_10_buy,flt1_10_sell,flt1_5_buy,flt1_5_sell,flt3_10_buy,flt3_10_sell,flt3_5_buy,flt3_5_sell,flt6_10_buy,flt6_10_sell,flt6_5_buy,flt6_5_sell,flt9_10_buy,flt9_10_sell,flt9_5_buy,flt9_5_sell,mom1,mom12,mom3,mom6,mom9,mva1_12,mva1_3,mva1_6,mva1_9,mva3_12,mva3_6,mva3_9,mva6_12,mva6_9,mva9_12,osc12_10_buy,osc12_10_sell,osc12_5_buy,osc12_5_sell,osc1_10_buy,osc1_10_sell,osc1_5_buy,osc1_5_sell,osc3_10_buy,osc3_10_sell,osc3_5_buy,osc3_5_sell,osc6_10_buy,osc6_10_sell,osc6_5_buy,osc6_5_sell,osc9_10_buy,osc9_10_sell,osc9_5_buy,osc9_5_sell,sup12_1_buy,sup12_1_sell,sup12_2_buy,sup12_2_sell,sup12_3_buy,sup12_3_sell,sup12_4_buy,sup12_4_sell,sup12_5_buy,sup12_5_sell,sup1_1_buy,sup1_1_sell,sup1_2_buy,sup1_2_sell,sup1_3_buy,sup1_3_sell,sup1_4_buy,sup1_4_sell,sup1_5_buy,sup1_5_sell,sup3_1_buy,sup3_1_sell,sup3_2_buy,sup3_2_sell,sup3_3_buy,sup3_3_sell,sup3_4_buy,sup3_4_sell,sup3_5_buy,sup3_5_sell,sup6_1_buy,sup6_1_sell,sup6_2_buy,sup6_2_sell,sup6_3_buy,sup6_3_sell,sup6_4_buy,sup6_4_sell,sup6_5_buy,sup6_5_sell,sup9_1_buy,sup9_1_sell,sup9_2_buy,sup9_2_sell,sup9_3_buy,sup9_3_sell,sup9_4_buy,sup9_4_sell,sup9_5_buy,sup9_5_sell
0,0.01054036627493719,0.014335021065191461,0.012725415596430714,0.008012163299372784,0.0046254206817062035,0.0029210383452274898,0.0050316880775539185,0.005157227899272951,0.019351720917567008,0.028433033990161623,0.02493634851730489,0.028022343529826157,0.02134199232301792,0.022657489851403954,0.010596543092809114,0.007607166246661113,0.008272900849601042,0.022539159518862827,0.013480206567245726,0.008901049121959052,0.012315244316192667,0.02151062993579025,0.012252650565091897,0.008868176152733175,0.03456017820424609,0.010297598303285718,0.03313969832585885,0.010830572912688755,0.0061426377188321755,0.012264003568351577,0.009834881823732648,0.006769112570649451,0.01032258776097078,0.008717666888091155,0.019782541430409535,0.009519298447982383,0.008758554470819408,0.009543793598734607,0.008683182541085249,0.01108587055091102,0.010675647493193323,0.00892896387385347,0.012355574705483348,0.007961129490209462,0.007376085490540551,0.007146174285542061,0.007373108891780603,0.01633633786638571,0.017678103936112802,0.008286501394097569,0.008714548036636956,0.010323869154962504,0.010182593388028805,0.015417236716262151,0.014222779922380985,0.003646183187060333,0.012292273648850558,0.0022781930091008017,0.006359944434537218,0.001424563094996934,0.0013758282273660211,0.002032898928825827,0.0011863698599326807,0.0032203617101204014,0.0010703365947162466,0.01974143237140723,0.012038762847362211,0.014953945490450296,0.018764456157510972,0.017658225200701674,0.005980472355361332,0.007239710325038868,0.0071081132156972345,0.004729663674693138,0.0040617293489045424,0.01011912095732231,0.0200911754863241,0.0042167854265076675,0.007387211241025534,0.0046942508057487755,0.005227022434080126,0.005491255064208352,0.004286744787697583,0.005178315892835199,0.0010806000316678928,0.005099603523689621,0.009543724241930222,0.0018378438872463925,0.006818556950283676,0.002535868280051178,0.0028213136965881238,0.001357613123125313,0.0012615429223809657,0.003201185185375769,0.0015254723787109137,0.005238655483342681,0.017228685557983226,0.0011012370116487607,0.008721647582547077,0.0015881999677389532,0.0012532594535800466,0.00143306089064555,0.0011366994565838858,0.0027268999258353637,0.0009671541726194402
1,0.011050151166440382,0.012298903596794662,0.011520751983384803,0.0088637724909523,0.0045382791571653884,0.0026082274774605623,0.005276354900260733,0.005106166724407256,0.018539326464769253,0.02811955437153274,0.025853910468879065,0.02705576930848905,0.022500573988222076,0.024041891483846525,0.010549468278967735,0.008227130917717193,0.007457483295413333,0.022072757590970972,0.01254553112964002,0.009308816462709724,0.011641628734190083,0.02297440289926734,0.013196248889327597,0.008964732324431795,0.035376372514661435,0.009519197728672693,0.03389618141567187,0.010589460201587747,0.004189391651567481,0.013546391745649356,0.01040396986115671,0.005911868768016188,0.009543179102069716,0.010382326241995588,0.019147468842680766,0.009645734897970801,0.00999534550191062,0.010037391355130031,0.009863070302729909,0.011432320971441036,0.010657377605981299,0.009182002681346689,0.012035583566275066,0.00760397002184166,0.006985603785332099,0.007546426628411218,0.007373315890067186,0.01585264728296764,0.016605014830804527,0.007265154505142796,0.008976339429325856,0.010560784184942183,0.012170567850917286,0.015190013609723784,0.014216294036173197,0.004197426928991447,0.009859027040354476,0.0025523530877146344,0.005464022091116463,0.0017987630061231082,0.0014553979741610064,0.001885302639679308,0.0011407468841297611,0.003095912576613441,0.0009547630765199424,0.02045146314817153,0.012205098480723731,0.013861781998360842,0.018662482209394152,0.016655395029714744,0.006553784327871987,0.00798713160355824,0.005989314187911965,0.004346128619220676,0.0033402726768837964,0.009856778345368005,0.021343314662839032,0.004615223108614547,0.008295447196596268,0.004609596118640869,0.005146271109278636,0.004760323899239818,0.004649337400854237,0.004925312129925365,0.0010585217388259232,0.004810052915004292,0.009253456637107879,0.0020798877007435178,0.007290675995018904,0.0022680517902587227,0.002603264427961946,0.001745176722756673,0.0013834778836319154,0.0035194081482173086,0.0015660248839768443,0.00485589566285894,0.019340484789645968,0.0011479366849978603,0.0077698779357799124,0.001363891712333888,0.0008798894597546492,0.0008749003855911773,0.0012624299806776687,0.0030471803545977115,0.0012087415142811107
2,0.011834234688312534,0.013059550340027419,0.01218306428575758,0.008390217658967188,0.003828367373878063,0.0021393478949032875,0.005319039631384756,0.00426988184022866,0.01859980651986148,0.02837187358027972,0.024072886292464218,0.03367253138307148,0.022345905146242913,0.022696093610077066,0.009920934156030344,0.00944948290298955,0.006881286332734259,0.021860325195036463,0.01251300704558636,0.008512941983088199,0.009646217942184662,0.024409229075746382,0.011358396456828328,0.008681045502136197,0.0298169473418525,0.009058701766043366,0.03314161534148714,0.009888918983289308,0.005374786424397878,0.012138936168982253,0.009357665640396784,0.00702242321262667,0.009336088638769578,0.007579534378908827,0.021758022264924386,0.009730032774487059,0.010101470072582148,0.011014314610815177,0.010545338921751211,0.010917092931494817,0.010474826611756813,0.008936856505651852,0.011070050741585376,0.008121899371649189,0.007507976527400161,0.006461108294592991,0.007091486637151172,0.016439258738012587,0.016272440472765697,0.008419968267767775,0.008104672304968724,0.009805523556660194,0.013655728598156523,0.015616324282497542,0.015186814070897498,0.002999963728248361,0.020040877305657307,0.0018028303914624062,0.00665923048434193,0.0022021125566995376,0.0011553644781186721,0.0017648215635260292,0.0012553640846767193,0.0034836853725664333,0.0008915802830779171,0.021256756655359213,0.009876156538010494,0.012550828910983617,0.018922295534621315,0.01687813018404176,0.006235574851707669,0.008637899770902187,0.007026087967523836,0.004536553275498572,0.0033873670136647786,0.010171488783364031,0.019465536600448446,0.0037116531153639836,0.008867142437798478,0.0046087656828137395,0.005861057104850724,0.0036574512118057027,0.004899165807225496,0.0049190403393506174,0.0010297736981570243,0.005858656058472664,0.009869779122875144,0.001820411837062075,0.006523722187359752,0.0023325645784159537,0.0033807114214727575,0.0013405705132144565,0.001440597410786682,0.003674474381001011,0.0017939891052635383,0.005431823797206252,0.014969621625646887,0.0012837426279119137,0.008865339954734328,0.0016345802729826682,0.0009567211905065226,0.0013021755570471712,0.0011773918656320752,0.0024271558261940935,0.0011989236422068712
3,0.011062608240879441,0.021069043966496174,0.013669504421934526,0.007315859546480787,0.004041277890141045,0.0027599305371944598,0.0056005957566982794,0.004186301389416152,0.019560567294402236,0.025609715048183993,0.024076721940742812,0.03264101721174036,0.022685539956937225,0.023528346843934192,0.009965361099332801,0.00820529222644255,0.006661730412157875,0.024473890358469256,0.011507592207226337,0.007267678899975554,0.009167865278486306,0.02388968233254704,0.012955531575268932,0.009645088461923986,0.03133199533141251,0.008043050122916678,0.03035420375607159,0.011328113105275055,0.005593978085287675,0.011795082756061535,0.009553884031977466,0.006652091679755888,0.009352812653895579,0.007128197005327369,0.02167307955379236,0.007275679328828613,0.00901762309633565,0.010020153411547017,0.010247703165835686,0.011684129558356356,0.010096857578560981,0.008753659351631046,0.011135174602449812,0.009208886854435399,0.009199397913844535,0.006045774573219724,0.007392420266669615,0.014150431500273708,0.015767673151712205,0.00845674342944124,0.009269811946600343,0.01075619869812043,0.012844872323085536,0.012344504563158137,0.015100299761187258,0.002979223500775738,0.018230402289454543,0.0016836391881994985,0.006045200730598899,0.0014181156751438943,0.0015870701444079423,0.0018730104592822705,0.0009854415761832728,0.002517274759588837,0.0010350582424749624,0.02090554665048174,0.009233695140889779,0.014208993503376182,0.02075948034664146,0.01934712324676684,0.005461673671212304,0.008379108428177705,0.00705620565892989,0.00568817282814605,0.004404739181003001,0.010812476385140511,0.0194974044306742,0.004452992674307647,0.009117032112365798,0.004138134103808237,0.0055465007527355096,0.004943466668910499,0.0038558111352612143,0.004995622330679827,0.0011564676102971936,0.0053448394099061755,0.009951035623434103,0.0018945173402424493,0.0070697688934867236,0.0021251768493006063,0.0035351134757955257,0.001374197475618458,0.0014283157801102207,0.0026061329627892482,0.001268774925711134,0.0048590360970566585,0.01486340433653378,0.002230787900683186,0.008030975299533952,0.0009640371229434333,0.0008739341982119172,0.0014983600928622145,0.0010242922374825037,0.0021905199138012375,0.001430470584501849
4,0.010754467245207231,0.019731486042101388,0.011092103272430865,0.00741433024747444,0.004138059570111769,0.0029298401592391084,0.005394622777121461,0.004788524734233079,0.019022757221394522,0.02438751975960514,0.02232225774514653,0.035180270735009476,0.01992473891365222,0.02376555033402615,0.010420548454792173,0.007001684213783186,0.008075768637664446,0.022894230929724126,0.011015213040056069,0.007541716711498766,0.0095620115312993,0.022653071929788635,0.013621683877572437,0.009964134572846442,0.03282114348035504,0.009332327689518598,0.032107468695041226,0.012448536740377143,0.006336907289143369,0.011160046541702585,0.008300773456550852,0.006691054428063712,0.009595822495698745,0.006874899552450626,0.020553200876151315,0.007943316069140333,0.009048138146852385,0.010025304626468017,0.010651978509229217,0.011472374483499933,0.009290377924964194,0.009120442389812482,0.011413694087137629,0.009571864051389625,0.009995659565463865,0.006882930567240551,0.008431878568891474,0.01473755729730232,0.015553570340810164,0.008770021995988633,0.009038431119600971,0.011848506765907476,0.011835130531446627,0.012435779756720083,0.013969381876381618,0.0030148691109080756,0.016418211030703886,0.0017177866740293367,0.005512374043587086,0.0016740819776964388,0.001368286076508485,0.0016835089760425914,0.0011285667207591608,0.0029908506449146683,0.001597809267101648,0.01960110209312773,0.014364763133423475,0.01588601704891386,0.025186741837224136,0.019939187617461367,0.007155516861621763,0.008022032523624255,0.006796345950539025,0.005389813539931024,0.004894741557542392,0.010331273742689875,0.015425162986887023,0.0038535820042489084,0.009295424055369697,0.0058614932738042325,0.004061551457637311,0.004002683079516909,0.004234845116921756,0.005197141640117387,0.0012343486288420727,0.005322014788781154,0.008439742847778587,0.0017845115517840606,0.0058278366409078965,0.0023015849631748556,0.003358718663876335,0.0016106237529175086,0.0006716123311176085,0.003418818302600287,0.0014173657885850825,0.005037563041008901,0.013344003375844366,0.001819134493250241,0.00805111354821577,0.0012310197092817775,0.0007313402598983358,0.0011550247827200935,0.001044700539804181,0.0023984034102286387,0.0013396419614489768
5,0.010047774436024266,0.019442098452769816,0.010734100343321678,0.009328368994459628,0.004328882574219416,0.0027772283329792332,0.005015849747318872,0.004547032164634804,0.0183650571281748,0.02464443774940944,0.023420342157650084,0.03457273757157146,0.02053392210408171,0.022777059227116085,0.010182343401142012,0.0070868444371048065,0.006801834367751128,0.02296257277154176,0.011755300144757107,0.0070323354842907315,0.009162557449638342,0.023022190160596548,0.012302739353766233,0.009718696566742915,0.03159670640069214,0.009279852193197323,0.03271984790738543,0.012078858588103493,0.005776090818638892,0.011103464999776267,0.008235178635204057,0.0071186448732357055,0.009396972552589748,0.007078607257300107,0.019827666668394913,0.0074424905917405805,0.008057450363047277,0.009375565068495162,0.011352727794371765,0.011917468216317856,0.009969517411935825,0.009563888982701593,0.0115441958450485,0.008854036619549364,0.010293595498889379,0.006680464379117618,0.008442630668918401,0.015516396753708219,0.015782828818589372,0.008707866121331108,0.00934529298766876,0.010622015197290604,0.011869483151300963,0.012714023999331331,0.013593711258631562,0.003451526810013015,0.0175393847849955,0.0023560316387684745,0.006568298994440132,0.0016324508163385655,0.001029655462056605,0.0016975706486809048,0.0013837721246825166,0.0026665008050823585,0.0011931703589977292,0.01972286339469923,0.013941862342210202,0.015887637349415,0.025786845499887343,0.019492728444620192,0.006982064053169841,0.007514987896678278,0.006749492824216143,0.005285688189327609,0.00489120579990557,0.009327646202278548,0.017093104996035533,0.004086712595610716,0.009288242391162134,0.005303363317494081,0.005196113828585872,0.0043611758561305615,0.0042816295182306115,0.005461048907110377,0.0011817634783968282,0.005135836838696474,0.00909191105941461,0.0018058149141301784,0.006680409249291803,0.0028373954338932346,0.0028620784162488207,0.001519525377996494,0.0010417331747575923,0.003528617250454197,0.0013846486835296255,0.005396637256311219,0.012799663495304566,0.0015961257477723817,0.008827349564079295,0.0010079769300246663,0.0009222763052997158,0.0009166567236116766,0.000619579163595046,0.0025737788507112147,0.0016776004920905883
6,0.00977704797362196,0.01883565804147655,0.010360489979992307,0.008667597214674748,0.0045535534655723985,0.0028525417579233756,0.005408659917397114,0.005097785262314676,0.01717596021344202,0.02591090123300706,0.02279000840407659,0.03399902055486473,0.02044839673146481,0.021534617333717768,0.010761369682910723,0.006638747652642255,0.006305775699757726,0.023545495100593974,0.012211478778314883,0.006955632329132332,0.01015064371279803,0.023702086153487855,0.012296024017938527,0.009177638283540642,0.029960528086620454,0.0096929209562407,0.031920021995762424,0.01122273039641302,0.00538853852744731,0.011412994636614616,0.007541597742492918,0.006666962009997444,0.00942079199538549,0.007700038447905681,0.020006554262870506,0.00836845443238597,0.009553986134911078,0.010957246598294196,0.011361986304169814,0.011276686491465609,0.010840967209079976,0.009822573702292507,0.011750687699989314,0.009400334637852791,0.009882171385753438,0.005509983103133366,0.008212130986274543,0.014977423697853579,0.01717972432261813,0.008825156096489789,0.008668000757055446,0.010148305424242613,0.011423174227947756,0.013392242346061612,0.014205537420607225,0.0036725261616314163,0.018548765694342786,0.0021542243207075536,0.007172720464441188,0.001424741719122946,0.000547247644008689,0.0016983065130618256,0.001622003780870789,0.0023440785625673493,0.0012713491603839945,0.019379097638568526,0.01199632868864917,0.01575142525345096,0.026311467104694498,0.019886426718620825,0.006454588489287328,0.008629747148399683,0.006983096564588065,0.0052395629249797435,0.005567809983753068,0.00899125232972244,0.018414146676315975,0.004175973619223438,0.009092784471252858,0.0041009747427207385,0.004362921303096664,0.003932050832708925,0.003675096364808162,0.004524816888027107,0.0012644490923313355,0.00561334569545549,0.008746429500405937,0.0016345879165985025,0.006550503254847579,0.0028346260292056724,0.0028534835830784757,0.0018051576472355151,0.0009149324724043074,0.0032047568897024836,0.0019673524975446265,0.004963893860177264,0.014007466652983368,0.0014936093066925745,0.010201624963746147,0.0011839092285327768,0.0012370620793586103,0.001244199112113148,0.0008515285112622317,0.0023776256765199936,0.0012763427349050556
7,0.00955327088377751,0.021045411769185656,0.012190674432592122,0.009977668443878398,0.004420457219986713,0.002958921113893383,0.005344715098780089,0.004153044335114906,0.01759537339890751,0.025658889001218203,0.023127577265048556,0.032629608614947854,0.02082444088281711,0.022332118876651083,0.009352175789969525,0.006868243536953692,0.007326426144378002,0.02279478646763443,0.011883051331353997,0.007513652716749274,0.009506896306675823,0.02402038893976742,0.011830333898478122,0.009455537919192222,0.031524641497720475,0.009462574380614694,0.031077840654095357,0.010474032978910197,0.006311183911221225,0.011994028127591014,0.008686959777598325,0.006620070514811989,0.00889622912829601,0.007665633457480534,0.02008931685653425,0.00779902845481158,0.008191387996897961,0.011196770260287222,0.011035137562535983,0.01114493743417648,0.010807752710556366,0.010227132862733688,0.011443883145851165,0.008919937677343018,0.008593390673792717,0.006289088995034768,0.007584128379486864,0.015175407553441055,0.015284588919909756,0.008611910013071898,0.008979945788495354,0.010047728094845948,0.010575608514537779,0.01400617383043595,0.012816513797648255,0.0026947891521754723,0.017767764731380784,0.0017679098516567753,0.005096755740086651,0.0015306866809609177,0.0027234321496426364,0.0015437782885932903,0.0014607363694362386,0.0025269079402192507,0.0007908521582244818,0.01888225378167183,0.012361300894152504,0.015828654367344527,0.02587952922890128,0.019454909708440084,0.00907112963184784,0.007873838922768831,0.006916414500491933,0.00462098937190627,0.005366140220161276,0.008745372918716937,0.018394993109984065,0.00441148013551237,0.011144061543590114,0.004238354076579854,0.005841407810121718,0.0036971438225574227,0.004969671598127756,0.0044916861982096335,0.0020410436605089685,0.004981117215526392,0.008422651924401699,0.002102288280362544,0.006085671070730082,0.00223981072442155,0.0048440120390386586,0.002053927487448378,0.0014003290876523336,0.0027936876098881,0.0023440015742714204,0.004851401257425993,0.011328378789331333,0.0016292624267184204,0.006949906320077457,0.0015646784532492692,0.003987824286004696,0.0011189804167501176,0.0010879540636956917,0.002774616420407904,0.0014088836499065597
8,0.008820912671286625,0.020361086278694845,0.012154914333209439,0.007872577537874514,0.003965733233086269,0.0026127803236175016,0.0043471123403985255,0.004042464693007118,0.017073790318553876,0.031254359114187724,0.023699052311637665,0.03690429791452884,0.021261484805493204,0.023942303016602034,0.007757024781256528,0.006956667029456277,0.008224298784949942,0.024162563567701217,0.012446870315691534,0.0073997034565398715,0.009209569452277971,0.02297606084194788,0.012101251610119303,0.00930114925952922,0.02875883068259346,0.00799472198110859,0.02588268366936724,0.011019492878285426,0.006060122295276491,0.010291303835017487,0.008228235485201013,0.0063121455707132,0.008235219553580865,0.007760666074288385,0.01950160197966013,0.007059892597137982,0.008322345100328945,0.009949396223541828,0.009145404176814175,0.011435317314757599,0.011105213010687233,0.009069441315015539,0.011153411518818743,0.007836066639173045,0.009342099915707025,0.007186025778392621,0.008523945489884992,0.01588155479615891,0.015757262564392763,0.008388815511541987,0.008409700961954317,0.00937036252822063,0.01136544404829863,0.013159300173238067,0.013521194898697447,0.0024803177495524463,0.018967516258463653,0.001922835154373576,0.006567640370195266,0.0013221511041104066,0.003690106647712298,0.0017975619738609709,0.0014500433871691238,0.0031499366946485864,0.001327836117710829,0.02383086506512843,0.013375601740363232,0.013753481244487529,0.027633618574507225,0.017208410426960627,0.00781693520018682,0.007299824425140282,0.006763943408914014,0.0056083971283618535,0.0055562401953802715,0.009324868692724064,0.017695746591120384,0.004695464506227561,0.0097278130068712,0.004102490367900351,0.0065534100154347194,0.00437786808644182,0.004438675072918429,0.0040958999690907435,0.0015484330622731691,0.0049873792226345585,0.009199613265129483,0.002807995602411522,0.006928161762688578,0.0023310000055080725,0.004217649899513112,0.0018396300650307847,0.0014784919295451294,0.00303730293246141,0.0019315270368608717,0.005724779475125507,0.012441370793095432,0.0012907380330715043,0.008200603984008525,0.001138820564979139,0.0033311684241885474,0.001090816583199442,0.001286389741256489,0.0023774376954249516,0.001399944186134494
9,0.008762123082001616,0.020831452304039173,0.013317877624191834,0.008427245655205709,0.00348771910066039,0.0026869183943960162,0.0053314647519370605,0.004453151979791931,0.017958673414521936,0.031763106460109936,0.026584079268525723,0.037953450671054205,0.02077003090037437,0.024443907593156244,0.010260738812335144,0.00700862376007052,0.008603555230970214,0.02425894973166041,0.011510678346126462,0.007738161837500116,0.009652839760986237,0.02244022797938695,0.010930110398259623,0.008218933030551255,0.028952327056309568,0.008413791965890283,0.024136160030269655,0.010237616720231168,0.007621321245383655,0.01068945697820876,0.009938813720898738,0.005166045172653683,0.008582263697784009,0.007796353018973908,0.018461687042465945,0.0067699138383720105,0.007688076326336279,0.007966689450697133,0.008240655431815564,0.012229629291521518,0.00965272170897837,0.009582620050751198,0.011564366801037599,0.008311732651862698,0.008979389629361815,0.006205180430679455,0.007450881360428491,0.014260572267484187,0.0156942778130077,0.008861014680227361,0.00947354827038054,0.010139059637785832,0.011500963502764501,0.012096758410723808,0.012098813548095198,0.0029141716218594993,0.017894126774457574,0.0018416764372091595,0.006633977085956664,0.0014431280444177198,0.0036405138429924043,0.0017523232688434179,0.0016292409100313566,0.002594186790481374,0.001183505356681117,0.02216824559653059,0.01421051940192041,0.013943690797481395,0.028018227975280856,0.014635707142304989,0.007296541183450032,0.006687854723009165,0.007548619570394529,0.007513336054953877,0.004480815311590266,0.008557829822508427,0.016864184312550677,0.004527232162679739,0.008797181582095163,0.004289731026616314,0.006412394467947593,0.007264702792459434,0.0033466408909584113,0.0054373484752176645,0.0018081385557533198,0.006138472837708693,0.008525654908211869,0.0028021137105602068,0.007649077964347955,0.0025863039257271532,0.0035761648147696386,0.0022311235822747057,0.0022327442483663436,0.003607570961315378,0.001706799855849219,0.005162259092434607,0.012613999704776033,0.0015743575825952353,0.007325178586066626,0.001285209247189095,0.0032530211576842784,0.0008137752994267386,0.0013583206823514677,0.0026430211566134004,0.0014223168639045708
