,energy,non-energy,agriculture,beverages,food,raw-materials,metals-minerals,precious-metals
1982M02,,,,,,,,
1982M03,,,,,,,,
1982M04,,,,,,,,
1982M05,0.5582868790291765,-0.6692397156211631,-0.5111897633457714,-1.316999001813138,-0.29055573996649975,0.4182116145503923,-0.7763227510478093,-1.8686874968320804
1982M06,0.8379650749326085,-1.0394823953731014,-0.906190014283221,-1.1340354425567638,-0.6989190930378959,-0.20565388019768996,-1.022249257609759,-1.3080901112685557
1982M07,0.09905693255331899,-1.0952493452014045,-1.3053649030611643,-0.7804320618088707,-1.3456082978332544,-0.1837415007423073,-0.39428202682419494,-0.7528063185337833
1982M08,-0.3265527286114736,-1.3494362905234003,-1.7445738347252635,-0.4836010463578956,-1.8377623346089476,-0.8603523264334728,-0.2755009752259144,1.0662519821581267
1982M09,-0.031067873569333364,-0.6286397734251766,-1.0729812668747543,0.42376441408997856,-1.5070547630057558,-0.17048797896219797,0.37927012250419195,4.7639222765575475
1982M10,0.21168284152666042,-0.8028760303629034,-1.1187489911037387,0.799944797936025,-1.6003418927850652,-0.6280954759227076,-0.09825390823874047,3.420148960490949
1982M11,0.15740580738591795,-0.1821686912118535,-0.14997906693929142,0.551917180316696,-0.2889095493596807,-0.4112239741882825,-0.20764998077938376,2.3706877361713428
1982M12,-0.4321234960968335,0.10838627328538403,0.15441353475028038,0.10726748670653674,0.1745919853638625,-0.04022026752773004,0.010323400971507525,0.7880395655632666
1983M01,-0.7351468352371501,0.7070195581246772,0.7332970331092646,0.2916636434092776,0.726287028476135,0.46534767635589214,0.48568049603008107,2.3081973432477763
1983M02,-0.8529403517967638,0.9042530492727966,0.5332304525334858,0.6596572949831061,0.4033604598166275,0.13249806768254885,1.3481033543549117,2.9978213669141174
1983M03,-0.6460066182457851,1.0585563922250694,0.686267703072257,0.3785051854432386,0.6934432413907611,0.22262292004393655,1.473870458991888,-0.5100265923045393
1983M04,-0.20574321882466548,1.4456810007991772,1.3750428952374507,0.23516024833977556,1.5876495244022975,0.46299006936137993,1.3890112183948415,-1.2593650499164943
1983M05,0.056920542039400834,1.4475073335706825,1.5839051750389246,0.561326003373548,1.617772424934722,0.8541215346903795,1.0717198935148444,-1.3804159439273316
1983M06,0.3385879195037644,1.0222476607538546,1.119853270982028,1.0637996856441632,0.8743016921517277,0.6245529392147644,0.7310136222399495,0.22859186039821916
1983M07,0.11058755788024423,0.6979667448627151,0.7401784133802518,0.7770038790359529,0.5196623757338833,0.5293751519679142,0.5586004871052598,-0.5163534557985983
1983M08,0.19621718057500473,1.332486063411046,1.7899151142681113,0.35556168567942653,1.9415934440189961,0.8090093753839226,0.31014609081691963,-0.7518809320347813
1983M09,-0.019194212153434805,1.5904448373587936,2.180569630324827,-0.12967246124874182,2.675280963970642,0.6027323829118627,0.33884135273804306,0.055079011247928286
1983M10,-0.14455231958985404,1.2190873172362102,1.8583242642370785,0.3340300716316359,2.0146584305469184,0.9232546868827113,-0.17766211346991062,-0.9937205915347582
1983M11,-0.3312553220670682,-0.14223179597349336,0.11105431597369055,0.6146247817256126,-0.24812478387758122,0.6615345155965684,-0.631382571104634,-2.0082922997255466
1983M12,-0.28874636351295074,-0.2616261095423454,-0.16423740039169424,1.3564002921737222,-0.9185699698895097,0.8351636937486486,-0.4375073634631152,-1.5728448374021065
1984M01,-0.09825801774724745,0.0840404917752524,0.2268150801580463,1.5493395414620512,-0.3762250126841727,0.29101630125426814,-0.21484639244633774,-1.2134474446136236
1984M02,0.09009324763274731,0.0997022812051941,0.1664609953130248,0.8089394679303786,-0.12116480001257826,0.07491693211607399,-0.0673366877458191,0.22720043824241054
1984M03,0.1769255112426342,0.3678733697211194,0.5606118709796464,0.38558264653805024,0.48976490879250834,0.32165454749047806,-0.17460932567644302,0.33623115985782376
1984M04,0.08976435125651852,0.11247545005303297,0.30954471669443206,0.04219947283191028,0.22353150151490297,0.6247214987854495,-0.31322668035872353,0.6692967008635071
1984M05,-0.004916818012606454,0.5239617960353524,1.0346137065493102,0.579986810820809,0.9236826549408136,0.7153345123416077,-0.6927735163896517,-0.2786766774695579
1984M06,-0.12369435543657645,-0.47696344730971135,-0.25941169538056513,-0.07155292484651281,-0.20188108139640512,-0.41025271881445785,-0.8906790017888976,-0.7591581356241492
1984M07,-0.3543756241473869,-1.6757180540331953,-1.890571354361835,-0.8246579929656338,-1.747941345837159,-1.4784560226282253,-1.2040636257659374,-1.6691177797147176
1984M08,-0.2845354476956168,-2.097544344301986,-2.6319241157076108,-0.9440699566152119,-2.561418457978315,-1.8904598366812482,-0.8382946341481958,-1.4013663562595087
1984M09,-0.16225926803234653,-1.6849829021855713,-1.8343160722131926,-0.4386033186086186,-1.8630765997099779,-1.3855585303652145,-1.2685557786412667,-1.7071720970744788
1984M10,-0.028679696384357065,-0.772680651330591,-0.7976270268506694,-0.17573410623673086,-0.6786349909128154,-1.1238554854049014,-0.696435076083534,-0.28393154949738497
1984M11,-0.08225066511996076,-0.5972119073520378,-0.8890152565969892,-0.271121459775926,-0.8407679039439628,-0.8345393231840437,0.07357874076067486,-0.2213102691622475
1984M12,-0.24169356837626646,-0.8189375960470566,-1.351902182493688,-0.606202522763408,-1.2511810792704454,-1.05595617675153,0.3989074565500952,-0.9312648473921056
1985M01,-0.1462905822188922,-0.5909206834265773,-1.0037259152690134,-0.46094276785868066,-0.7983262599069836,-1.2434211215817919,0.3868230077875672,-1.8038089534628325
1985M02,0.10854065497729218,-0.5445874095083943,-0.7130819645842532,-0.5797290769567005,-0.26980755473506907,-1.5762623530261193,-0.12477691507441192,-2.071540934966254
1985M03,0.20216125655534165,-0.04060251065938735,0.04169723957110433,-0.4337639718737003,0.5779878329016283,-1.253881993079876,0.18104686600679498,-0.545304453182031
1985M04,0.17068181220283174,0.18218949572411353,0.19386026089065972,-0.35175246723785464,0.49381110361515673,-0.3326004925579349,0.48338002802395186,0.9530520900202405
1985M05,-0.31859381114257584,-0.17489012169378956,-0.3340547443471497,-0.43880423949813524,-0.24422805405233738,-0.020938828911921097,0.3599645368173274,0.6643378365085223
1985M06,-0.3071276594124839,-0.7236089151505365,-0.9885362626158731,-0.44443034716517393,-1.0837441860470063,-0.09481844217879311,-0.1633601464587378,0.1937703842399182
1985M07,-0.2643227236887798,-1.2949031677224663,-1.6000633052398117,-0.5194120965524994,-1.7750539277857762,-0.43876776059862516,-0.5412051859119267,-0.5308330451851601
1985M08,0.07814006952378626,-1.2277781003453643,-1.3357572793775616,-0.2981348911685656,-1.4631302856070003,-0.6890111866810442,-0.6730348980276929,0.43899238233382026
