,mva1_12.csv,mva1_3.csv,mva1_6.csv,mva1_9.csv,mva3_12.csv,mva3_6.csv,mva3_9.csv,mva6_12.csv,mva6_9.csv,mva9_12.csv,average
1991M01,-0.0019651562320764484,-0.007011835280781501,-0.004971462707114592,-0.0027273303224149906,0.0017754687747218467,0.005494201801086436,0.006307217486384242,0.002810329741008263,0.0022403032947586124,0.0029019862260343944,0.00048537227816062634
1991M02,-0.001890617252538249,-0.006839921631430492,-0.0048446977561925324,-0.002641083578708874,0.0017630164750321836,-0.0006686590975177234,-0.0009241890843127555,0.00277464088071413,0.0022190206690843087,0.00286585652303509,-0.0008186633852834913
1991M03,-0.0019352790632500073,-0.006779019902704481,-0.004824918539545788,-0.002666927266903489,0.0016353175341483669,-0.0007379433980902904,-0.0009893345918581553,0.002627299151723688,0.002092463219231392,0.002722843896505496,-0.0008855498960743264
1991M04,0.007080453125784457,0.009831634638883356,0.009739921724793276,0.007974628095540809,0.0041161842524726,0.0054195670306825695,0.0062150866209602805,0.0033054475972309626,0.003785989865309456,0.003265209268541505,0.006073412222019927
1991M05,0.006780755652581331,0.009505171792916666,0.009390974833089982,0.0076583718266014485,0.0038713806472937635,0.0051691743158917575,0.00594154560224341,0.0031953226865608668,0.002636624821986547,0.0030127925400573003,0.0057162114719223065
1991M06,0.007261414557324259,0.009907067108518809,0.00982417520727821,0.008123074073634926,0.004404937279405561,0.005644561114155336,0.0064200622655977806,0.003071321974128784,0.003542797406960514,0.003242761474956354,0.0061442172461960536
1991M07,0.00707353789782411,0.009687621350465409,0.009590534964743163,0.007919810637057791,0.004268069142725386,0.005496157122674673,0.006253170185592919,0.002954081226928539,0.0034168256332263508,0.0031152626543751658,0.0059775070815613505
1991M08,0.007052911652507195,0.009625493818732539,0.009525750876146964,0.00788433750157888,0.0042966616474979236,0.005502742119266237,0.006247147672527955,0.003007604148525477,0.003461935020163325,0.003168773793997953,0.005977335825094446
1991M09,0.007107310204830854,0.009634889526289745,0.009537514269442353,0.007924401125470269,0.00439858175163209,0.005578633821976126,0.0063131623394404816,0.0031361831402889452,0.0035824009606475445,0.003301589905191944,0.006051466704521035
1991M10,0.0068924890108758696,-0.00606831186956571,0.009281503176087173,0.007695730932860384,0.004229671209426238,0.00540171677339693,0.006118403280785501,0.002983493256450308,0.003421882693995596,0.003137354161789995,0.004309393262610229
1991M11,0.006324130373620566,-0.006482835739269176,-0.004166461671040309,-0.0020122749956297914,0.0037056928688617573,0.004892173867180693,0.0055808640468302155,0.0024629325240211226,0.002893763522988048,0.0025856017365857697,0.0015783586534148894
1991M12,-0.001253242156194803,-0.006427003384331155,-0.004155174971260535,-0.002044260266790242,0.003586262604085468,-0.00011040456506211404,-0.00034268858433441577,0.0023605175103514077,0.0027840462889968613,0.0024755096826736666,-0.00031264378418658625
1992M01,-0.0011034194198112893,0.009393587466530962,-0.003970386694115113,-0.0018906029871055014,0.0022380078501502694,9.36644082349242e-06,-0.00021542704599863922,0.0024151522804696634,0.0028316222461376972,0.0025310025604767016,0.0012238902697558243
1992M02,0.006161774903848228,0.009554952776158742,0.008673327636078344,0.007113984930238669,0.0026180721856406655,0.00041164400902522617,0.0001999145025160931,0.00269885416575227,0.0032482322338156667,0.0028273812625841496,0.004350813860565806
1992M03,0.0059439003801223566,0.009294931263184682,0.008410708403238444,-0.0014668467073052278,0.003619364880107423,0.004761839603339573,4.590715415544392e-05,0.0038340816807498393,0.0030404934534044668,0.0026549435197072042,0.0040139323630704205
1992M04,0.006155183895071547,0.009445837786801902,0.008585612490636559,0.0068769286925764676,0.0038675457839457386,0.0049814293339241434,0.005435460597158432,0.004155345850357577,0.0033523063066451717,0.002931607158077439,0.005578725789519498
1992M05,0.006273818012512495,0.009510045691645031,0.008667551457631097,0.00698774867191059,0.0040219242468730295,0.00511227020075053,0.005565340391129272,0.004351109555682774,0.0035484470822045523,0.003616876597525005,0.005765513190786438
1992M06,0.006096402949457281,0.009292866180207958,0.008449962199135658,0.006793369151942544,0.0038791537032891914,0.0049597638582971944,0.005398824983787646,0.0025368332023182733,0.0031084967549339375,0.003442856250787724,0.005395852923415741
1992M07,0.0059553514057880345,-0.00619935042014667,0.00827053202787645,0.006637019650619805,0.0037716968451679458,0.004841318020746324,0.005268342803234605,0.0024455660255717432,0.003006537147068667,0.003314859035720403,0.0037311872541647305
1992M08,-0.000660347362310869,-0.006450254973567204,-0.0035316579167665304,-0.0010683542355893348,0.00342065366382431,0.004490039244666295,0.004894961622516841,0.0020987884891588153,0.002645350901800024,0.0031089212605891568,0.0008948100694321501
1992M09,-0.0007443622832504644,-0.006418306038909821,-0.003552774383141889,-0.0011367449776991832,0.0033013342927767295,0.0002564822175016111,0.000430084247510761,0.001994298457519276,0.002530688175718598,0.0029830827956214066,-3.562174963529746e-05
1992M10,-0.0008508063114375851,-0.006410124139365356,-0.0035957626917361304,-0.001226066731156967,0.002406061169623725,0.0001345880629541362,0.0003047861315905563,0.0018737769708232323,0.0024000603627933933,0.0028411272010175803,-0.00021223599748934136
1992M11,-0.0006464730374275625,0.009111621758281563,-0.00336836584821333,-0.001033486292607508,0.0025510569241953863,0.0003121124730716239,0.00047903750192657645,0.001985599066617862,0.003385361745754905,0.0029430761102057987,0.0015719540401805316
1992M12,-0.0006894818229527967,0.008940885431745899,-0.0033592547318512783,-0.0010657440570112013,0.002441036964533963,0.0002526401415190558,0.0004164156415276901,0.004158924142847591,0.00327217478493728,0.002854106922368566,0.001722170341766477
1993M01,-0.0005410114810958263,0.00891398529825104,0.00784600584101687,-0.0009236963375266209,0.0025328357443154766,0.004360699768439847,0.0005389074991588377,0.004215238884235083,0.0033392962343778572,0.00291739281678131,0.003319965426795387
1993M02,0.0055717163653306685,0.009328055332735383,0.008306916616242348,0.006231093251304796,0.0031671103223825784,0.004838009879727129,0.004753961252076722,0.0048789271322521735,0.003960133629934807,0.0028797070481623634,0.005391563083014897
1993M03,0.005968764041238911,0.00964645126416492,0.008663740759048954,0.00663018211608944,0.0035871652938784136,0.005217913283115675,0.005157106137221859,0.0019146355347673875,0.0025056027419793044,0.0034295450348091924,0.005272110620631406
1993M04,0.007154986141003388,0.010702824746067915,0.009810905225221978,0.007841941919207325,0.004773516330936287,0.006334131872870704,0.006337977319904228,0.0031596131201328988,0.0037789234312779413,0.0034518649804282098,0.006334668508705088
1993M05,0.008627747746833099,0.012030097730108123,0.011245725129848576,0.009347917751999623,0.006238443861743891,0.007719654095220206,0.007801502971019432,0.004689451483403625,0.005344649535951547,0.005022400768202557,0.007806759107433066
1993M06,0.00849132728032616,0.0118578845313546,0.011072431742454085,0.0091971058226205,0.006138491132471242,0.007604157260083631,0.007678452855100273,0.004608499978353437,0.005251855986515155,0.004934277490762523,0.007683448408004161
1993M07,0.0083651608080909,-0.0061333525336034435,0.010910416597133711,0.00905725204343146,0.006047529647970113,0.007497705104490174,0.007565149956802836,0.004536261663090022,0.005168362919270474,0.0048553212591714535,0.005786980746584769
1993M08,0.00813695257509738,-0.006170605769238488,0.010647341846482075,0.008812867645630506,0.005856308716658029,0.007295246831350094,0.007350836576299609,0.004360504103315691,0.0049787516077253085,0.0046701189850924755,0.005593832311841268
1993M09,0.007658547747835683,-0.0065281379535271425,-0.003183149127012958,0.008311786086076352,0.0054205019619353095,0.00685777529370935,0.006889292026718702,0.0039331323635105,0.004530921659808727,0.004226575601379125,0.003811724566043365
1993M10,0.007473437279137538,-0.006523081277710433,-0.0032338422649714816,0.008112655627301003,0.005269265087046216,0.00037816487877999426,0.006716739007886554,0.0037976940999366942,0.004383583864406907,0.0040834069300653714,0.0030458023231878365
1993M11,0.006946330650385203,-0.006950353166699435,-0.003715036104988998,-0.00024006316306713087,0.004783932630724602,-0.00022119569185309818,0.0012332369588309265,0.003318952513015949,0.0038839858864278933,0.0035878653971450312,0.0012627655909920941
1993M12,0.00019989492007812832,-0.007062401914423657,-0.00387926738596661,-0.000471543033618553,0.00454746037558124,-0.00046541318888430574,0.0009630474501803599,0.0030953638371897588,0.004453423710920262,0.0033547288515084206,0.00047352936225650435
1994M01,-0.00029695421012794444,-0.007372998044528826,-0.004240389460967931,-0.0009075166182424032,0.003242525784252894,-0.0009244402927819455,0.0004789596333166729,0.0027142699660584854,0.003926586730886869,0.0029601934967379197,-4.197630153962087e-05
1994M02,-4.104390648165194e-05,0.011696189164445946,-0.00395885036797752,-0.0006667686000676419,0.0034451332209099158,-0.000670948003416428,0.0007082553722322137,0.0054014182868717744,0.004090778826879056,0.003100685951201297,0.002310484994459696
1994M03,0.0003414958982470835,0.011820355779752122,0.01013501283987733,-0.00031115644267417405,0.003783549295200819,-0.000297183034573309,0.0010586440126745089,0.005697339895602442,0.004374228111001164,0.004963882196448804,0.004156616855155679
1994M04,0.006675633167580195,0.012278844031820117,0.01064042503792063,0.007562664787661253,0.004603130376643847,0.006694243884981428,0.0018416820740153406,0.006467223310102839,0.0050785297171644424,0.005733115151746578,0.006757549153963668
1994M05,0.007040255497723297,0.012564310667906649,0.010962474378457751,0.007930044922742335,0.004157742644498356,0.00704513192243526,0.006206305170043353,0.006978811731685683,0.0055553177362371005,0.006248607428360536,0.0074689002100090315
1994M06,0.007192461205986051,0.01264455999855571,0.011067695574198308,0.008076550995475735,0.004341776765559869,0.007191709660582159,0.006371153904407934,0.007190841463594372,0.003646901067600843,0.006469571204603992,0.007419322184056498
1994M07,0.007130464465175991,0.012517586363709686,0.010954426681467337,0.008000657111653727,0.0043160565847747655,0.007131962820589381,0.006318768689683554,0.0028543186056073392,0.0036282934475163806,0.006397760200139201,0.006925029497031736
1994M08,0.006924763102205097,-0.007042511942420279,0.010695113104037783,0.007775887841818856,0.004149220409832096,0.006933590097302997,0.006120642256869172,0.0026994977988439106,0.003457389039945172,0.0033350513256516327,0.0045048643034086445
1994M09,0.006553084968867709,-0.007296517048405518,-0.003569003667572833,0.007379321618106464,0.0038194339307690926,0.0065749261687293135,0.005754302922445354,0.002375394815753739,0.0031111040031322847,0.0029946982223970574,0.0027696745934222664
1994M10,0.0011783280349993179,-0.007642833599585843,-0.003971797694220319,0.0004563369563067596,0.0034197534206858427,0.0005084521442216526,0.005316403991363005,0.0019787020810944564,0.002690034212886204,0.002580346876788252,0.0006513726424539326
1994M11,0.0009505605299548984,-0.00770834634074989,-0.004092102016061462,0.00026120376546482466,0.0032400796918688316,0.00030286789173315256,0.0023871655632731557,0.0018098961854478152,0.002506006444505417,0.002399945220808433,0.00020572769362451758
1994M12,0.0008869412513039921,-0.007636208555010166,-0.004073144293920101,0.00021406252429692507,0.0051579130046819945,0.00025277362073022354,0.0023034535878905488,0.0017549810295442898,0.00576639880989716,0.0023364949509150565,0.0006963665930329922
1995M01,0.006110838048443916,0.012251936576972617,0.010267013642344053,0.0007189921869378,0.005664725634216141,0.0007811330911725103,0.0027992625826636234,0.0021289156087095787,0.006193676062954037,0.0027124338100437202,0.0049628927244458
1995M02,0.0014311492347588318,0.012077474858892673,0.010110595600565212,0.0006723975611365991,0.005523189259199323,0.006147852499019583,0.00271797960884478,0.007105356644242422,0.00606342570227682,0.002651537601093883,0.005450095857003013
1995M03,0.001494907985117199,0.011997980248865926,0.010052178983565876,0.006910162480051288,0.005519693461741048,0.006138341930141419,0.0027580173534259224,0.007075103701231862,0.006052336259058048,0.006132275097879105,0.006413099750107769
1995M04,0.006009484646179794,0.01213755568486648,0.010220242703582112,0.007121166248753291,0.003170619271152539,0.006341331996218372,0.005107384819689028,0.0073572097686265495,0.006316294075026509,0.006425212682256711,0.007020650189635139
1995M05,0.005907425952719608,0.011967405570121627,0.01006684095356403,0.007001816607939998,0.00310429968514017,0.006240131588418878,0.005014850425431588,0.007192902980650113,0.002440463440123275,0.006278588214834244,0.0065214725418943536
1995M06,0.0018579170135010021,-0.007039460311334743,-0.0035280346627242377,0.0007407510235701673,0.0025321739109533847,0.005639520190575515,0.004393324017867876,0.0020762206860299092,0.0018275932247866084,0.005419961509559357,0.001391996660278484
1995M07,0.001315708833081423,-0.007400342283357561,-0.0039390798582986455,0.0002618821920266496,0.0058329438733202375,0.0007313833906582125,0.0030798878139030026,0.0016810779384556288,0.0014164029648140826,0.004830568386707918,0.0007810433251310948
1995M08,0.0009008611862349861,-0.007651528174649574,-0.004239015924591487,-0.00010235241878931198,0.005315152466013389,0.00033190763749284545,0.002657284405261305,0.00630568044519634,0.0061861230841140005,0.004368028248987939,0.0014072140955270433
1995M09,0.0008410278649710029,-0.007586761181889492,-0.004221644935304433,-0.00014299963396021786,0.00517903021745704,0.00028160139001683597,0.0025742610361262305,0.006158156871527766,0.00605505983011346,0.0026829363705706552,0.001182066782962885
1995M10,0.0009623604906912186,0.011288061254353377,-0.004042595262731691,-1.8111011787084807e-05,0.0052382229746352395,0.0004094727299047247,0.0026651990089723047,0.00620020100107429,0.006094410834795037,0.00425656865891352,0.003305379067882094
1995M11,0.0010959220984920282,0.011272588523555536,-0.0038540333238657946,0.00011790404609144137,0.0053123938514401635,0.0005492008987788546,0.002768710283320493,0.00625729003510923,0.006147418853941572,0.004340962980621457,0.003400835824748498
1995M12,0.0012015477313714758,0.011239320485897075,0.009385879363316411,0.00022818189863472055,0.005358738715234755,0.005222589217569934,0.002846312464320125,0.006287913900248401,0.006176611268740922,0.0043988674240578235,0.0052345962469391655
1996M01,0.001056668318469638,-0.007361614026486822,0.009174472257244645,0.00010787104986818815,0.005140986861787217,0.005070222685217484,0.0026846257389982428,0.006062793815784161,0.00597429041701665,0.004207650044595312,0.0032117967162494715
1996M02,0.0010834659988670017,-0.007222504297125049,0.009102725518038214,0.006341374308838511,0.005107525029734159,0.005047236483723592,0.003966643525184147,0.006016760170644471,0.005933733290740233,0.004189433700333742,0.0039566393728979014
1996M03,0.0011689846704035734,0.011019161670020663,0.00908059558803736,0.006351063801328086,0.00513808871105101,0.005069662602811246,0.004003294653377016,0.006033260627272282,0.0010991298275533114,0.004231206347905991,0.0053194448499760535
1996M04,0.005282747811205612,0.011039709201073774,0.009123617373867349,0.006428222280452533,0.005252374678931231,0.005152187570433295,0.00410450192466711,0.006131493111552766,0.0012380757651927555,0.004351738683725433,0.005810466840110185
1996M05,0.00532506261630223,0.011017391208101066,0.009121845356986721,0.00645770964759392,0.0021451364413546488,0.005191895365060156,0.0041591045530934585,0.001375218637278965,0.0013279136732092514,0.004414922206614287,0.00505361997055947
1996M06,0.005182023805566161,-0.007030800350790532,0.008941799224179493,0.006300007781202361,0.0020417574394884204,0.005063501054817555,0.004032199472187177,0.0012781672736188405,0.001229174978937056,0.002754634565825708,0.002979246524503224
1996M07,0.004978446828430037,-0.0071085046509057614,-0.0036922666777569873,0.00014503729850525392,0.0018789521721075796,0.0048798293383444285,0.003845732146563699,0.0011202284465836407,0.0010682033637269836,0.0025742786839248475,0.0009689936949523721
1996M08,0.004883249787753697,-0.0070628005233932456,-0.003690911679792298,9.653958251893785e-05,0.0018201539032414674,0.0006612192210327017,0.003764916722878868,0.0010684755314295264,0.0010158720132082428,0.002504238166693422,0.000506095272557132
