,sup12_1_buy.csv,sup12_1_sell.csv,sup12_2_buy.csv,sup12_2_sell.csv,sup12_3_buy.csv,sup12_3_sell.csv,sup12_4_buy.csv,sup12_4_sell.csv,sup12_5_buy.csv,sup12_5_sell.csv,sup1_1_buy.csv,sup1_1_sell.csv,sup1_2_buy.csv,sup1_2_sell.csv,sup1_3_buy.csv,sup1_3_sell.csv,sup1_4_buy.csv,sup1_4_sell.csv,sup1_5_buy.csv,sup1_5_sell.csv,sup3_1_buy.csv,sup3_1_sell.csv,sup3_2_buy.csv,sup3_2_sell.csv,sup3_3_buy.csv,sup3_3_sell.csv,sup3_4_buy.csv,sup3_4_sell.csv,sup3_5_buy.csv,sup3_5_sell.csv,sup6_1_buy.csv,sup6_1_sell.csv,sup6_2_buy.csv,sup6_2_sell.csv,sup6_3_buy.csv,sup6_3_sell.csv,sup6_4_buy.csv,sup6_4_sell.csv,sup6_5_buy.csv,sup6_5_sell.csv,sup9_1_buy.csv,sup9_1_sell.csv,sup9_2_buy.csv,sup9_2_sell.csv,sup9_3_buy.csv,sup9_3_sell.csv,sup9_4_buy.csv,sup9_4_sell.csv,sup9_5_buy.csv,sup9_5_sell.csv,average
1991M01,0.0013103710831590368,0.006055498139173993,0.001579399695776762,0.004346874192672684,0.0031249494192008244,0.004171175917498717,0.004575852426332025,0.004171175917498717,0.004616800038102982,0.004140069845219546,-0.0011938916522405074,0.0121185631913176,-0.0009697188707506471,0.007929779441087968,0.0005614002107846558,0.007212294344184847,0.0026485511761376816,0.0066264498971029245,0.003314047584032491,0.00617203897601395,-0.0014047224123745468,0.009739856329996265,4.1536304409838763e-05,0.005788791913383731,0.00101130575689506,0.005368510918516094,0.002984785041181977,0.0055010993902734305,0.003907864317543257,0.0047618324943703595,-0.0005366439262562403,0.00865356025992142,0.00086881458938685,0.005794374588715562,0.001778776438299639,0.005080812132642879,0.0046119987009964085,0.005219587675064149,0.004650351994125471,0.005112979478040466,0.0018437644668904385,0.008135056836533991,0.002113333982550763,0.006689302089029201,0.0036023461411644917,0.0058298311745382855,0.005025275933748497,0.005634749996607294,0.005055544061126231,0.005507072928549101,0.004217668611363532
1991M02,0.0012529048586099206,0.005942287937367858,0.0015192211329190753,0.004261110946698023,0.003050669923649351,0.004089314073401841,0.004486429395710456,0.004089314073401841,0.0045289440353163245,0.004061215518563655,-0.0012234399069310105,0.011891203618206548,-0.0009995078893113732,0.007791725595485326,0.0005148694713174712,0.007093595234399698,0.002580750242216966,0.006517000704920604,0.0032441717602155855,0.006074285637244085,-0.001427219857042292,0.009575056528238325,1.0739388773671086e-06,0.005686454900504343,0.0009621886858948509,0.00527630397149828,0.0029170148939785872,0.005409443777535168,0.003832354720503838,0.0046822732953653795,-0.0005701229428908706,0.008510046985933077,0.0008183925286715396,0.00569313705694467,0.001721877547073796,0.004991732346341076,0.004526148402017309,0.005130926867806842,0.004565951122372769,0.005029025317987777,0.001779371055539616,0.007997866775025982,0.002047158511795401,0.006576614384475727,0.0035233240900081676,0.005730449403630937,0.004931714966612043,0.005538604082280587,0.00496374549631444,0.005416319232384132,0.004132065888981622
1991M03,0.0011519219551124206,0.005789043430641484,0.0014161454019429472,0.004137419213051511,0.002936853082027651,0.003970279899095216,0.0043587260507690125,0.003970279899095216,0.004403632735883614,0.003946323291329687,-0.0013052629631016763,0.01161892471773006,-0.001076552460885124,0.007613756617588038,0.00042563658274856703,0.006937716179302035,0.002473721034584271,0.006370992234708217,0.0031380649497380537,0.005942014311708267,-0.001494707412329991,0.009370008197321446,-8.278473900962484e-05,0.0055465660764736704,0.0008729422117761446,0.005148346277028459,0.0028121711960865685,0.005282778457622218,0.0037211194403474653,0.004569212946269771,-0.0006477336950870775,0.008327711942558045,0.0007253656018857069,0.0055547449370442255,0.0016259506601626604,0.004866834561819181,0.004403621918322666,0.005007193304838399,0.00444563163058172,0.004911320399480879,0.0016716385854148145,0.00782170257756549,0.0019387720102205213,0.006426610111763565,0.003405334721354643,0.00559468884299549,0.004800402732739239,0.005406404455144988,0.004834995417308784,0.0052909017235655996,0.004007547625086703
1991M04,0.0009116524854407037,-0.013633392399165037,0.0011755765075567438,0.0038906013999952774,0.0026953854165511293,0.0037307233491166575,0.004106588639408535,0.0037307233491166575,0.00415659941494098,0.0037146670206883803,-0.0015518913688606552,-0.011474260302046619,-0.0013029418350482026,0.007303474632630226,0.0002002661786534808,0.006659434355389051,0.002240352216382691,0.0061050542304921535,0.0029150071720923996,0.0056969485337633,-0.0017041261140815667,-0.01405984045828464,-0.000304617006633918,0.005283915152592465,0.0006554735099071989,0.00490390252781589,0.0025878066597274413,0.005042026951303722,0.003494272223617983,0.00434744483641608,-0.0008652227134904481,-0.015089338122612253,0.0004962948395296712,0.005294921480533142,0.0014048675146045263,0.004625385618087564,0.004161959004547927,0.004769312477194736,0.004208663569097307,0.004683913533996541,0.0014247904242202802,-0.014004831720245463,0.0016947209218356614,0.006154071052654385,0.0031612576998568524,0.005340079549604741,0.004546135666652805,0.005156557459401992,0.004585936498998209,0.005052548446529322,0.0015663770096095203
1991M05,9.259492414069137e-05,-0.016819614900377235,0.0003633724467404846,-0.010432468380378545,0.0019217263609751355,-0.012446359370491874,0.0033344589645998937,-0.012446359370491874,0.0034008900541332744,-0.02420184769213372,-0.002479259913709184,-0.01277032596342499,-0.002147075309495031,-0.01057769693706859,-0.0005901389261905894,-0.013970127752739989,0.0014806555728037935,-0.013459601799997788,0.0022041865448223716,-0.01994307543335119,-0.0025004403711002842,-0.0158653087425802,-0.0010985470734478234,-0.007082381084165224,-9.473828237403965e-05,-0.009090865272995203,0.0018652178524340268,-0.01284081802358198,0.0027848219669286303,-0.01605105656871136,-0.0016620693348038144,-0.017447605470038346,-0.00029772037093484004,-0.00749706932977598,0.0006630942569285166,-0.0063202285469111715,0.0034224438279553673,-0.010783754397446985,0.003484225506069329,-0.024201847692133724,0.0005993186386855257,-0.01681639398126295,0.0008860907591479048,-0.01286854292845259,0.0023910962212384764,-0.010888612224314097,0.0037777013545948843,-0.010783754397446998,0.003833774662937791,-0.02420184769213371,-0.006483437672386519
1991M06,-0.00017543252820504193,-0.017101851007170567,9.531145695262667e-05,-0.011550984413927072,0.0016542336896474218,0.0029878573081636504,0.0030572135459280766,0.0029878573081636504,0.003128949632720265,0.0029954289213278687,-0.0027566275775085225,-0.012980976028959264,-0.0024032668016840944,-0.010971980214882705,-0.0008434821766685812,0.005867518946789615,0.0012211242886614622,0.005336380245176367,0.0019560426358568913,0.004979500564862043,-0.002739405225409828,-0.016063664603727917,-0.0013487797764041164,-0.007847394117412509,-0.00033931658275460373,0.0041721461599592965,0.0016154003357500058,0.004323934380480385,0.002533250310404994,0.0036713625103869003,-0.0019084342654341938,-0.017637151981212233,-0.0005545867365363919,-0.008438439955515168,0.00041553066834193464,0.0038965610071754805,0.003156060077489206,0.004054031395795202,0.003222747857924195,0.0039978059503078586,0.0003250353380120765,-0.017069090546241943,0.0006149616088465592,-0.01354154952748421,0.0021213352668890107,0.004587896410162108,0.003498631793381051,0.004414328630913032,0.0035601036588646553,0.004341675988722286,-0.0010296439234616555
1991M07,-2.9278989010893107e-05,0.0055044842790801015,0.00023644213440759786,0.0031294508020113278,0.0017683339592661589,0.003082710000395383,0.0031533887562554055,0.003082710000395383,0.0032222852031825715,0.003087238595956901,0.00993485295924975,0.01119213789357523,-0.002218689860289299,0.006437011656109856,-0.0006928555116402046,0.005932811680184399,0.001338769104184281,0.005405980002601516,0.0020576211415255343,0.005048487000426213,-0.0025597933376181646,0.009030016017993012,-0.001190250409390632,0.0045072832906907735,-0.00020281687187292057,0.0042516983633525875,0.0017227030446970069,0.004400314210125635,0.0026279024264795866,0.0037503702305357175,-0.0017411465587128551,0.008016318155754331,-0.00040739930293816134,0.004526703086037604,0.0005407353608405405,0.0039789838892435965,0.0032471453154705276,0.004133165337529078,0.0033112675468704913,0.004074387830066749,0.00046508561054504015,0.007516332711773601,0.0007482258478569017,0.005367770791863113,0.002228977738209302,0.0046647183386254384,0.003588963596558594,0.004492168936753054,0.0036478595527673226,0.004417105096772719,0.0032765737330949364
1991M08,-0.00025245797333775055,0.00521808405327986,1.2756696043937329e-05,0.0028911806317898827,0.00154253986318387,0.002852541439879051,0.0029174482840337154,0.002852541439879051,0.0029906318000833968,0.0028641419641620876,-0.002548544930891037,-0.012404461291408693,-0.0024281058196207166,0.006139509913916405,-0.0009029764431284391,0.005666660089224351,0.0011201767548180777,0.005151095803763839,0.0018473073065289457,0.004812470783540551,-0.00275483408579526,0.008689483293225936,-0.0013969514127090746,0.004253872104110216,-0.0004067092920536674,0.004016596991687717,0.0015114964016466226,0.0041684611909512375,0.002413952556634946,0.003535913452471526,-0.0019437006325613774,0.00770373635759087,-0.0006208785427640658,0.0042758352841443725,0.0003331932950907526,0.0037466940070025327,0.0030200590654329224,0.0039040107918152478,0.003088161401615283,0.0038547031454239677,0.00023595042622353462,0.0072096330953040225,0.0005211510180216407,0.005104903698676265,0.002000602876381287,0.004420319885712116,0.003350876518228503,0.004252113690660416,0.003414164876547241,0.004187402698923589,0.002328655090467594
1991M09,-0.00034695424777174183,0.005060340181761358,-8.374803009532105e-05,0.0027707314398596346,0.0014355872819863218,0.0027363026349772374,0.0027980117968312776,0.0027363026349772374,0.0028729394124425906,0.0027513431173258112,-0.0026280040871572673,0.010767205428122154,-0.002501043024762136,0.00597092573815512,-0.0009877109615315128,0.0055176621847618035,0.0010189776050288288,0.005010661689768506,0.0017459188991317538,0.004683732013151111,-0.0028203197597711327,0.008483634167384247,-0.0014768713375688872,0.004118611048350398,-0.0004922415528639868,0.0038920383996726058,0.0014114794797142564,0.004044875128783796,0.0023079115808106684,0.0034242367050594854,-0.0020180630658141316,0.007518923783365473,-0.0007088932693109111,0.0041417924851127885,0.0002415444959414653,0.0036248895270760465,0.002904489951090386,0.003783069233639167,0.002974239114469744,0.003738887297623802,0.00013563976608048063,0.0070305659078494075,0.0004198568779772839,0.004960392299497252,0.0018898338774446088,0.004288960876217272,0.003228099693292105,0.0041238429822433725,0.003293286648397867,0.004064852721451151,0.0026771749354035767
1991M10,-0.0005749797757964136,-0.015495683857565792,-0.00031218263590664417,0.0025287975090023413,0.0012055360709878943,0.002502287772843425,0.002558361414632341,0.002502287772843425,0.002637501250543513,0.0025242676905864714,-0.002865519643306038,-0.012308681376281055,-0.002716394038575977,0.005672087948992048,-0.0012031295036963067,0.005249079351627431,0.0007958797369116464,0.0047529555874806124,0.0015311684688417493,0.004444390286258756,-0.0030216150498913476,-0.015134570527413137,-0.0016891068351537729,0.0038621837883695445,-0.0007013381026140436,0.0036534407983641044,0.001195759034718509,0.0038094889975100036,0.0020897231084277003,0.0032058087726545,-0.0022264284900971347,-0.016356877647867585,-0.0009275166125357197,0.0038878465636768143,2.9090574390290222e-05,0.0033889903992281186,0.0026735347053663118,0.00355027523994107,0.0027472054820263563,0.0035153824268857794,-9.806333857774861e-05,-0.015625178134644094,0.00018825939512847725,0.0046949136282137425,0.0016573719633874748,0.004041351752443186,0.002986444705679881,0.00388044535865039,0.0030559422073848054,0.0038315784385950687,0.00019184745265341945
