,sup12_1_buy.csv,sup12_1_sell.csv,sup12_2_buy.csv,sup12_2_sell.csv,sup12_3_buy.csv,sup12_3_sell.csv,sup12_4_buy.csv,sup12_4_sell.csv,sup12_5_buy.csv,sup12_5_sell.csv,sup1_1_buy.csv,sup1_1_sell.csv,sup1_2_buy.csv,sup1_2_sell.csv,sup1_3_buy.csv,sup1_3_sell.csv,sup1_4_buy.csv,sup1_4_sell.csv,sup1_5_buy.csv,sup1_5_sell.csv,sup3_1_buy.csv,sup3_1_sell.csv,sup3_2_buy.csv,sup3_2_sell.csv,sup3_3_buy.csv,sup3_3_sell.csv,sup3_4_buy.csv,sup3_4_sell.csv,sup3_5_buy.csv,sup3_5_sell.csv,sup6_1_buy.csv,sup6_1_sell.csv,sup6_2_buy.csv,sup6_2_sell.csv,sup6_3_buy.csv,sup6_3_sell.csv,sup6_4_buy.csv,sup6_4_sell.csv,sup6_5_buy.csv,sup6_5_sell.csv,sup9_1_buy.csv,sup9_1_sell.csv,sup9_2_buy.csv,sup9_2_sell.csv,sup9_3_buy.csv,sup9_3_sell.csv,sup9_4_buy.csv,sup9_4_sell.csv,sup9_5_buy.csv,sup9_5_sell.csv,average
1991M01,-3.9315652901543985e-05,0.002496980949680636,0.0007489976649889334,0.0018180239520082333,0.00021464898776914736,0.0005973609488109471,0.0004973964435979732,0.0005973609488109471,0.0004973964435979732,0.0005973609488109471,-0.005153982214153957,0.004966935234874284,-0.0024363884803570938,0.0038842171903913964,-0.001019252640939746,0.0013807114436683971,-0.000975602641832378,0.0011024681522189175,-0.0004457971908209636,-0.0001843372707705025,-0.0036465387084065348,0.00495157607325479,-0.0012141557033352255,0.002330713713946313,-0.0009629938850445805,0.0004570818880922524,-0.0009195986082965622,0.0004974864659632176,-0.0003804109509985031,-1.364282502663188e-05,-0.0010508984655714917,0.002913755667565317,0.0010975751953029255,0.0022267324521809324,0.00028345287335426923,0.0011917544690283218,0.00041315194996547103,0.0011917544690283218,0.0006762326904716904,0.000927726079298072,-0.0004389814346067699,0.002957283513836959,0.0009825259139553872,0.0022678420847708157,0.00038069983726670917,0.001039886288553492,0.0005114237174368194,0.001039886288553492,0.0007817020668393646,0.001039886288553492,0.0006135618524676934
1991M02,7.518132989553382e-05,0.0025799208659851025,0.0008447661952556023,0.001903933052763824,0.0003151846935461785,0.000689721083919749,0.0005927851401475264,0.000689721083919749,0.0005927851401475264,0.000689721083919749,-0.004961641212398555,0.005028537956578141,-0.002301157543997856,0.003949097617471218,-0.000914420775337789,0.001462360155543019,-0.0008732542441746471,0.0011844433067977084,-0.0003505113147625328,-9.244897372263228e-05,-0.003488581206868433,0.005006604827474312,-0.0011005590052225532,0.002409971716227532,-0.0008565966625517187,0.0005462586408760527,-0.0008157632830210371,0.0005853928135445189,-0.00028389776599600824,7.74877205914708e-05,-0.0009226688023418895,0.0029899205309570696,0.0011875360417970431,0.002306262138632305,0.0003790828842490782,0.001274476263530598,0.0005045739900593142,0.001274476263530598,0.0007641097027595319,0.0010122429886045843,-0.0003210895851560247,0.0030329422394813677,0.0010757281997279204,0.002346920017017904,0.0004783690209440128,0.0011258459582545383,0.0006046790320391013,0.0011258459582545383,0.0008712096117096371,0.0011258459582545383,0.0007084270169771305
1991M03,0.0002014807069191706,0.0026752668440309384,0.0009517179648710953,0.002001493007731794,0.0004266808688831124,0.0007927582789296581,0.0006990119176184038,0.0007927582789296581,0.0006990119176184038,0.0007927582789296581,0.011687538702884245,0.005104967565271422,-0.0021552532008082058,0.004026514070142596,-0.0007995816686524532,0.001554579843986399,-0.000761044698115857,0.0012766752067305575,-0.0002454175974802137,9.218743009477694e-06,0.012830764200950522,0.005075011142804515,-0.0009765075525372537,0.0025008987193446013,-0.0007400216558604794,0.0006456514875329627,-0.0007019009831903248,0.0006834407376837075,-0.00017741012749234852,0.00017850525658470338,0.00812806164752084,0.003078362007611367,0.0012885657541170852,0.0023973280827763134,0.000485322534925696,0.0013676431223063447,0.0006063715401575311,0.0013676431223063447,0.000862329695800339,0.0011070673612641586,-0.00019161407239088205,0.0031208892137388334,0.001180169512773063,0.0024375440277011992,0.0005869430632731299,0.0012223962920083398,0.0007085929492333489,0.0012223962920083398,0.0009713434830175099,0.0012223962920083398,0.0016443863635881544
1991M04,6.859225229574671e-05,0.0025151586489134616,0.000822193707871708,0.0018575860742833998,0.0003041200305325272,0.0006714644400010702,0.0005761676483091306,0.0006714644400010702,0.0005761676483091306,0.0006714644400010702,-0.004758446794057268,-0.0112310089171495,-0.002254573031200026,0.00385468961552652,-0.0009005077104899,0.001429346004579882,-0.0008604004023269723,0.0011577260418959184,-0.00034776307237258824,-9.455001100062884e-05,-0.0033198560853595115,0.0048825224632940804,-0.0010818984940324046,0.00235312766874225,-0.0008435618186625928,0.0005316739203134977,-0.0008037846788068089,0.0005701957504360581,-0.0002823777025748445,7.216050948417088e-05,-0.0007828254553271582,0.00291731200825133,0.001158222557378254,0.0022522596309607415,0.00036716579542571957,0.0012454697785967543,0.0004905259017790219,0.0012454697785967543,0.0007451104052917871,0.0009886100282803128,-0.00031838644289880133,0.002959355950672804,0.0010481887875166656,0.0022920431463703053,0.0004639853685431828,0.0010992319497275392,0.0005881579401996209,0.0010992319497275392,0.0008494709434307473,0.0010992319497275392,0.0003722984911801662
1991M05,-0.0001688104578948019,0.002252363252672024,0.0005969784468933775,0.0016162205645184576,8.67288636417481e-05,0.0004591462050102385,0.0003604541589029385,0.0004591462050102385,0.0003604541589029385,0.0004591462050102385,-0.004958313384185913,-0.011491495543062145,-0.0024534023476054244,-0.016875877497876352,-0.0010893187115928273,0.0012158422121419277,-0.0010459969777723472,0.0009529092146008012,-0.0005346815560335109,-0.00028208233334406217,-0.0035201876705210633,-0.018165957547915758,-0.0012805185180536326,-0.014944858813976426,-0.001036675472181689,0.0003309074323865277,-0.000993534738469767,0.00037097444972627254,-0.00047347925611309716,-0.00011868249363335862,-0.0010157446859076831,0.002655903549460964,0.0009341989804879452,0.0020118309027155044,0.00015792128411746612,0.0010358240445900726,0.00028622622799597875,0.0010358240445900726,0.0005403225292783578,0.000783449923930585,-0.0005486123553263014,0.0026974750880350024,0.000820569323563388,0.002051191189237735,0.00024719342903657096,0.0008868827143431924,0.0003766811850047627,0.0008868827143431924,0.0006374958257555253,0.0008868827143431924,-0.0010508840664243781
1991M06,-8.736458338536658e-05,0.002305370268260141,0.0006635047856042475,0.0016732179845174644,0.00015787731948325136,0.0005237245492043959,0.0004273574901837873,0.0005237245492043959,0.0004273574901837873,0.0005237245492043959,-0.004807993206861712,0.004888980825253512,-0.0023515503587789965,0.003582748824070137,-0.0010123350641311065,0.001271193070513618,-0.0009708745475629293,0.0010091740392217927,-0.00046568468399221937,-0.00021603588419020825,-0.0033988252484867918,0.004585692306971899,-0.0011968705676201662,0.0021090290827978017,-0.0009586984516267126,0.0003936319389773797,-0.0009174720907496154,0.00043272922495928825,-0.0004037579364853707,-5.353746476243882e-05,-0.0009224185057861107,0.002703248850293907,0.0009958771417656561,0.002063464057680879,0.00022551187752055206,0.0010923736270884942,0.00035060248427199684,0.0010923736270884942,0.0006016365494240089,0.000841864502030541,-0.00046377607146548056,0.0027443584828837904,0.0008847420740987836,0.0021024100253976105,0.0003159541217725456,0.0009460013213047898,0.00044208417939897504,0.0009460013213047898,0.0006996689425740462,0.0009460013213047898,0.0005453203627986144
1991M07,-0.00019401778798912897,0.0021730307530154584,0.0005579177921238254,0.00155464282948519,5.8591505998718804e-05,0.00042474859734577546,0.000327355428782776,0.00042474859734577546,0.000327355428782776,0.00042474859734577546,-0.004866303874132392,0.004700009411914435,-0.0024281234365181098,0.003437686652819177,-0.0010929113643633468,0.0011678849968690995,-0.0010503322301886613,0.0009112112296167657,-0.0005483191968777615,-0.00030018870877499026,-0.0034686415857285158,0.004422220924466225,-0.0012804662850029564,0.0019858176394859503,-0.0010413600840236989,0.0003005519528689489,-0.0009989518478712028,0.00034015375006699305,-0.000488515774354818,-0.00013995314479687757,-0.0010218420881434377,0.002569445603713572,0.0008890534302321672,0.0019432941551163238,0.000129488526371673,0.0009917524821779736,0.0002561462431874952,0.0009917524821779736,0.0005056890909674347,0.0007445559068367033,-0.000565001582893018,0.002610103482099175,0.0007768505255298766,0.001981834435669341,0.0002160684002389857,0.0008448474581026432,0.0003439165480334772,0.0008448474581026432,0.0005999383981515913,0.0008448474581026432,0.0004427635836297287
1991M08,-8.175690868829588e-06,0.0023305073986010397,0.0007206807927794293,0.0017103405771297406,0.0002247888258938078,0.0005808385998788319,0.00048754116305212294,0.0005808385998788319,0.00048754116305212294,0.0005808385998788319,0.010975614432916872,0.004851255118976816,-0.0022283994759624086,0.003579535468235643,-0.0009283940037965472,0.0013124377955247993,-0.0008892557386524933,0.0010541252817102898,-0.000394735123672351,-0.00015022368567145362,-0.003243476012530265,0.004559275038618545,-0.0011042023335957516,0.002136976704919969,-0.0008741746134492641,0.000450508746353515,-0.0008353208978373478,0.0004883553714156095,-0.00033264128703933333,9.91850975325226e-06,-0.0008222125370645784,0.0027191899868875317,0.001045183485035049,0.0020917749252256142,0.0002884732354829061,0.0011366032026830625,0.0004093822680687336,0.0011366032026830625,0.0006551253151631904,0.0008903631306580194,-0.0003771023557973452,0.0027594059318124184,0.0009373564876967602,0.0021299178832987022,0.00037899628362765634,0.000993896317695093,0.0005007990216382232,0.000993896317695093,0.0007528120919143668,0.000993896317695093,0.0009149455967518535
1991M09,8.609761552006324e-05,0.0023980449204200546,0.0007998210079973074,0.001780820590744342,0.00030813865476489563,0.0006574947482696342,0.0005666389919737016,0.0006574947482696342,0.0005666389919737016,0.0006574947482696342,-0.004604424457714492,0.004897731615965978,-0.0021157171458561575,0.0036327624944953807,-0.0008404985282084332,0.001380022551077691,-0.0008033320907370442,0.0011222197459526862,-0.0003148147902687112,-7.320006451249977e-05,-0.0031117917665003567,0.004603788070953918,-0.001009344668073699,0.0022030125922034194,-0.0007851213134723037,0.0005248227568884966,-0.0007482952643610029,0.0005616403852937383,-0.00025182419372583886,8.6193314927832e-05,-0.0007165462368237127,0.002781095706212735,0.0011194958690260144,0.0021569243839899602,0.00036796788255716485,0.0012051996389582829,0.00048548641539007946,0.0012051996389582829,0.0007282215447797164,0.0009606044154124025,-0.00027981088063329233,0.0028208792216223005,0.0010142857264358893,0.0021946781282051603,0.00045997053963269603,0.0010651584659468688,0.0005782322533129148,0.0010651584659468688,0.000827077570685686,0.0010651584659468688,0.0006787390295618891
1991M10,9.962008640972349e-05,0.0023862905459206985,0.0008050414267698527,0.0017760352492570727,0.0003182236928820401,0.000663832707098572,0.0005739919672139506,0.000663832707098572,0.0005739919672139506,0.000663832707098572,-0.004532216324492619,0.004852401373567407,-0.0020799633998943297,0.003607857978065101,-0.0008205250004798444,0.0013794302138384537,-0.0007840595947623498,0.0011239872252302,-0.000300248207619177,-6.0900573087795436e-05,-0.0030625869416894737,0.004566853850678911,-0.0009865408726369054,0.0021938747558557467,-0.0007652933532840836,0.0005320871578939162,-0.0007291754705569272,0.00056850404057724,-0.00023756540590579462,9.71794680666839e-05,-0.0006937014199326671,0.0027655164164283384,0.0011214478155354517,0.0021484366878534887,0.000377089753556414,0.0012062315169908827,0.0004932542289516613,0.0012062315169908827,0.0007336698866473037,0.0009638708195506299,-0.0002624581268603298,0.002804876702950566,0.001017339834921175,0.002185809081117019,0.0004684524398985032,0.0010675309565179284,0.0005853323515164367,0.0010675309565179284,0.0008317400935027662,0.0010675309565179284,0.0006848705289099937
