,osc12_10_buy.csv,osc12_10_sell.csv,osc12_5_buy.csv,osc12_5_sell.csv,osc1_10_buy.csv,osc1_10_sell.csv,osc1_5_buy.csv,osc1_5_sell.csv,osc3_10_buy.csv,osc3_10_sell.csv,osc3_5_buy.csv,osc3_5_sell.csv,osc6_10_buy.csv,osc6_10_sell.csv,osc6_5_buy.csv,osc6_5_sell.csv,osc9_10_buy.csv,osc9_10_sell.csv,osc9_5_buy.csv,osc9_5_sell.csv,average
1991M01,-0.0031950574785616064,-0.0031950574785616077,-0.0032206121181562845,-0.003220612118156284,0.008131722817749109,0.008131722817749109,0.008131722817749109,0.008131722817749109,-0.004525997163188832,-0.004525997163188836,-0.005953201618281864,-0.005953201618281869,-0.004444501349657884,-0.004444501349657883,-0.002923993768956714,-0.0029239937689567157,-0.003777096509124566,-0.003777096509124567,-0.003037227914674841,-0.003037227914674841,-0.0014814242285104379
1991M02,-0.002984074288597981,-0.002984074288597985,-0.003005619812437431,-0.0030056198124374335,0.008158367039779239,0.008158367039779247,0.008158367039779239,0.008158367039779247,0.005342792908620171,0.005342792908620176,0.005631290816966016,0.005631290816966019,-0.004196136434141566,-0.004196136434141564,0.004244502921500094,0.0042445029215000905,-0.0035635315022152017,-0.0035635315022152086,-0.0028179092860093884,-0.0028179092860093928,0.001496804940324319
1991M03,-0.002760002103540953,-0.002760002103540952,-0.0027774539988987927,-0.0027774539988987927,0.008207895705663593,0.00820789570566359,0.008207895705663593,0.00820789570566359,0.005456442612689561,0.005456442612689558,0.0057266311600398835,0.0057266311600398835,0.006997522423267596,0.006997522423267597,0.004366009073922373,0.004366009073922374,-0.003337374986308917,-0.003337374986308918,0.006086180536209494,0.006086180536209492,0.003617374612870742
1991M04,-0.002894422036323707,-0.0028944220363237077,-0.0029137914404918,-0.0029137914404917947,-0.0074156032340673885,-0.00741560323406739,-0.0074156032340673885,-0.00741560323406739,0.005111640934590352,0.005111640934590362,0.005415137287889663,0.005415137287889667,-0.00393507563705345,-0.003935075637053454,-0.0026762352151924584,-0.0026762352151924644,-0.00345857284489896,-0.003458572844898965,-0.0025851120741837005,-0.002585112074183696,-0.002276763749379884
1991M05,-0.0031714636043835166,-0.0031714636043835144,-0.0031949890111950124,-0.003194989011195017,-0.007638576295964353,-0.007638576295964361,-0.007638576295964353,-0.007638576295964361,-0.004288879687215199,-0.004288879687215198,-0.0056623122685170064,-0.005662312268517006,-0.004218057795450662,-0.004218057795450656,-0.0030227412075238156,-0.003022741207523814,-0.0037184108138096136,-0.0037184108138096127,-0.0028861786631651856,-0.0028861786631651848,-0.004544018564318871
1991M06,-0.0030138316633083594,-0.0030138316633083677,-0.0030344815566613476,-0.0030344815566613493,0.007836704674091751,0.007836704674091758,0.007836704674091751,0.007836704674091758,-0.004102115348687846,-0.004102115348687842,-0.005429362400129166,-0.005429362400129171,-0.004029328330706985,-0.004029328330706987,-0.002831592710755549,-0.0028315927107555477,-0.0035572685192908973,-0.0035572685192908956,-0.002722792675038663,-0.002722792675038663,-0.0013047363856395309
1991M07,-0.0031132011236961795,-0.003113201123696182,-0.003135081010284078,-0.0031350810102840827,-0.007391871941381468,-0.007391871941381471,-0.007391871941381468,-0.007391871941381471,-0.00419016012311126,-0.004190160123111263,-0.005502880294463485,-0.005502880294463483,-0.004120053635003807,-0.004120053635003804,-0.0029568993876944354,-0.002956899387694428,-0.003645560729279334,-0.003645560729279333,-0.0028334492965710837,-0.002833449296571085,-0.004428102948286661
1991M08,-0.0028183658209777907,-0.002818365820977792,-0.002835373166191749,-0.0028353731661917474,0.007510109367250095,0.007510109367250097,0.007510109367250095,0.007510109367250097,0.004592055592576446,0.004592055592576442,0.004946715867671829,0.004946715867671826,-0.003784545725319852,-0.0037845457253198505,-0.002599439605409022,-0.0025994396054090244,-0.0033515682353823188,-0.003351568235382324,0.0056866405717378365,0.005686640571737833,0.0014856338213205566
1991M09,-0.0026497869000060084,-0.002649786900006009,-0.0026639823320959476,-0.002663982332095945,0.007528004043488645,0.007528004043488643,0.007528004043488645,0.007528004043488643,0.004669742918407549,0.004669742918407544,0.005009746332251467,0.005009746332251466,-0.0035867881832319292,-0.003586788183231923,-0.0023980603055991983,-0.0023980603055991953,-0.0031801480887227052,-0.003180148088722701,0.005750044692474055,0.005750044692474058,0.0016006776220454575
1991M10,-0.0025914570563812245,-0.00259145705638123,-0.002604570021669447,-0.0026045700216694493,0.007415070196633924,0.00741507019663392,0.007415070196633924,0.00741507019663392,0.004603995850722674,0.0046039958507226725,0.0049449550363607235,0.004944955036360731,-0.0035089559506968297,-0.003508955950696829,-0.0023317263275263672,-0.002331726327526368,-0.0031159082236483938,-0.0031159082236483834,0.0056515246430074995,0.005651524643007502,0.0015877998343436482
1991M11,-0.002669055946518557,-0.0026690559465185584,0.006582291702435256,0.006582291702435263,-0.006996241928096482,-0.006996241928096484,-0.006996241928096482,-0.006996241928096484,-0.0038589328815172505,-0.003858932881517249,0.0047227009758052454,0.004722700975805244,0.006612595607111435,0.006612595607111433,0.004079711907070628,0.004079711907070628,-0.003183934593397811,-0.003183934593397804,-0.002524104487663204,-0.0025241044876632033,-0.00042312115728672194
1991M12,-0.002651767127875202,-0.002651767127875204,-0.0026831172342310344,-0.0026831172342310318,-0.006905464825037257,-0.006905464825037257,-0.006905464825037257,-0.006905464825037257,-0.0038208361475484632,-0.003820836147548464,-0.005112722988210251,-0.005112722988210249,-0.0035782813339024578,-0.0035782813339024578,0.003979010988006002,0.003979010988006,-0.003159974927398992,-0.0031599749273989977,-0.002507195505977817,-0.0025071955059778146,-0.003334581392721273
1992M01,-0.0024375890171734783,-0.00243758901717347,0.006370683009174229,0.006370683009174233,0.0071407692917680125,0.00714076929176801,0.0071407692917680125,0.00714076929176801,-0.003564965602556332,-0.003564965602556334,0.004617929117885095,0.004617929117885088,0.006444440726932372,0.006444440726932375,0.004132151483433532,0.00413215148343354,-0.0029447029594627337,-0.0029447029594627415,-0.002271850596010226,-0.0022718505960102275,0.002462763474575849
1992M02,-0.002464140238084592,-0.0024641402380845916,-0.002462276712982065,-0.002462276712982062,-0.006591588316053627,-0.00659158831605363,-0.006591588316053627,-0.00659158831605363,0.004362653998288454,0.0043626539982884495,0.0044684756838741105,0.004468475683874102,0.006224160774897549,0.006224160774897548,0.00398335449385095,0.003983354493850949,0.008538856928529898,0.008538856928529896,0.005355931053466969,0.005355931053466968,0.0014823839349734009
1992M03,-0.002450182142636476,-0.002450182142636473,-0.002447747035230493,-0.0024477470352304905,-0.006509899601042806,-0.006509899601042815,-0.006509899601042806,-0.006509899601042815,0.004253071861143909,0.004253071861143909,0.004371530192820893,0.004371530192820887,-0.0033300788713509126,-0.0033300788713509157,-0.0024302185055672565,-0.0024302185055672582,0.008276118607506157,0.008276118607506166,0.005211226152959753,0.005211226152959752,-0.00015660789424400465
1992M04,-0.002606719038680951,-0.0026067190386809525,-0.0026109324636065133,-0.002610932463606513,-0.006627462301806647,-0.006627462301806644,-0.006627462301806647,-0.006627462301806644,-0.0035770319305596827,-0.0035770319305596797,-0.004802765063295198,-0.004802765063295202,-0.003492258167996023,-0.003492258167996023,-0.002630282194263135,-0.002630282194263134,-0.0029636836886966804,-0.002963683688696673,0.004810285765399594,0.004810285765399594,-0.003112831138531188
1992M05,-0.0025291733692088744,-0.0025291733692088736,0.006095812241688379,0.006095812241688382,0.0069391895336181515,0.006939189533618157,0.0069391895336181515,0.006939189533618157,-0.0034742101411311226,-0.0034742101411311256,-0.004664627628208635,-0.004664627628208643,-0.003392236312179292,-0.003392236312179293,-0.0025313078151785865,-0.0025313078151785865,-0.0028813784905577207,-0.0028813784905577216,-0.0023038110010373605,-0.0023038110010373614,-0.00018025534485769068
1992M06,-0.0024453874964628416,-0.002445387496462841,-0.002530097204782464,-0.002530097204782463,0.006885730282340079,0.006885730282340078,0.006885730282340079,0.006885730282340078,-0.0033650644232114148,-0.0033650644232114104,-0.0045205059233323994,-0.0045205059233323994,-0.003285901175831215,-0.003285901175831217,-0.002425143468934116,-0.0024251434689341192,-0.0027929583398992024,-0.002792958339899202,-0.002210744880423314,-0.002210744880423315,-0.0009804342348196811
1992M07,-0.0025319534044840764,-0.0025319534044840764,-0.002620246043266241,-0.0026202460432662405,-0.0064761289406753955,-0.006476128940675388,-0.0064761289406753955,-0.006476128940675388,-0.003449562923077387,-0.003449562923077387,-0.004597013531511823,-0.004597013531511823,-0.0033703223531974004,-0.003370322353197404,-0.002534747058199092,-0.0025347470581990952,-0.0028750103408628188,-0.002875010340862822,-0.002313733201821444,-0.002313733201821441,-0.003724484673777108
1992M08,-0.0025588595867013456,-0.002558859586701344,-0.002647413469944142,-0.0026474134699441426,-0.00644816692062624,-0.006448166920626238,-0.00644816692062624,-0.006448166920626238,-0.0034666799186477302,-0.0034666799186477337,-0.00459756471324821,-0.004597564713248208,-0.0033883268284007366,-0.003388326828400745,-0.002568551712380258,-0.0025685517123802603,-0.0028975183572290822,-0.0028975183572290827,-0.0023478052961686483,-0.0023478052961686453,-0.0037369053723972636
1992M09,-0.0026269132044018694,-0.002626913204401876,-0.0027179158954787966,-0.002717915895478797,-0.006470359882781723,-0.006470359882781714,-0.006470359882781723,-0.006470359882781714,-0.0035305144253105266,-0.0035305144253105244,-0.004651395853115865,-0.0046513958531158705,-0.003452365822156269,-0.003452365822156266,-0.002653734945279673,-0.0026537349452796723,-0.0029612851550495133,-0.0029612851550495116,-0.0024287805148479873,-0.002428780514847985,-0.003796362558120394
1992M10,-0.002812801919582388,-0.002812801919582395,-0.0029123908234178018,-0.002912390823417803,-0.006632531214194373,-0.006632531214194379,-0.006632531214194373,-0.006632531214194379,-0.003727239720994086,-0.0037272397209940854,-0.004855310370032175,-0.004855310370032178,-0.0036474442193324807,-0.0036474442193324763,-0.0028856767495541095,-0.002885676749554102,-0.003142994220846934,-0.0031429942208469363,-0.0026440552277622086,-0.002644055227762205,-0.003989297567991093
1992M11,-0.0026448279440455004,-0.002644827944045506,-0.002734397564686325,-0.0027343975646863293,0.006614599897654684,0.00661459989765469,0.006614599897654684,0.00661459989765469,-0.0035255684734954804,-0.0035255684734954765,-0.004610804112705024,-0.004610804112705022,-0.003449628680726473,-0.003449628680726474,-0.0026752341826547206,-0.0026752341826547215,-0.002970943797146284,-0.002970943797146286,-0.002454799659780965,-0.0024547996597809665,-0.0011837004619931406
1992M12,-0.0025924945553540404,-0.00259249455535404,-0.002678232084002471,-0.002678232084002473,0.006531798398171349,0.006531798398171346,0.006531798398171349,0.006531798398171346,-0.0034547180844249313,-0.003454718084424932,-0.004514537742837955,-0.004514537742837957,-0.003380761942761868,-0.003380761942761873,-0.002609753211271251,-0.0026097532112712516,-0.0029146333858560344,-0.002914633385856033,-0.0023978370266082537,-0.0023978370266082532,-0.0011479371236774115
1993M01,-0.002362844918742768,-0.00236284491874277,-0.0024358693325165926,-0.002435869332516599,0.006694693920879711,0.006694693920879715,0.006694693920879711,0.006694693920879715,0.0039144240035314665,0.003914424003531468,0.00407466821471204,0.004074668214712041,-0.0031161061130799573,-0.003116106113079958,-0.0023250042785152394,-0.00232500427851524,-0.002681102558515826,-0.0026811025585158233,-0.00213939507715634,-0.0021393950771563383,0.0006318157781476208
1993M02,-0.0022331758054020146,-0.0022331758054020216,-0.002298803958336636,-0.0022988039583366426,0.006724285318960366,0.0067242853189603624,0.006724285318960366,0.0067242853189603624,0.003998331941683261,0.00399833194168326,0.004145377617682961,0.004145377617682958,-0.0029628762878831103,-0.0029628762878831155,0.003889758739295381,0.003889758739295383,-0.002547644663749205,-0.002547644663749207,-0.0019952227031153087,-0.001995222703115307,0.0013444315518096046
1993M03,-0.002060474157691539,-0.0020604741576915383,-0.002116763610085705,-0.0021167636100857053,0.006815113555960818,0.006815113555960826,0.006815113555960818,0.006815113555960826,0.00414919144718872,0.004149191447188726,0.0042750820963127455,0.004275082096312748,0.006070773573992157,0.006070773573992152,0.00403478764625629,0.004034787646256295,-0.002371243382411105,-0.002371243382411106,0.00477761067165113,0.00477761067165113,0.003038919139713435
1993M04,0.006812713371449304,0.006812713371449305,0.006039380759633414,0.006039380759633409,0.00703948585812237,0.007039485858122361,0.00703948585812237,0.007039485858122361,0.004447888805909973,0.0044478888059099695,0.004535079923974085,0.0045350799239740796,0.006366933717527596,0.006366933717527593,0.004320456867057011,0.0043204568670570116,0.007704066529110409,0.007704066529110402,0.005105557276104103,0.005105557276104101,0.0059411048967010615
1993M05,0.007444885612765882,0.007444885612765882,0.006628739431353648,0.00662873943135364,0.007395848941846063,0.0073958489418460595,0.007395848941846063,0.0073958489418460595,0.004891943935121224,0.004891943935121224,0.00492398911149209,0.004923989111492087,0.006825321267193654,0.006825321267193657,0.00474476226759973,0.004744762267599734,0.008266542023386716,0.008266542023386716,0.005597665688340543,0.005597665688340534,0.00641155472209456
1993M06,0.006760455795880652,0.006760455795880652,0.006028925458491104,0.006028925458491104,-0.006379985977772643,-0.006379985977772645,-0.006379985977772643,-0.006379985977772645,0.004494394928951836,0.0044943949289518274,0.004573430357158291,0.004573430357158289,0.006346287895569756,0.006346287895569758,0.00436882340152759,0.004368823401527593,0.00761215203674624,0.0076121520367462454,0.0051330288976249,0.005133028897624898,0.0032557526816405077
1993M07,0.007521627417121494,0.007521627417121493,0.006736302750718604,0.0067363027507186014,0.00700252626956244,0.007002526269562437,0.00700252626956244,0.007002526269562437,0.005026924163873857,0.005026924163873861,0.00504214680814527,0.005042146808145278,0.006903692731286503,0.006903692731286496,0.004877987300301334,0.0048779873003013344,0.008298675774544507,0.008298675774544507,0.005723842484920154,0.00572384248492016,0.00641362519700366
1993M08,0.007232816631340759,0.0072328166313407605,0.006491595778790733,0.00649159577879073,-0.005768184049171981,-0.005768184049171977,-0.005768184049171981,-0.005768184049171977,0.004878436816693831,0.004878436816693829,0.004910654767243055,0.004910654767243056,0.006704883699552049,0.006704883699552049,0.0047387874360136925,0.004738787436013691,0.008011943686436315,0.008011943686436311,0.005543200883086301,0.005543200883086298,0.003697595160081277
1993M09,0.007020302109664869,0.007020302109664871,0.00631444301132047,0.006314443011320471,-0.0057077910168930966,-0.005707791016893088,-0.0057077910168930966,-0.005707791016893088,0.004775876888079885,0.00477587688807988,0.0048193557168914325,0.004819355716891428,0.0065587200842498585,0.006558720084249851,0.004643109494577008,0.004643109494577008,0.007796211358167967,0.00779621135816797,0.00541550125325981,0.005415501253259807,0.0035927937882425107
1993M10,0.006907206867012295,0.006907206867012291,0.006226526900601699,0.006226526900601695,0.006837849698164377,0.0068378496981643735,0.006837849698164377,0.0068378496981643735,-0.003185486417292412,-0.0031854864172924137,-0.004196614060622508,-0.004196614060622507,0.006483484677828928,0.006483484677828926,0.004607157864632761,0.004607157864632762,0.007673413370614385,0.007673413370614386,0.005359336979420471,0.00535933697942047,0.004355072557852437
