,osc12_10_buy.csv,osc12_10_sell.csv,osc12_5_buy.csv,osc12_5_sell.csv,osc1_10_buy.csv,osc1_10_sell.csv,osc1_5_buy.csv,osc1_5_sell.csv,osc3_10_buy.csv,osc3_10_sell.csv,osc3_5_buy.csv,osc3_5_sell.csv,osc6_10_buy.csv,osc6_10_sell.csv,osc6_5_buy.csv,osc6_5_sell.csv,osc9_10_buy.csv,osc9_10_sell.csv,osc9_5_buy.csv,osc9_5_sell.csv,average
1991M01,-0.0034198290809095474,-0.003419829080909546,-0.0033040834269264067,-0.0033040834269264106,0.009928086850506591,0.009928086850506595,0.009928086850506591,0.009928086850506595,0.011519070934500199,0.0115190709345002,0.011065706069419996,0.011065706069419989,-0.004327814936348505,-0.0043278149363485015,-0.002944378746458351,-0.0029443787464583527,-0.005665290199879804,-0.005665290199879802,-0.005928325303770536,-0.00592832530377055,0.0016851229010640227
1991M02,-0.003068592755344997,-0.0030685927553450025,-0.0029488557340469224,-0.002948855734046923,0.010082612122555722,0.01008261212255574,0.010082612122555722,0.01008261212255574,0.011672452922461775,0.011672452922461793,0.011226404712921056,0.011226404712921054,0.010073786990398261,0.010073786990398254,0.007022216363646338,0.007022216363646331,-0.005295137173644205,-0.0052951371736442016,-0.005541724061856891,-0.005541724061856884,0.004330577550964588
1991M03,-0.0027493846717210084,-0.002749384671721006,-0.0026263231327174966,-0.002626323132717496,0.010206543264186374,0.010206543264186385,0.010206543264186374,0.010206543264186385,0.011787834566931452,0.011787834566931457,0.011349659370844797,0.0113496593708448,0.010244849513515026,0.010244849513515033,0.00726275185036614,0.007262751850366138,0.01255691634214881,0.01255691634214881,0.012013171425027428,0.012013171425027433,0.008025256179276791
1991M04,-0.0031273179967918046,-0.003127317996791805,-0.0030124694883468944,-0.0030124694883468936,-0.0093112392971677,-0.009311239297167694,-0.0093112392971677,-0.009311239297167694,-0.007563603121849715,-0.007563603121849708,0.010476847505799329,0.010476847505799334,-0.0039947518243892265,-0.003994751824389232,0.006426651783454219,0.006426651783454217,-0.0049561022124041555,-0.004956102212404159,-0.005187775281089529,-0.005187775281089536,-0.002956099922995317
1991M05,-0.0034558733112464686,-0.0034558733112464643,-0.003348176477364446,-0.0033481764773644505,-0.009561499012861964,-0.009561499012861964,-0.009561499012861964,-0.009561499012861964,-0.007810007662540402,-0.007810007662540399,-0.0075784168633050465,-0.0075784168633050465,-0.004290745122643644,-0.004290745122643645,-0.0026225236027173837,-0.0026225236027173863,-0.005246412990789252,-0.005246412990789249,-0.005483624924364857,-0.005483624924364865,-0.005895877898069542
1991M06,-0.003369548248039325,-0.0033695482480393295,-0.003262190648612469,-0.0032621906486124687,0.009506777993219126,0.009506777993219123,0.009506777993219126,0.009506777993219123,-0.007662560820800848,-0.0076625608208008384,-0.007429996131038667,-0.007429996131038665,-0.0041972204776928555,-0.004197220477692857,-0.002550347382152344,-0.0025503473821523463,-0.005135574449504422,-0.005135574449504412,-0.005365616242202749,-0.0053656162422027545,-0.001995949841360543
1991M07,-0.0034283169424355374,-0.003428316942435537,-0.003323555066349659,-0.0033235550663496607,-0.009364373084948868,-0.009364373084948873,-0.009364373084948868,-0.009364373084948873,-0.0076556042408448335,-0.0076556042408448405,-0.007426352453050088,-0.007426352453050089,-0.004240587041549379,-0.004240587041549373,-0.0026206377761165967,-0.0026206377761165906,-0.0051662302544937914,-0.005166230254493788,-0.0053936761982272,-0.005393676198227213,-0.005798370614296485
1991M08,-0.0030441306051492163,-0.003044130605149219,-0.002935069891198715,-0.00293506989119872,0.009191753627615132,0.00919175362761512,0.009191753627615132,0.00919175362761512,0.010883808724239982,0.010883808724239982,0.009697230453225819,0.009697230453225817,-0.003866750350692085,-0.003866750350692078,-0.0022542404761975183,-0.002254240476197518,-0.004767785966656212,-0.004767785966656216,0.011033827264741836,0.011033827264741832,0.0033130396407544138
1991M09,-0.0030285601665636028,-0.0030285601665636023,-0.002920915971936817,-0.0029209159719368167,-0.00884283384489204,-0.00884283384489204,-0.00884283384489204,-0.00884283384489204,0.010584164074375959,0.010584164074375952,0.009437271749378287,0.009437271749378275,-0.003840470926314909,-0.003840470926314909,-0.0022505150459580393,-0.002250515045958038,-0.004727686332645444,-0.0047276863326454425,0.010707958802625461,0.010707958802625463,-0.00037244215068231966
1991M10,-0.0028446087430092845,-0.0028446087430092845,0.007169704839206084,0.007169704839206082,0.008984482056364613,0.008984482056364611,0.008984482056364613,0.008984482056364611,0.01055907254166582,0.010559072541665812,0.009438203594720715,0.009438203594720713,-0.003655462487961508,-0.0036554624879615054,-0.00208050560130459,-0.0020805056013045876,-0.004524717433105792,-0.004524717433105783,-0.004979711690398599,-0.00497971169039859,0.0027050939132542075
1991M11,0.007650337668404352,0.007650337668404346,0.006938600878759604,0.006938600878759601,-0.008542457279645761,-0.008542457279645772,-0.008542457279645761,-0.008542457279645772,0.010288598803900808,0.010288598803900808,0.009203087653178576,0.009203087653178583,0.009286267925630145,0.009286267925630143,0.005688774842213008,0.00568877484221301,-0.004483696703875568,-0.0044836967038755626,-0.0049294510033442915,-0.004929451003344287,0.002255760550557511
1991M12,-0.0028267484084404564,-0.002826748408440453,0.006741784107613687,0.006741784107613686,-0.008416566891198756,-0.008416566891198764,-0.008416566891198756,-0.008416566891198764,0.010048906369121847,0.010048906369121847,0.008995997218822119,0.008995997218822126,0.009029254563538824,0.009029254563538827,0.005535774174638148,0.005535774174638146,-0.004431662766265228,-0.004431662766265229,-0.004867801035588213,-0.004867801035588213,0.0011392370441043215
1992M01,0.0074236460234223065,0.0074236460234223004,0.007204122989276799,0.007204122989276799,0.008791814279744166,0.008791814279744174,0.008791814279744166,0.008791814279744174,0.010372021964973265,0.010372021964973256,0.009327412364848991,0.009327412364848985,0.00943440668380381,0.009434406683803812,0.0059939035978823375,0.0059939035978823375,0.011509938851114773,0.011509938851114766,0.010678011920491429,0.010678011920491432,0.008952709295530204
1992M02,-0.0024258614401179036,-0.0024258614401178975,-0.002735825634517906,-0.0027358256345179043,-0.007882409648891817,-0.007882409648891819,-0.007882409648891817,-0.007882409648891819,0.010076013410878366,0.010076013410878375,0.00906413634492037,0.009064136344920377,0.009110728749282215,0.009110728749282208,0.005770487865394521,0.005770487865394521,0.011106088127885922,0.011106088127885924,0.010332430954965888,0.01033243095496589,0.003453337908090785
1992M03,-0.002367221176408355,-0.0023672211764083555,-0.002670040003374118,-0.002670040003374115,0.008566310656327632,0.008566310656327628,0.008566310656327632,0.008566310656327628,0.00990584165317186,0.009905841653171855,0.008920478716260352,0.008920478716260357,0.008935178000091193,0.008935178000091195,0.005680868074680414,0.005680868074680413,0.010865870413921144,0.010865870413921147,0.010132551102135503,0.010132551102135507,0.006653614809313325
1992M04,-0.002710409737892553,-0.002710409737892553,-0.0030237611280102984,-0.003023761128010298,-0.007732097040576947,-0.007732097040576949,-0.007732097040576947,-0.007732097040576949,-0.0072268566240432965,-0.0072268566240433025,-0.006988228068400661,-0.006988228068400663,-0.003627473216314908,-0.003627473216314907,-0.002073816173539662,-0.0020738161735396683,0.009917303713491352,0.009917303713491352,0.009286884086103548,0.00928688408610355,-0.0021910551229760377
