,flt12_10_buy.csv,flt12_10_sell.csv,flt12_5_buy.csv,flt12_5_sell.csv,flt1_10_buy.csv,flt1_10_sell.csv,flt1_5_buy.csv,flt1_5_sell.csv,flt3_10_buy.csv,flt3_10_sell.csv,flt3_5_buy.csv,flt3_5_sell.csv,flt6_10_buy.csv,flt6_10_sell.csv,flt6_5_buy.csv,flt6_5_sell.csv,flt9_10_buy.csv,flt9_10_sell.csv,flt9_5_buy.csv,flt9_5_sell.csv,average
1991M01,-0.005293995536650509,-0.006765175483551655,-0.009747601903603067,-0.007831547024905055,0.004289842621096669,0.003908677283055061,0.003314047584032491,0.00617203897601395,-0.000675751425981479,0.00017691963048675416,-0.004811224247921809,-0.01616358610296713,-0.0024695559399075333,-0.007648553869888558,-0.004980615069044648,-0.011975521789409953,-0.0029123116356182897,-0.009088098906581837,-0.0069255939975650365,-0.00585889005982293,-0.004264324844936729
1991M02,-0.005251260883130363,-0.006676135306077777,-0.009533631784361772,-0.0077487923088036086,0.004217250750231768,0.003841146461034121,0.0032441717602155855,0.006074285637244085,-0.0007058597813042142,0.004087515224546803,-0.004785900426417339,0.011937320742849436,-0.0024793282469865504,-0.0074866243819326425,-0.004943293331806208,-0.011786990011063425,-0.0029157390351353257,-0.008917425458025856,-0.006822592219444987,-0.005809883598167569,-0.002623088309826792
1991M03,-0.005277655127958529,-0.006674888313413906,-0.009442698341544051,-0.00772939522786209,0.004111998203004325,0.0037414806698414637,0.0031380649497380537,0.005942014311708267,-0.0007780293158516668,0.003969808885659532,-0.004812927796825845,0.011686495305592067,-0.002541185461422498,-0.007456870493389967,-0.004976243690284424,-0.011679422752795314,-0.0029775394114529845,-0.008853712573475,-0.0068173598350963135,-0.005824162159852278,-0.002662611408784058
1991M04,-0.005514479864203707,-0.006934294774705512,-0.009696839790253424,-0.007900581175677185,0.003901023545773961,0.003537982114947175,0.0029150071720923996,0.0056969485337633,-0.000983467109021558,0.0037328613309354788,-0.005001571830914639,0.01129295048619812,-0.0027660116480038377,-0.007802620348575408,-0.0052234191221819,-0.01180493180169652,-0.0032210119809201986,-0.009096297805244685,-0.007099718971349044,-0.0060311484355264205,-0.00289998107372818
1991M05,-0.006608896022617723,-0.008245173357520404,-0.011312019573438928,-0.00884578736305857,0.0032485094889707802,0.002901057493138693,0.0022041865448223716,-0.01994307543335119,-0.0017409609817541616,0.0029979601078226215,-0.005853162982166722,-0.015755803043721983,-0.00366234412293943,-0.009635211705671701,-0.0063439763541890334,-0.012861092214033785,-0.004211204568624073,-0.01055726240033194,-0.00853754980752932,-0.00702406036744227,-0.006489293333181839
1991M06,-0.006881782071585833,-0.008542339032150258,-0.011606465548936785,-0.009055161811465217,0.0030139232794912105,0.0026740326208331147,0.0019560426358568913,0.004979500564862043,-0.00197480413156722,0.002736092141613191,-0.006075197710810345,-0.015933434124696,-0.003918848188552639,-0.0100096622372402,-0.006626821768294136,-0.013032789008187315,-0.004487497015405657,-0.010840861536627625,-0.008856576122366754,-0.007267286506582597,-0.005487496778590606
1991M07,-0.006548015290205459,-0.008099915190457527,-0.01095603157019645,-0.008718640529252631,0.003096121731885827,0.0027578411076668954,0.0020576211415255343,0.005048487000426213,-0.0018145255057848706,0.0028315980947090013,-0.005826803885858604,-0.015117475542036839,-0.003697326979055907,0.008184629366059203,-0.006291622141857593,-0.012555059264073815,-0.004232861785700639,-0.010274611056069052,-0.00836453484122195,-0.0069545579132662474,-0.004273784152638245
1991M08,-0.006758631419993786,-0.008322324115940125,-0.011161358681492211,-0.008874743611139737,0.002895665653922623,0.0025641049640686498,0.0018473073065289457,0.004812470783540551,-0.0020069233124786067,0.002608840461554324,-0.006001137184519994,0.010294188605872372,-0.003903657641682084,-0.009348485875938528,-0.0065105777230412085,-0.012668230498490154,-0.004453173676507398,-0.010476526266607373,-0.00860147902370842,-0.007141631732215832,-0.004060315149413398
1991M09,-0.006783312689059281,-0.0083195703848954,-0.011083168848447504,-0.00886404675824369,0.0027939609687876172,0.002467219829024851,0.0017459188991317538,0.004683732013151111,-0.0020771871955844517,0.0024975107142620853,-0.006030718371564221,0.010054132324941647,-0.003962376646943869,-0.009314417027404832,-0.006540043816071936,-0.01258530298973649,-0.004509794454526882,-0.01042208861801655,-0.008592130523755787,-0.007158274800367841,-0.004099997918765984
1991M10,-0.007002733221954362,-0.008552418420507111,-0.011304860009509586,-0.009031201794730232,0.0025892056497089206,0.002269038186534729,0.0015311684688417493,0.004444390286258756,-0.0022755235656325883,0.002270708317893399,-0.006213363781674953,0.009672295703726118,-0.004175440802118531,-0.009611980087475243,-0.006767441752516722,-0.0127151906468298,-0.004736948628785714,-0.010638531304338703,-0.008839619270558296,-0.007354694321141313,-0.004322157049740474
