,osc12_10_buy.csv,osc12_10_sell.csv,osc12_5_buy.csv,osc12_5_sell.csv,osc1_10_buy.csv,osc1_10_sell.csv,osc1_5_buy.csv,osc1_5_sell.csv,osc3_10_buy.csv,osc3_10_sell.csv,osc3_5_buy.csv,osc3_5_sell.csv,osc6_10_buy.csv,osc6_10_sell.csv,osc6_5_buy.csv,osc6_5_sell.csv,osc9_10_buy.csv,osc9_10_sell.csv,osc9_5_buy.csv,osc9_5_sell.csv,average
1991M01,-0.003970463835370228,-0.003970463835370229,-0.0021539032528250053,-0.002153903252825003,-0.017078660416128426,-0.01707866041612841,-0.017078660416128426,-0.01707866041612841,-0.010984297236589608,-0.01098429723658962,-0.010562000395909512,-0.010562000395909519,-0.007924796576418418,-0.007924796576418426,-0.007254659055591842,-0.0072546590555918385,-0.0045200931389049685,-0.004520093138904966,-0.004316774878805788,-0.00431677487880579,-0.008584430920267224
1991M02,-0.004139815767112672,-0.004139815767112675,-0.005453874538719428,-0.005453874538719426,-0.017050227108587866,-0.017050227108587838,-0.017050227108587866,-0.017050227108587838,-0.01105691171977133,-0.011056911719771334,-0.010642728179482412,-0.010642728179482409,-0.008041128862840544,-0.008041128862840544,-0.007387428993305782,-0.007387428993305783,-0.0046813622867718984,-0.0046813622867718984,-0.004502935217389967,-0.004502935217389961,-0.009000663978256971
1991M03,-0.0038867139191554093,-0.003886713919155412,-0.00514090643404179,-0.005140906434041796,0.010447684369066226,0.010447684369066245,0.010447684369066226,0.010447684369066245,-0.01066990976006166,-0.010669909760061661,-0.010256164632362712,-0.010256164632362714,-0.007717411580949958,-0.007717411580949959,-0.007058672791159047,-0.007058672791159052,-0.004420411938529718,-0.00442041193852972,-0.0042106869065812996,-0.0042106869065813,-0.003246550922470914
1991M04,-0.0041625319722820965,-0.004162531972282094,-0.005436858420992313,-0.0054368584209923115,-0.016517342216473354,-0.016517342216473344,-0.016517342216473354,-0.016517342216473344,-0.01086559832065482,-0.010865598320654804,-0.010461526743563685,-0.010461526743563671,-0.007948405104189857,-0.007948405104189857,-0.007310786929391298,-0.007310786929391305,-0.004688605734236771,-0.004688605734236773,-0.004516869015152948,-0.004516869015152949,-0.008842586667341047
1991M05,-0.0045124379943464014,-0.004512437994346404,-0.005817003600312558,-0.005817003600312565,-0.01673266148065222,-0.016732661480652226,-0.01673266148065222,-0.016732661480652226,-0.011144679262473166,-0.01114467926247317,-0.010751281943489992,-0.010751281943489985,-0.008258073551758354,-0.008258073551758357,-0.007644557277229095,-0.007644557277229094,-0.00503110226669608,-0.005031102266696083,-0.0049055831504496925,-0.0049055831504496925,-0.009153004200805982
1991M06,-0.004918729521658763,-0.004918729521658763,-0.00626062938381294,-0.006260629383812941,-0.017021352437943456,-0.01702135243794346,-0.017021352437943456,-0.01702135243794346,-0.011487417879115032,-0.011487417879115032,-0.01110534572837225,-0.01110534572837224,-0.008627745354788476,-0.008627745354788472,-0.008040328045162536,-0.008040328045162536,-0.005430190123559145,-0.005430190123559142,-0.005356518225611985,-0.0053565182256119824,-0.0095269609137968
1991M07,-0.005394497150128871,-0.005394497150128874,-0.0067823346496904986,-0.006782334649690505,-0.01739849267064404,-0.017398492670644035,-0.01739849267064404,-0.017398492670644035,-0.011907751439127885,-0.0119077514391279,-0.011537836950669289,-0.011537836950669287,-0.009070917084005453,-0.009070917084005441,-0.008512110707174695,-0.00851211070717469,-0.005898951442414183,-0.0058989514424141794,-0.00588410665906375,-0.00588410665906375,-0.009978549142356269
1991M08,-0.005158895950184871,-0.005158895950184873,-0.0064927603989917695,-0.006492760398991765,0.00980072933046835,0.009800729330468355,0.00980072933046835,0.009800729330468355,-0.011555578746703557,-0.011555578746703552,-0.011185929061170836,-0.011185929061170831,-0.008773580341333166,-0.008773580341333154,-0.008209873907867305,-0.008209873907867314,-0.005656533292574426,-0.005656533292574429,-0.005612529412021461,-0.005612529412021462,-0.004304422244991069
1991M09,-0.004232342223019593,-0.004232342223019586,-0.005419648368897778,-0.005419648368897781,0.010829633184369171,0.010829633184369154,0.010829633184369171,0.010829633184369154,0.007837368212219772,0.007837368212219763,0.006833743760183047,0.006833743760183043,-0.007758216258992258,-0.007758216258992257,-0.007158533219532838,-0.007158533219532836,-0.004723344400843954,-0.004723344400843953,-0.004568571755316494,-0.0045685717553164956,0.0002469722114538229
1991M10,-0.004531649141303056,-0.004531649141303052,-0.00574143970686294,-0.005741439706862929,-0.016915894567096957,-0.016915894567096967,-0.016915894567096957,-0.016915894567096967,0.007046071934383794,0.007046071934383781,0.0060823346096775845,0.006082334609677583,-0.008021523817260345,-0.008021523817260354,-0.007441692288004693,-0.007441692288004694,-0.005016190764156044,-0.005016190764156038,-0.004898146700276003,-0.004898146700275995,-0.005635402500799562
