,sup12_buy,sup12_sell,sup3_buy,sup3_sell,sup6_buy,sup6_sell,sup9_buy,sup9_sell,flt12_buy,flt12_sell,flt1_buy,flt3_buy,flt3_sell,flt6_buy,flt6_sell,flt9_buy,flt9_sell,mom1,mom12,mom3,mom6,mom9,mva1_12,mva1_3,mva1_6,mva1_9,mva3_12,mva3_6,mva3_9,mva6_12,mva6_9,mva9_12,osc12_5,osc1_5,osc3_5,osc6_5,osc9_5
0,0.014928454661207553,0.013938970790454313,0.037421204243757715,0.03609594679275575,0.018491115464352528,0.016006098045614345,0.0129471079578252,0.018530496679995883,0.01146812276197564,0.02159987568577596,0.04594022152200373,0.046571592025017094,0.028430716892274933,0.012816848448934416,0.018912464130013053,0.016133859992947,0.02566404361677282,0.04079921370750933,0.06945202848797695,0.044562810155379315,0.0317845020763308,0.027899070669975455,0.017091456862668226,0.029444482678124,0.026225125191677454,0.016117368735770764,0.018891170525115127,0.01726376900361157,0.03076609282353897,0.027644053775270905,0.031414695894600594,0.049033029398348395,0.038337964722156,0.0007670727617536131,0.017873164735353615,0.031856613012351535,0.036879175070809504
1,0.0131926193839211,0.016949202214341732,0.03685920177193631,0.03880929964117199,0.019686976543010517,0.01349341207498564,0.01599171687462082,0.018297821013570272,0.011348968099284196,0.022547908138295575,0.04346120309147024,0.03937318984807781,0.025583130133736663,0.012024599469984106,0.02524839853092829,0.015606412826637175,0.02229487461321446,0.044201786337963615,0.06196921550314392,0.051000473340628766,0.028851335744912384,0.02410827426987454,0.018688829583420122,0.02954514387564496,0.028751866057747294,0.02155847751599799,0.015669630659307703,0.02432597668606863,0.02248988231278362,0.02680625112040746,0.03239022312428109,0.04914496642224779,0.04378247965964658,0.0004248658318425759,0.01412823890366762,0.03327985016602271,0.03811329861520364
2,0.010319689892813799,0.011887530500157712,0.03892721649426402,0.04566310775863412,0.024201858168305005,0.01570585066504252,0.018856250538096208,0.021259837252409493,0.01435177574338855,0.019558886253848412,0.04603882996718771,0.035944538118363276,0.027390051080107714,0.016784478226712314,0.03057092916344308,0.013487560205141896,0.019156962413721505,0.045825772167264835,0.056139724792329204,0.05310363667540354,0.03268045067272008,0.025037812434184986,0.01606401589067578,0.03132271017738089,0.02492048042844166,0.01917538198765979,0.015707811601803366,0.019346020509020526,0.021669200715746136,0.026993273016166466,0.027019482525965956,0.04668155636612464,0.039159112443887464,0.0017188233751405763,0.014494619452324959,0.03594343750331864,0.03689132482280316
3,0.015339089873940477,0.016407006917211076,0.03894715143229398,0.03954319726261923,0.023869563472303183,0.015371368608624486,0.015961943665072566,0.02142937869984819,0.014484816143608152,0.021369836300755684,0.04006904339085847,0.03681788444179903,0.02681414105660017,0.015229694960615898,0.0301274574194794,0.019932682386684483,0.015878868396159665,0.03691385220672609,0.05160180953146573,0.048542482301279895,0.03284408361497779,0.026680203053797643,0.014534540172666284,0.02481296701490148,0.024877289860649597,0.018605765057323333,0.02048800309144891,0.024805813410410053,0.029522254237994802,0.02882264904834235,0.03095690299556527,0.04676284280093441,0.036970345511690914,0.0003439716312056737,0.015239371619364612,0.0397533182420788,0.03932841016870221
4,0.01582390683827693,0.015455576530155016,0.03504957734928006,0.03814228923708882,0.022389577054388446,0.012676774866810726,0.012471707943108099,0.020740724469667186,0.014927860080714284,0.022077563774158614,0.04517040016241944,0.03805947143881183,0.024633164077336064,0.015303795089341843,0.020396945213083873,0.018597360674315305,0.018787535560911083,0.03279647205426796,0.057881130860587666,0.05065085955677737,0.03447044695321137,0.03423641945450624,0.016087433446228264,0.026134609240151267,0.023041634053424985,0.017715777022156688,0.02216529212902183,0.023593771459591927,0.02625182434872554,0.02591317698165464,0.030052729831904764,0.04332249925792883,0.0436874821197464,0.0007504026540049829,0.018165657142412753,0.03960346431873793,0.04277468675509099
5,0.01792257397861425,0.015950478406146378,0.03491892330530509,0.032028380375478435,0.02180395901819499,0.014975793872628162,0.016930645272967167,0.015374293013023314,0.013293356712631575,0.0288624310108245,0.039730712115390567,0.036652355643412016,0.026540858251671327,0.013373447196932176,0.019464194553091965,0.019804539897748216,0.015598306037852738,0.03048807889408578,0.05546182999748738,0.04866627683353273,0.02903918165007864,0.03571012084512501,0.013160026589642769,0.02511948190863424,0.022413485301743634,0.02438704205679681,0.0189826798924985,0.029905328232732953,0.02117422393822104,0.026584853335454954,0.033970371038193455,0.04816259374082758,0.04719734813566424,0.00046491562548957316,0.023742146796336034,0.039570706450537195,0.04257406007500464
6,0.0169108235471657,0.012394245606906308,0.036016233612958595,0.03408657072347654,0.021703547610582,0.01558434630305019,0.013833752016405198,0.017390652923771843,0.014747411251739397,0.032176523829852366,0.04060084299412443,0.036034630753243216,0.025369234980259333,0.016617276241133277,0.018719700259916032,0.014877491317322881,0.016897357370332395,0.03415393525338095,0.05565120519475706,0.04632423635724101,0.020959284676537702,0.03543092999640482,0.014176266875592182,0.02202342799011305,0.027225927187701907,0.0278930912453928,0.01998572378005942,0.024170486983337854,0.024999434849767875,0.025958731711039434,0.04027562448477441,0.04468872978107526,0.04520583147461462,0.0,0.01965024434402816,0.04061763072750263,0.046648615744438925
7,0.0187967479304976,0.011629794332890136,0.03127635741549628,0.030945667509719034,0.01599605512611141,0.013695512296183961,0.015491428251057607,0.015758247484497976,0.015219819985614098,0.02727307970650111,0.04379556916899308,0.03925727872407464,0.027355938040233636,0.012527228752749819,0.02242121427685285,0.016624035120697715,0.016465002698120002,0.03756144091160178,0.059065962053280095,0.04919382148262717,0.02632620084384984,0.035408933326693585,0.012524795850051628,0.02789498801336075,0.029298177197744385,0.022941578590661406,0.017967167527745256,0.025271117990130546,0.022382171667207743,0.035949625194650545,0.03538079803756918,0.043041477363329424,0.045516505841005334,0.0,0.01799419344436271,0.03773582650380256,0.0440162413400351
8,0.02209203269222282,0.01202176655147615,0.03905351257238278,0.03365065300660339,0.02372797432137631,0.014779997615200038,0.013260515287439252,0.015110835417634751,0.012297412677693256,0.030436190446479414,0.040838301408613054,0.03844249200384399,0.026035725141329666,0.01629575530321565,0.023632958712134323,0.013756989397863427,0.01667494975278981,0.03765495721193826,0.056255562943885236,0.048164665814053126,0.02805070322552252,0.029354910906446624,0.014245051388044255,0.02691137437660263,0.022172046099433435,0.021864633497536555,0.016410673512803696,0.0281432339220217,0.027318689869003515,0.03180107289995019,0.0347116249416966,0.034380743840719145,0.04478946375200191,0.001135900756712739,0.01752060818500099,0.04519828580703705,0.0418077347412917
9,0.023216635540935802,0.013232682213595854,0.03627673873925526,0.03281521258608005,0.02379027208893746,0.015311405048903683,0.013384574482596062,0.014794848614602675,0.01215481880100779,0.024495949284949955,0.043864832220419946,0.03448655593434738,0.02902465847245013,0.016884046157270228,0.023019670369284994,0.015454523487840816,0.01246290831368138,0.033145738076943536,0.04927245759586765,0.05017289304457678,0.03218761960362229,0.027357183724336334,0.011589747388137278,0.03832915670218275,0.022261075445585796,0.025431258575528373,0.015594820488363668,0.02978121439164265,0.03353478790545954,0.03635118874961802,0.033382871622371864,0.030051452508227192,0.04039610705483895,0.0007315340909090908,0.018364133051223686,0.045798519332134816,0.04159590829227027
