1-2.5.csv,1-2.csv,1-3.5.csv,1-3.csv,1-4.csv,10-2.5.csv,10-2.csv,10-3.5.csv,10-3.csv,10-4.csv,100-2.5.csv,100-2.csv,100-3.5.csv,100-3.csv,100-4.csv
53.603875,53.7662375,53.11687500000001,53.50651250000001,52.694812500000005,53.6688375,54.188325000000006,53.7662375,53.701299999999996,53.40910000000001,53.636362500000004,54.188325000000006,53.7662375,53.701299999999996,53.40910000000001
