12-100.csv,12-250.csv,12-500.csv,18-100.csv,18-250.csv,18-500.csv,6-100.csv,6-250.csv,6-500.csv
56.59125,56.005,55.39,55.035000000000004,55.585,56.03875000000001,56.0725,56.33125,55.64999999999999
