1-2.5.csv,1-2.csv,1-3.5.csv,1-3.csv,1-4.csv,10-2.5.csv,10-2.csv,10-3.5.csv,10-3.csv,10-4.csv,100-2.5.csv,100-2.csv,100-3.5.csv,100-3.csv,100-4.csv
55.292212500000005,55.61687500000001,54.5454625,54.64286250000001,54.6103875,55.227275000000006,55.4220875,54.7402625,55.097412500000004,54.6753375,55.227275000000006,55.4220875,54.7402625,55.097412500000004,54.6753375
