12-100.csv,12-250.csv,12-500.csv,18-100.csv,18-250.csv,18-500.csv,6-100.csv,6-250.csv,6-500.csv
55.16375,55.650000000000006,55.8125,55.1625,56.072500000000005,55.845000000000006,55.389999999999986,55.2275,55.324999999999996
